wd_variant,pair,pivot_type,timeframe,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
INNER,AUDCAD,long,M,3D,2024-01-01 00:00,2024-02-01 00:00,0.87264,0.88227,0.009630000000000027,0.87264,0.88014,2024-02-07 00:00,2024-02-12 00:00,0.87264,0.87374,0.0010999999999999899,0.11422637590861752,2024-03-01 00:00,False
INNER,AUDNZD,long,M,3D,2024-02-01 00:00,2024-03-01 00:00,1.05699,1.06742,0.01042999999999994,1.05699,1.06638,2024-02-20 00:00,2024-02-23 00:00,1.05699,1.05791,0.0009199999999998099,0.08820709491848659,,True
INNER,EURCAD,short,M,3D,2024-02-01 00:00,2024-03-01 00:00,1.46723,1.47802,0.010789999999999855,1.47481,1.47802,2024-03-15 00:00,2024-03-20 00:00,1.47651,1.47796,0.0014499999999999513,0.13438368860055336,2024-04-01 00:00,False
INNER,EURCHF,short,M,3D,2024-04-01 00:00,2024-05-01 00:00,0.98067,0.99302,0.012349999999999972,0.98486,0.99302,2024-05-22 00:00,2024-05-27 00:00,0.99292,0.99302,9.999999999998899e-05,0.00809716599190196,,True
INNER,NZDCAD,long,M,3D,2024-03-01 00:00,2024-04-01 00:00,0.80665,0.81015,0.0035000000000000586,0.80665,0.80823,2024-03-28 00:00,2024-04-02 00:00,0.80665,0.80709,0.00043999999999999595,0.12571428571428245,2024-05-01 00:00,False
INNER,NZDCAD,short,M,3D,2024-02-01 00:00,2024-03-01 00:00,0.82645,0.8378,0.011349999999999971,0.83472,0.8378,2024-02-20 00:00,2024-02-23 00:00,0.83747,0.8378,0.00032999999999994145,0.029074889867836323,2024-05-01 00:00,False
INNER,NZDJPY,short,M,3D,2024-02-01 00:00,2024-03-01 00:00,91.29,93.454,2.1639999999999873,92.204,93.454,2024-02-20 00:00,2024-02-23 00:00,93.37,93.454,0.08399999999998897,0.03881700554528164,2024-04-01 00:00,False
INNER,USDCAD,short,M,3D,2024-02-01 00:00,2024-03-01 00:00,1.35802,1.36144,0.0034199999999999786,1.36061,1.36144,2024-03-20 00:00,2024-03-25 00:00,1.36142,1.36144,1.999999999990898e-05,0.005847953216347691,2024-04-01 00:00,False
