wd_variant,pair,pivot_type,htf,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
ALL,AUDCAD,long,W,H4,2022-01-24 00:00,2022-01-31 00:00,0.89082,0.89365,0.00283000000000011,0.89082,0.8923,2022-01-30 22:00,2022-01-31 02:00,0.8923,0.89233,2.999999999997449e-05,0.010600706713771493,2022-05-09 00:00,False
ALL,AUDCAD,long,W,H4,2022-03-07 00:00,2022-03-14 00:00,0.91716,0.9299,0.012739999999999974,0.91716,0.92782,2022-03-15 21:00,2022-03-16 01:00,0.91716,0.91717,1.0000000000065512e-05,0.0007849293563630716,2022-03-21 00:00,False
ALL,AUDCAD,long,W,H4,2022-03-07 00:00,2022-03-14 00:00,0.91716,0.9299,0.012739999999999974,0.91716,0.92782,2022-03-17 05:00,2022-03-17 09:00,0.92616,0.92673,0.0005700000000000705,0.044740973312407506,2022-03-21 00:00,False
ALL,AUDCAD,long,W,H4,2022-04-25 00:00,2022-05-02 00:00,0.9049,0.90796,0.0030599999999999516,0.9049,0.90708,2022-05-02 01:00,2022-05-02 05:00,0.9049,0.90518,0.00027999999999994696,0.09150326797384033,2022-05-09 00:00,False
ALL,AUDCAD,long,W,H4,2022-04-25 00:00,2022-05-02 00:00,0.9049,0.90796,0.0030599999999999516,0.9049,0.90708,2022-05-02 17:00,2022-05-02 21:00,0.90742,0.90768,0.000260000000000038,0.08496732026145166,2022-05-09 00:00,False
ALL,AUDCAD,long,W,H4,2022-05-09 00:00,2022-05-16 00:00,0.89192,0.89575,0.00383,0.89192,0.89226,2022-05-16 01:00,2022-05-16 05:00,0.89192,0.89227,0.00034999999999996145,0.0913838120104338,2022-06-13 00:00,False
ALL,AUDCAD,long,W,H4,2022-06-06 00:00,2022-06-13 00:00,0.88836,0.90068,0.012319999999999998,0.88836,0.89844,2022-06-16 09:00,2022-06-16 13:00,0.8997,0.90047,0.0007699999999999374,0.06249999999999493,2022-06-20 00:00,False
ALL,AUDCAD,long,W,H4,2022-06-27 00:00,2022-07-04 00:00,0.87462,0.8782,0.0035800000000000276,0.87462,0.87646,2022-07-05 05:00,2022-07-05 09:00,0.87646,0.87711,0.0006499999999999284,0.18156424581003447,2022-07-11 00:00,False
ALL,AUDCAD,long,W,H4,2022-07-11 00:00,2022-07-18 00:00,0.87359,0.88488,0.011290000000000022,0.87359,0.88262,2022-07-13 21:00,2022-07-14 01:00,0.87522,0.8754,0.00017999999999995797,0.01594331266607242,2022-09-05 00:00,False
ALL,AUDCAD,long,W,H4,2022-07-11 00:00,2022-07-18 00:00,0.87359,0.88488,0.011290000000000022,0.87359,0.88262,2022-07-15 05:00,2022-07-15 09:00,0.88186,0.88204,0.000180000000000069,0.015943312666082253,2022-09-05 00:00,False
ALL,AUDCAD,long,W,H4,2022-07-11 00:00,2022-07-18 00:00,0.87359,0.88488,0.011290000000000022,0.87359,0.88262,2022-07-18 21:00,2022-07-19 01:00,0.88297,0.88342,0.00044999999999995044,0.039858281665185964,2022-09-05 00:00,False
ALL,AUDCAD,long,W,H4,2022-08-01 00:00,2022-08-08 00:00,0.88776,0.89428,0.00651999999999997,0.88776,0.8931,2022-08-02 21:00,2022-08-03 01:00,0.88776,0.88788,0.00012000000000000899,0.018404907975461585,2022-08-15 00:00,False
ALL,AUDCAD,long,W,H4,2022-08-01 00:00,2022-08-08 00:00,0.88776,0.89428,0.00651999999999997,0.88776,0.8931,2022-08-05 09:00,2022-08-05 13:00,0.89152,0.8919,0.00038000000000004697,0.058282208588964525,2022-08-15 00:00,False
ALL,AUDCAD,long,W,H4,2022-09-05 00:00,2022-09-12 00:00,0.88172,0.8912,0.009480000000000044,0.88172,0.88468,2022-09-14 05:00,2022-09-14 09:00,0.88468,0.88514,0.00046000000000001595,0.04852320675105631,2022-09-19 00:00,False
