wd_variant,pair,pivot_type,htf,ltf,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch,wd_search_window_start,wd_search_window_end
ALL,AUDCAD,long,W,H4,2024-06-03 00:00,2024-06-10 00:00,0.90458,0.90586,0.0012799999999999478,0.90458,0.90528,2024-06-09 21:00,2024-06-10 01:00,0.90528,0.90546,0.000180000000000069,0.14062500000005962,2024-06-17 00:00,False,2024-06-03 00:00,2024-06-16 23:59
ALL,AUDCAD,long,W,H4,2024-08-05 00:00,2024-08-12 00:00,0.88536,0.90158,0.016220000000000012,0.88536,0.90158,2024-08-05 09:00,2024-08-05 13:00,0.8901,0.89058,0.00048000000000003595,0.02959309494451514,2024-12-02 00:00,False,2024-08-05 00:00,2024-08-18 23:59
ALL,AUDCAD,long,W,H4,2024-08-05 00:00,2024-08-12 00:00,0.88536,0.90158,0.016220000000000012,0.88536,0.90158,2024-08-07 21:00,2024-08-08 01:00,0.89505,0.89569,0.0006399999999999739,0.039457459926015626,2024-12-02 00:00,False,2024-08-05 00:00,2024-08-18 23:59
ALL,AUDCAD,long,W,H4,2024-09-30 00:00,2024-10-07 00:00,0.91551,0.92108,0.005569999999999964,0.91551,0.92108,2024-10-08 01:00,2024-10-08 05:00,0.91551,0.91619,0.0006799999999999029,0.12208258527825984,2024-10-14 00:00,False,2024-09-30 00:00,2024-10-13 23:59
ALL,AUDCAD,long,W,H4,2024-11-18 00:00,2024-11-25 00:00,0.90691,0.91207,0.005160000000000053,0.90691,0.90766,2024-11-28 02:00,2024-11-28 06:00,0.90866,0.90937,0.0007099999999999884,0.13759689922480253,2024-12-02 00:00,False,2024-11-18 00:00,2024-12-01 23:59
ALL,AUDCAD,long,W,H4,2024-11-18 00:00,2024-11-25 00:00,0.90691,0.91207,0.005160000000000053,0.90691,0.90766,2024-11-29 06:00,2024-11-29 10:00,0.91039,0.91073,0.00034000000000000696,0.06589147286821773,2024-12-02 00:00,False,2024-11-18 00:00,2024-12-01 23:59
ALL,AUDCAD,short,W,H4,2024-08-19 00:00,2024-08-26 00:00,0.91756,0.91966,0.0020999999999999908,0.91818,0.91966,2024-08-20 21:00,2024-08-21 01:00,0.91913,0.91942,0.00029000000000001247,0.13809523809524465,2024-09-16 00:00,False,2024-08-19 00:00,2024-09-01 23:59
ALL,AUDCAD,short,W,H4,2024-09-23 00:00,2024-09-30 00:00,0.93238,0.93772,0.005340000000000011,0.9349,0.93772,2024-10-01 01:00,2024-10-01 05:00,0.93758,0.93771,0.0001300000000000745,0.024344569288403412,,True,2024-09-23 00:00,2024-10-06 23:59
ALL,AUDCAD,short,W,H4,2024-10-07 00:00,2024-10-14 00:00,0.92764,0.93048,0.0028399999999999537,0.92928,0.93048,2024-10-11 13:00,2024-10-11 17:00,0.92996,0.93048,0.0005199999999999649,0.18309859154928643,2024-10-21 00:00,False,2024-10-07 00:00,2024-10-20 23:59
ALL,AUDCAD,short,W,H4,2024-10-07 00:00,2024-10-14 00:00,0.92764,0.93048,0.0028399999999999537,0.92928,0.93048,2024-10-15 09:00,2024-10-15 13:00,0.92886,0.92928,0.00041999999999997595,0.14788732394365592,2024-10-21 00:00,False,2024-10-07 00:00,2024-10-20 23:59
ALL,AUDCAD,short,W,H4,2024-11-25 00:00,2024-12-02 00:00,0.91108,0.91652,0.00544,0.91282,0.91652,2024-11-29 14:00,2024-11-29 18:00,0.91365,0.91392,0.00026999999999999247,0.04963235294117508,2024-12-09 00:00,False,2024-11-25 00:00,2024-12-08 23:59
ALL,AUDCAD,short,W,H4,2024-11-25 00:00,2024-12-02 00:00,0.91108,0.91652,0.00544,0.91282,0.91652,2024-12-03 18:00,2024-12-03 22:00,0.91252,0.91264,0.00012000000000000899,0.022058823529413414,2024-12-09 00:00,False,2024-11-25 00:00,2024-12-08 23:59
ALL,AUDCHF,long,W,H4,2024-06-10 00:00,2024-06-17 00:00,0.58614,0.58882,0.0026800000000000157,0.58614,0.5875,2024-06-18 09:00,2024-06-18 13:00,0.58614,0.58641,0.00026999999999999247,0.10074626865671302,2024-07-22 00:00,False,2024-06-10 00:00,2024-06-23 23:59
ALL,AUDCHF,long,W,H4,2024-07-29 00:00,2024-08-05 00:00,0.53656,0.55838,0.02181999999999995,0.53656,0.558,2024-08-05 09:00,2024-08-05 13:00,0.54308,0.54368,0.0006000000000000449,0.027497708524291765,2024-12-16 00:00,False,2024-07-29 00:00,2024-08-11 23:59
ALL,AUDCHF,long,W,H4,2024-07-29 00:00,2024-08-05 00:00,0.53656,0.55838,0.02181999999999995,0.53656,0.558,2024-08-06 09:00,2024-08-06 13:00,0.55163,0.55204,0.00041000000000002146,0.018790100824932283,2024-12-16 00:00,False,2024-07-29 00:00,2024-08-11 23:59
ALL,AUDCHF,long,W,H4,2024-07-29 00:00,2024-08-05 00:00,0.53656,0.55838,0.02181999999999995,0.53656,0.558,2024-08-06 17:00,2024-08-06 21:00,0.55482,0.55499,0.00017000000000000348,0.007791017415215576,2024-12-16 00:00,False,2024-07-29 00:00,2024-08-11 23:59
