pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
GBPCAD,long,2023-10-09 00:00,2023-10-23 00:00,1.65574,1.66828,0.012539999999999996,1.65574,1.66565,D1,2023-10-13 00:00,2023-10-16 00:00,1.65574,1.65618,0.00043999999999999595,0.03508771929824531,,True
GBPCAD,short,2023-11-20 00:00,2023-12-04 00:00,1.71547,1.72741,0.01193999999999984,1.71799,1.72741,D1,2023-11-29 00:00,2023-11-30 00:00,1.72631,1.72741,0.0010999999999998789,0.09212730318257066,2024-01-15 00:00,False
GBPCAD,short,2023-11-20 00:00,2023-12-04 00:00,1.71547,1.72741,0.01193999999999984,1.71799,1.72741,D1,2023-12-01 00:00,2023-12-04 00:00,1.71775,1.71799,0.00023999999999979593,0.020100502512545994,2024-01-15 00:00,False
GBPCAD,long,2023-12-18 00:00,2024-01-01 00:00,1.67615,1.687,0.010850000000000026,1.67615,1.67878,D1,2023-12-26 00:00,2023-12-27 00:00,1.67615,1.67724,0.0010900000000000354,0.10046082949309057,,True
GBPCAD,long,2023-12-18 00:00,2024-01-01 00:00,1.67615,1.687,0.010850000000000026,1.67615,1.67878,D1,2024-01-02 00:00,2024-01-03 00:00,1.67878,1.68075,0.0019700000000000273,0.18156682027649976,,True
GBPCAD,short,2024-01-01 00:00,2024-01-15 00:00,1.70982,1.72207,0.012250000000000094,1.71032,1.72207,D1,2024-01-24 00:00,2024-01-25 00:00,1.72094,1.72207,0.0011300000000000754,0.09224489795918912,2024-01-29 00:00,False
GBPCAD,long,2024-03-11 00:00,2024-03-25 00:00,1.70242,1.71455,0.012129999999999974,1.70242,1.70702,D1,2024-04-01 00:00,2024-04-02 00:00,1.70242,1.70266,0.00024000000000001798,0.019785655399836642,2024-04-08 00:00,False
GBPCAD,short,2024-03-25 00:00,2024-04-08 00:00,1.71756,1.7241,0.00653999999999999,1.71892,1.7241,D1,2024-04-16 00:00,2024-04-17 00:00,1.72346,1.72404,0.0005800000000000249,0.08868501529052382,2024-04-22 00:00,False
GBPCAD,long,2024-04-08 00:00,2024-04-22 00:00,1.68874,1.70066,0.011920000000000153,1.68874,1.69995,D1,2024-04-22 00:00,2024-04-23 00:00,1.68874,1.69019,0.0014500000000001734,0.1216442953020264,,True
GBPCAD,short,2024-06-03 00:00,2024-06-17 00:00,1.74234,1.76054,0.018199999999999994,1.74688,1.76054,D1,2024-06-12 00:00,2024-06-13 00:00,1.75806,1.76054,0.0024800000000000377,0.1362637362637384,2024-07-01 00:00,False
