pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch
NZDJPY,short,2015-07-20 00:00,2015-08-03 00:00,81.644,83.2965,1.6524999999999892,82.649,83.2965,D1,2015-08-10 00:00,2015-08-11 00:00,82.546,82.649,0.10299999999999443,0.062329803328287504,2015-08-17 00:00,False
NZDJPY,long,2015-08-31 00:00,2015-09-14 00:00,74.4585,76.163,1.704499999999996,74.4585,74.8855,D1,2015-09-07 00:00,2015-09-08 00:00,74.4585,74.517,0.05849999999999511,0.0343209152244032,2015-09-28 00:00,False
NZDJPY,long,2015-08-31 00:00,2015-09-14 00:00,74.4585,76.163,1.704499999999996,74.4585,74.8855,D1,2015-09-23 00:00,2015-09-24 00:00,74.8855,74.955,0.069500000000005,0.040774420651220396,2015-09-28 00:00,False
NZDJPY,short,2015-10-12 00:00,2015-10-26 00:00,82.0115,82.6935,0.6820000000000022,82.2705,82.6935,D1,2015-10-26 00:00,2015-10-27 00:00,82.216,82.2705,0.054500000000004434,0.0799120234604168,2015-11-23 00:00,False
NZDJPY,long,2015-10-26 00:00,2015-11-09 00:00,79.476,80.345,0.8689999999999998,79.476,79.911,D1,2015-11-17 00:00,2015-11-18 00:00,79.476,79.559,0.08299999999999841,0.0955120828538532,2015-11-23 00:00,False
NZDJPY,long,2015-12-07 00:00,2015-12-21 00:00,79.742,81.5085,1.7664999999999935,79.742,81.4855,D1,2015-12-11 00:00,2015-12-14 00:00,80.933,80.9995,0.06649999999999068,0.03764506085479248,2016-01-04 00:00,False
NZDJPY,long,2015-12-07 00:00,2015-12-21 00:00,79.742,81.5085,1.7664999999999935,79.742,81.4855,D1,2015-12-18 00:00,2015-12-21 00:00,81.1665,81.4855,0.3190000000000026,0.180583073874896,2016-01-04 00:00,False
NZDJPY,short,2015-12-21 00:00,2016-01-04 00:00,82.169,82.877,0.7079999999999984,82.252,82.877,D1,2015-12-29 00:00,2015-12-30 00:00,82.8135,82.877,0.06349999999999056,0.08968926553671004,2016-12-05 00:00,False
NZDJPY,short,2016-01-18 00:00,2016-02-01 00:00,78.521,79.39,0.8689999999999998,79.092,79.39,D1,2016-02-01 00:00,2016-02-02 00:00,79.2475,79.39,0.1424999999999983,0.16398158803221902,2016-11-21 00:00,False
NZDJPY,short,2016-01-18 00:00,2016-02-01 00:00,78.521,79.39,0.8689999999999998,79.092,79.39,D1,2016-02-03 00:00,2016-02-04 00:00,79.2065,79.236,0.02949999999999875,0.03394706559263378,2016-11-21 00:00,False
NZDJPY,short,2016-02-29 00:00,2016-03-14 00:00,76.8095,77.8125,1.0030000000000001,76.921,77.8125,D1,2016-03-11 00:00,2016-03-14 00:00,76.921,77.0135,0.09249999999998693,0.09222333000995704,2016-03-28 00:00,False
NZDJPY,long,2016-06-06 00:00,2016-06-20 00:00,69.211,73.521,4.310000000000002,69.211,72.317,D1,2016-06-27 00:00,2016-06-28 00:00,71.1375,71.219,0.08149999999999125,0.01890951276101884,2016-07-04 00:00,False
NZDJPY,short,2016-07-04 00:00,2016-07-18 00:00,74.608,76.848,2.239999999999995,75.7915,76.848,D1,2016-07-12 00:00,2016-07-13 00:00,76.5315,76.848,0.3165000000000049,0.14129464285714535,2016-08-29 00:00,False
NZDJPY,short,2016-07-04 00:00,2016-07-18 00:00,74.608,76.848,2.239999999999995,75.7915,76.848,D1,2016-07-18 00:00,2016-07-19 00:00,75.545,75.7915,0.2464999999999975,0.110044642857142,2016-08-29 00:00,False
NZDJPY,short,2016-08-29 00:00,2016-09-12 00:00,75.192,76.069,0.8770000000000095,75.371,76.069,D1,2016-09-08 00:00,2016-09-09 00:00,75.873,75.9975,0.12449999999999761,0.14196123147091932,2016-10-10 00:00,False
NZDJPY,long,2016-09-12 00:00,2016-09-26 00:00,72.658,73.176,0.5180000000000007,72.658,72.9785,D1,2016-09-26 00:00,2016-09-27 00:00,72.658,72.7065,0.048500000000004206,0.09362934362935163,2016-10-10 00:00,False
NZDJPY,short,2016-12-05 00:00,2016-12-19 00:00,82.08,83.7395,1.6595000000000084,82.2015,83.7395,D1,2016-12-14 00:00,2016-12-15 00:00,83.447,83.7395,0.292500000000004,0.17625790900873908,2017-01-16 00:00,False
NZDJPY,long,2016-12-19 00:00,2017-01-02 00:00,80.459,81.044,0.5849999999999937,80.459,80.726,D1,2017-01-10 00:00,2017-01-11 00:00,80.726,80.768,0.04200000000000159,0.07179487179487529,2017-01-16 00:00,False
NZDJPY,long,2017-04-10 00:00,2017-04-24 00:00,75.682,76.702,1.019999999999996,75.682,76.128,D1,2017-04-14 00:00,2017-04-17 00:00,75.868,75.974,0.10600000000000875,0.10392156862745996,2017-05-08 00:00,False
NZDJPY,short,2017-04-24 00:00,2017-05-08 00:00,78.015,79.376,1.3610000000000042,78.1,79.376,D1,2017-05-10 00:00,2017-05-11 00:00,79.369,79.376,0.007000000000005002,0.005143277002207921,2017-05-22 00:00,False
NZDJPY,short,2017-04-24 00:00,2017-05-08 00:00,78.015,79.376,1.3610000000000042,78.1,79.376,D1,2017-05-15 00:00,2017-05-16 00:00,78.484,78.507,0.023000000000010346,0.016899338721535838,2017-05-22 00:00,False
NZDJPY,long,2018-04-23 00:00,2018-05-07 00:00,75.594,76.58,0.9860000000000042,75.594,76.258,D1,2018-05-15 00:00,2018-05-16 00:00,75.594,75.637,0.043000000000006366,0.04361054766734907,2018-05-21 00:00,False
NZDJPY,long,2018-05-21 00:00,2018-06-04 00:00,74.564,76.472,1.9080000000000013,74.564,76.398,D1,2018-05-29 00:00,2018-05-30 00:00,74.564,74.606,0.04200000000000159,0.022012578616353022,2018-06-18 00:00,False
NZDJPY,long,2018-06-18 00:00,2018-07-02 00:00,74.083,75.007,0.9240000000000066,74.083,74.403,D1,2018-07-02 00:00,2018-07-03 00:00,74.083,74.134,0.05100000000000193,0.05519480519480689,2018-07-30 00:00,False
NZDJPY,short,2018-07-02 00:00,2018-07-16 00:00,76.015,76.862,0.8469999999999942,76.447,76.862,D1,2018-07-18 00:00,2018-07-19 00:00,76.734,76.758,0.02400000000000091,0.028335301062575056,2018-07-30 00:00,False
NZDJPY,long,2018-07-30 00:00,2018-08-13 00:00,72.355,72.945,0.5899999999999892,72.355,72.73,D1,2018-08-15 00:00,2018-08-16 00:00,72.372,72.444,0.07200000000000273,0.1220338983050916,2018-08-27 00:00,False
NZDJPY,short,2018-08-13 00:00,2018-08-27 00:00,74.348,75.054,0.7060000000000031,74.468,75.054,D1,2018-08-29 00:00,2018-08-30 00:00,74.992,75.054,0.06199999999999761,0.08781869688384893,2018-09-10 00:00,False
NZDJPY,long,2018-09-24 00:00,2018-10-08 00:00,72.338,73.252,0.9140000000000015,72.338,73.066,D1,2018-10-12 00:00,2018-10-15 00:00,72.762,72.766,0.0040000000000048885,0.004376367614884991,2018-10-22 00:00,False
NZDJPY,long,2019-03-18 00:00,2019-04-01 00:00,74.744,75.428,0.6839999999999975,74.744,74.78,D1,2019-04-09 00:00,2019-04-10 00:00,74.78,74.872,0.09199999999999875,0.13450292397660685,2019-04-15 00:00,False
