pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,3D,ALL,H4,H12,24,15,9,0.4201405364624391,62.5,1.2722248583399025,-1.0
AUDCHF,3D,ALL,H4,H12,25,6,19,-0.452009434626421,24.0,1.2832940223899127,-1.0
AUDJPY,3D,ALL,H4,H12,37,14,23,-0.14822779122064836,37.83783783783784,1.251112266059715,-1.0
AUDNZD,3D,ALL,H4,H12,29,15,14,0.14099792787890364,51.724137931034484,1.2059293272325473,-1.0
AUDUSD,3D,ALL,H4,H12,35,10,25,-0.3923352863057958,28.57142857142857,1.126826497929715,-1.0
CADCHF,3D,ALL,H4,H12,29,14,15,0.10580705463946105,48.275862068965516,1.2906003274674551,-1.0
CADJPY,3D,ALL,H4,H12,29,11,18,-0.15417801675930384,37.93103448275862,1.2298943194527445,-1.0
CHFJPY,3D,ALL,H4,H12,29,8,21,-0.37721644606751675,27.586206896551722,1.257590383005252,-1.0
EURAUD,3D,ALL,H4,H12,39,19,20,0.09291462661256329,48.717948717948715,1.2433510756784194,-1.0
EURCAD,3D,ALL,H4,H12,23,12,11,0.13987333879411343,52.17391304347826,1.1847572326887175,-1.0
EURCHF,3D,ALL,H4,H12,24,8,16,-0.25456085170721066,33.33333333333333,1.236317444878368,-1.0
EURGBP,3D,ALL,H4,H12,25,15,10,0.3328250910326815,60.0,1.2213751517211358,-1.0
EURJPY,3D,ALL,H4,H12,31,14,17,0.040968990874982375,45.16129032258064,1.3050027655088896,-1.0
EURNZD,3D,ALL,H4,H12,34,16,18,0.061374870822574916,47.05882352941176,1.255421600497972,-1.0
EURUSD,3D,ALL,H4,H12,24,13,11,0.21904785155318549,54.166666666666664,1.2505498797904964,-1.0
GBPAUD,3D,ALL,H4,H12,28,11,17,-0.14127489245124716,39.285714285714285,1.1858457283059163,-1.0
GBPCAD,3D,ALL,H4,H12,26,12,14,0.08534635723998743,46.15384615384615,1.3515837740199725,-1.0
GBPCHF,3D,ALL,H4,H12,25,14,11,0.25976138599088056,56.00000000000001,1.2495739035551439,-1.0
GBPJPY,3D,ALL,H4,H12,20,4,16,-0.5549971425705706,20.0,1.2250142871471468,-1.0
GBPNZD,3D,ALL,H4,H12,39,16,23,-0.10283509434126245,41.02564102564102,1.1868394575431727,-1.0
GBPUSD,3D,ALL,H4,H12,20,9,11,0.029306770257040704,45.0,1.2873483783489794,-1.0
NZDCAD,3D,ALL,H4,H12,25,12,13,0.0692256869665567,48.0,1.2275535145136598,-1.0
NZDCHF,3D,ALL,H4,H12,37,10,27,-0.3656744116548082,27.027027027027028,1.3470046768772097,-1.0
NZDJPY,3D,ALL,H4,H12,32,16,16,0.1500580066576317,50.0,1.3001160133152632,-1.0
NZDUSD,3D,ALL,H4,H12,27,14,13,0.1963573959074811,51.85185185185185,1.3072606921072851,-1.0
USDCAD,3D,ALL,H4,H12,28,13,15,0.0778220710598322,46.42857142857143,1.3214629222827154,-1.0
USDCHF,3D,ALL,H4,H12,22,8,14,-0.17575200407672698,36.36363636363637,1.2666819887890006,-1.0
USDJPY,3D,ALL,H4,H12,28,11,17,-0.09827408747981421,39.285714285714285,1.2953023227786546,-1.0
ALL,ALL,ALL,ALL,ALL,794,340,454,-0.033907182957399716,42.82115869017632,1.2561108727406607,-1.0
