mode,ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed
M,3D,AUDCAD,long,2021-11-01,2021-12-01,0.89722,0.91087,0.01364999999999994,2021-12-03,2021-12-08,0.89722,0.89966,2022-01-24,0.90136,0.9245199999999999,0.8858163758389264,2022-02-25,0.9245199999999999,win,1.49
M,3D,AUDCHF,long,2023-10-02,2023-11-01,0.56136,0.57688,0.015519999999999978,2023-11-08,2023-11-13,0.57251,0.57316,2023-12-28,0.57318,0.5923999999999999,0.559808,2024-03-20,0.5923999999999999,win,1.4373317379599035
M,3D,AUDCHF,short,2022-03-01,2022-04-01,0.6906,0.70946,0.018859999999999988,2022-04-18,2022-04-21,0.70693,0.70784,2022-05-04,0.69959,0.67174,0.7182812751677853,2022-06-15,0.67174,win,1.49
M,3D,AUDJPY,long,2023-03-01,2023-04-03,86.062,88.794,2.7319999999999993,2023-04-04,2023-04-07,87.596,87.776,2025-04-03,88.54,91.526,85.7888,2025-04-21,91.526,win,1.0853445769118848
M,3D,AUDJPY,long,2023-08-01,2023-09-01,92.792,94.364,1.5720000000000027,2023-09-01,2023-09-06,93.588,93.592,2023-10-02,94.318,95.936,92.6348,2023-10-31,95.936,win,0.9612642585551389
M,3D,AUDNZD,long,2022-12-01,2023-01-02,1.04712,1.07354,0.026419999999999888,2022-12-26,2022-12-29,1.06232,1.06718,2023-04-04,1.0685,1.0999599999999998,1.044478,2023-06-06,1.0999599999999998,win,1.309632836566474
M,3D,AUDNZD,long,2024-08-01,2024-09-02,1.07891,1.08365,0.0047399999999999665,2024-09-04,2024-09-09,1.07891,1.07969,2025-04-03,1.08048,1.08839,1.0751712751677855,2025-04-08,1.0751712751677855,loss,-1.0
M,3D,AUDNZD,short,2021-10-01,2021-11-01,1.04834,1.06124,0.012899999999999912,2021-10-11,2021-10-14,1.06011,1.06124,2021-12-16,1.05888,1.0354400000000001,1.074611543624161,2022-01-27,1.074611543624161,loss,-1.0
M,3D,AUDNZD,short,2024-07-01,2024-08-01,1.09938,1.1156,0.0162199999999999,2024-08-14,2024-08-19,1.10336,1.10576,2024-10-03,1.10323,1.0831600000000001,1.117222,2024-11-22,1.117222,loss,-1.0
M,3D,AUDUSD,short,2021-02-01,2021-03-01,0.77038,0.80072,0.030340000000000034,2021-03-15,2021-03-18,0.78104,0.78494,2021-04-16,0.77282,0.7400399999999999,0.803754,2021-07-14,0.7400399999999999,win,1.0596754380293532
M,3D,CADCHF,short,2020-08-03,2020-09-01,0.69265,0.70086,0.00821000000000005,2020-09-22,2020-09-25,0.69428,0.69512,2020-10-08,0.69334,0.6844399999999999,0.701681,2020-10-26,0.6844399999999999,win,1.0670183431243223
M,3D,CADJPY,short,2020-06-01,2020-07-01,79.506,81.912,2.406000000000006,2020-07-21,2020-07-24,79.778,80.146,2020-08-03,79.6,77.1,82.1526,2021-01-14,82.1526,loss,-1.0
M,3D,CADJPY,short,2022-08-01,2022-09-01,105.794,110.53,4.736000000000004,2022-09-07,2022-09-12,110.236,110.53,2022-10-19,108.225,101.05799999999999,113.03506711409395,2022-11-30,101.05799999999999,win,1.49
M,3D,CHFJPY,long,2023-12-01,2024-01-01,162.174,167.606,5.431999999999988,2023-12-28,2024-01-01,166.798,167.229,2024-03-07,167.467,173.03799999999998,161.63080000000002,2024-04-26,173.03799999999998,win,0.9545594736300981
M,3D,EURCAD,long,2020-11-02,2020-12-01,1.53137,1.55132,0.019950000000000134,2020-11-06,2020-11-11,1.53137,1.53318,2021-01-19,1.53716,1.5712700000000002,1.5142673825503357,2021-03-02,1.5142673825503357,loss,-1.0
M,3D,EURCAD,long,2022-04-01,2022-05-02,1.33898,1.356,0.017020000000000035,2022-05-12,2022-05-17,1.33904,1.33932,2022-06-07,1.34852,1.3730200000000001,1.3320770469798655,2022-07-01,1.3320770469798655,loss,-1.0
M,3D,EURCAD,long,2023-02-01,2023-03-01,1.42384,1.44311,0.0192699999999999,2023-02-21,2023-02-24,1.43276,1.43278,2023-06-06,1.44028,1.4623799999999998,1.421913,2023-07-10,1.4623799999999998,win,1.2032449501823792
M,3D,EURCAD,short,2024-05-01,2024-06-03,1.47844,1.49292,0.014480000000000048,2024-06-04,2024-06-07,1.49113,1.49292,2024-07-11,1.4906,1.46396,1.5084791946308724,2024-08-01,1.5084791946308724,loss,-1.0
M,3D,EURCAD,short,2024-07-01,2024-08-01,1.49447,1.52281,0.028340000000000032,2024-08-19,2024-08-22,1.51611,1.51766,2024-09-20,1.50158,1.46613,1.525644,2024-11-19,1.46613,win,1.47315492021276
M,3D,EURCHF,long,2024-08-01,2024-09-02,0.92108,0.93906,0.017979999999999996,2024-09-04,2024-09-09,0.93071,0.93377,2024-10-21,0.93422,0.95704,0.9189045637583894,2025-03-05,0.95704,win,1.49
M,3D,EURCHF,short,2024-09-02,2024-10-01,0.94185,0.95085,0.009000000000000008,2024-09-30,2024-10-03,0.94385,0.94508,2024-11-01,0.9435,0.93285,0.95175,2024-11-19,0.93285,win,1.2909090909090999
M,3D,EURGBP,long,2022-10-03,2022-11-01,0.8572,0.86184,0.0046400000000000885,2022-11-22,2022-11-25,0.8572,0.85772,2022-12-08,0.85938,0.8664800000000001,0.85438,2022-12-13,0.8664800000000001,win,1.4200000000000212
M,3D,EURGBP,long,2023-05-01,2023-06-01,0.85186,0.85902,0.007160000000000055,2023-06-14,2023-06-19,0.85186,0.85217,2023-07-05,0.8542,0.8661800000000001,0.846159731543624,2023-07-18,0.8661800000000001,win,1.49
M,3D,EURGBP,short,2020-09-01,2020-10-01,0.90762,0.92918,0.021560000000000024,2020-09-17,2020-09-22,0.91973,0.92206,2020-12-10,0.91118,0.88606,0.931336,2021-01-19,0.88606,win,1.2462790236157943
M,3D,EURNZD,long,2020-06-01,2020-07-01,1.71643,1.74044,0.024010000000000087,2020-07-08,2020-07-13,1.71666,1.71839,2020-11-11,1.72828,1.76445,1.7040048322147652,2020-11-24,1.7040048322147652,loss,-1.0
M,3D,EURNZD,short,2021-03-01,2021-04-01,1.67952,1.6991,0.019580000000000153,2021-04-08,2021-04-13,1.69748,1.69852,2021-06-02,1.68706,1.6599399999999997,1.7052613422818794,2021-06-15,1.7052613422818794,loss,-1.0
M,3D,EURUSD,long,2021-06-01,2021-07-01,1.17518,1.18566,0.010480000000000045,2021-07-19,2021-07-22,1.17518,1.17544,2021-08-04,1.17616,1.19614,1.1627506040268458,2021-09-28,1.1627506040268458,loss,-1.0
M,3D,EURUSD,long,2021-11-01,2021-12-01,1.11861,1.13392,0.015309999999999935,2021-11-22,2021-11-25,1.11861,1.11988,2022-01-27,1.1233,1.14923,1.1058973154362415,2022-02-09,1.14923,win,1.49
M,3D,EURUSD,short,2020-03-02,2020-04-01,1.10336,1.14963,0.04627000000000003,2020-03-25,2020-03-30,1.11448,1.11477,2020-05-27,1.11053,1.0570899999999999,1.1542569999999999,2020-07-21,1.1542569999999999,loss,-1.0
M,3D,GBPAUD,long,2020-09-01,2020-10-01,1.74931,1.8046,0.05529000000000006,2020-09-09,2020-09-14,1.74931,1.75392,2020-12-10,1.76964,1.85989,1.7090695302013423,2021-06-18,1.85989,win,1.49
