mode,wd_variant,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,wickdiff_file
M,OUTSIDE,H1,H12,AUDUSD,long,2024-02-01,2024-03-01,0.64428,0.64975,0.005470000000000086,2024-03-05 12:00:00,2024-03-05 13:00:00,0.64881,0.64883,2024-04-01 09:00:00,0.64901,0.6552200000000001,0.643733,2024-04-03 09:00:00,0.6552200000000001,win,1.1768050028425598,wickdiffs_M_H1_OUTSIDE_20251228_173936.csv
M,OUTSIDE,H1,H12,AUDUSD,short,2024-03-01,2024-04-01,0.6516,0.66677,0.015170000000000017,2024-04-26 13:00:00,2024-04-26 14:00:00,0.65482,0.65494,2024-05-01 21:00:00,0.6537,0.6364299999999999,0.668287,2024-05-15 09:00:00,0.668287,loss,-1.0,wickdiffs_M_H1_OUTSIDE_20251228_173936.csv
M,OUTSIDE,H1,H12,NZDJPY,short,2024-02-01,2024-03-01,91.29,93.454,2.1639999999999873,2024-03-21 10:00:00,2024-03-21 11:00:00,92.008,92.013,2024-04-09 09:00:00,91.96,89.12600000000002,93.86201342281876,2024-04-26 09:00:00,93.86201342281876,loss,-1.0,wickdiffs_M_H1_OUTSIDE_20251228_173936.csv
