pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H4,D1,12,4,8,-0.17,33.33333333333333,1.49,-1.0
AUDCHF,M,ALL,H4,D1,11,9,2,0.826486898568491,81.81818181818183,1.2323728760281556,-1.0
AUDJPY,M,ALL,H4,D1,10,4,6,-0.014432975443817431,40.0,1.4639175613904563,-1.0
AUDNZD,M,ALL,H4,D1,10,7,3,0.6548393024583284,70.0,1.3640561463690408,-1.0
AUDUSD,M,ALL,H4,D1,8,4,4,0.1816634555884478,50.0,1.3633269111768955,-1.0
CADCHF,M,ALL,H4,D1,11,10,1,1.0897398262200029,90.9090909090909,1.2987138088420034,-1.0
CADJPY,M,ALL,H4,D1,9,6,3,0.6208708708708701,66.66666666666666,1.431306306306305,-1.0
CHFJPY,M,ALL,H4,D1,8,4,4,0.11550657578088461,50.0,1.2310131515617693,-1.0
EURAUD,M,ALL,H4,D1,5,3,2,0.3733712071585405,60.0,1.2889520119309008,-1.0
EURCAD,M,ALL,H4,D1,14,5,9,-0.14550028836664256,35.714285714285715,1.392599192573401,-1.0
EURCHF,M,ALL,H4,D1,9,4,5,0.05588794753900017,44.44444444444444,1.3757478819627504,-1.0
EURGBP,M,ALL,H4,D1,13,6,7,0.09751123158931228,46.15384615384615,1.3779410017768432,-1.0
EURJPY,M,ALL,H4,D1,8,3,5,-0.16673809947320256,37.5,1.2220317347381264,-1.0
EURNZD,M,ALL,H4,D1,13,8,5,0.3459213238956101,61.53846153846154,1.1871221513303665,-1.0
EURUSD,M,ALL,H4,D1,10,5,5,0.12750061941566146,50.0,1.255001238831323,-1.0
GBPAUD,M,ALL,H4,D1,8,2,6,-0.41851709560778283,25.0,1.3259316175688687,-1.0
GBPCAD,M,ALL,H4,D1,12,9,3,0.7539431759505058,75.0,1.3385909012673407,-1.0
GBPCHF,M,ALL,H4,D1,13,6,7,0.11822458599666713,46.15384615384615,1.422819936326112,-1.0
GBPJPY,M,ALL,H4,D1,17,10,7,0.3449109994069123,58.82352941176471,1.2863486989917507,-1.0
GBPNZD,M,ALL,H4,D1,10,6,4,0.30523992818714973,60.0,1.1753998803119161,-1.0
GBPUSD,M,ALL,H4,D1,18,12,6,0.4804265018230594,66.66666666666666,1.2206397527345891,-1.0
NZDCAD,M,ALL,H4,D1,12,9,3,0.7656195070756294,75.0,1.3541593427675058,-1.0
NZDCHF,M,ALL,H4,D1,10,3,7,-0.28339931740614455,30.0,1.3886689419795182,-1.0
NZDJPY,M,ALL,H4,D1,11,2,9,-0.5859204507824095,18.181818181818183,1.2774375206967479,-1.0
NZDUSD,M,ALL,H4,D1,9,5,4,0.2569245920522316,55.55555555555556,1.262464265694017,-1.0
USDCAD,M,ALL,H4,D1,11,4,7,-0.13854257132151734,36.36363636363637,1.3690079288658275,-1.0
USDCHF,M,ALL,H4,D1,10,7,3,0.743,70.0,1.49,-1.0
USDJPY,M,ALL,H4,D1,14,3,11,-0.46642857142857136,21.428571428571427,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,306,160,146,0.21517208085971984,52.28758169934641,1.3240166046442143,-1.0
