pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCHF,17,8,9,0.07835577784611004,47.05882352941176,1.291506027922984,-1.0
AUDJPY,28,8,20,-0.3090000000000011,28.57142857142857,1.418499999999996,-1.0
AUDNZD,23,13,10,0.32767044360315756,56.52173913043478,1.3489554002209707,-1.0
AUDUSD,17,5,12,-0.3190521179049675,29.411764705882355,1.3152227991231105,-1.0
CADCHF,12,8,4,0.601249999999998,66.66666666666666,1.4018749999999969,-1.0
CADJPY,15,10,5,0.5736899734948046,66.66666666666666,1.360534960242207,-1.0
CHFJPY,16,6,10,-0.10801056725329851,37.5,1.3786384873245374,-1.0
EURAUD,16,9,7,0.33700887501896376,56.25,1.3769046667003801,-1.0
EURCAD,19,7,12,-0.1275630127538698,36.84210526315789,1.3680432510966392,-1.0
EURCHF,14,4,10,-0.32385714285713985,28.57142857142857,1.3665000000000103,-1.0
EURGBP,13,3,10,-0.43538461538461665,23.076923076923077,1.4466666666666612,-1.0
EURJPY,14,8,6,0.3737286081527723,57.14285714285714,1.4040250642673517,-1.0
EURNZD,26,13,13,0.22123997704890375,50.0,1.4424799540978073,-1.0
EURUSD,18,12,6,0.5489558110925057,66.66666666666666,1.3234337166387586,-1.0
GBPAUD,24,7,17,-0.29258481421648025,29.166666666666668,1.425423494114925,-1.0
GBPCAD,16,6,10,-0.08966346153846276,37.5,1.4275641025640995,-1.0
GBPCHF,23,9,14,-0.08473874332701797,39.130434782608695,1.3390009892753987,-1.0
GBPJPY,22,7,15,-0.23105156701489377,31.818181818181817,1.416695075096048,-1.0
GBPNZD,20,8,12,-0.03955826350064592,40.0,1.4011043412483852,-1.0
GBPUSD,19,12,7,0.5122949180949053,63.1578947368421,1.3944669536502667,-1.0
NZDCAD,22,7,15,-0.24427272727272664,31.818181818181817,1.3751428571428594,-1.0
NZDCHF,20,7,13,-0.15406272040302377,35.0,1.4169636559913605,-1.0
NZDJPY,22,10,12,0.08678385769940335,45.45454545454545,1.3909244869386874,-1.0
NZDUSD,23,14,9,0.43627180671959065,60.86956521739131,1.3595893967536132,-1.0
USDCAD,9,5,4,0.33511023793931144,55.55555555555556,1.4031984282907606,-1.0
USDCHF,14,5,9,-0.14041714771829722,35.714285714285715,1.406831986388768,-1.0
USDJPY,18,8,10,0.035367307418432005,44.44444444444444,1.329576441691472,-1.0
ALL,500,219,281,0.042307039046466606,43.8,1.3796964361791475,-1.0
