pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,ALL,H4,H4,5,3,2,0.36075921767793745,60.0,1.267932029463229,-1.0
AUDCHF,W,ALL,H4,H4,8,5,3,0.3473515439122157,62.5,1.155762470259545,-1.0
AUDJPY,W,ALL,H4,H4,8,6,2,0.5824947409441088,75.0,1.1099929879254784,-1.0
AUDNZD,W,ALL,H4,H4,3,1,2,-0.17,33.33333333333333,1.49,-1.0
AUDUSD,W,ALL,H4,H4,3,3,0,1.0377057895980846,100.0,1.0377057895980846,
CADCHF,W,ALL,H4,H4,9,5,4,0.1911106618430737,55.55555555555556,1.143999191317533,-1.0
CADJPY,W,ALL,H4,H4,9,6,3,0.42363725908266836,66.66666666666666,1.1354558886240025,-1.0
CHFJPY,W,ALL,H4,H4,10,7,3,0.4426632027796561,70.0,1.0609474325423658,-1.0
EURAUD,W,ALL,H4,H4,5,3,2,0.40522273706429424,60.0,1.342037895107157,-1.0
EURCAD,W,ALL,H4,H4,6,5,1,0.7821915596345329,83.33333333333334,1.1386298715614394,-1.0
EURCHF,W,ALL,H4,H4,4,3,1,0.6337992359861644,75.0,1.1783989813148859,-1.0
EURGBP,W,ALL,H4,H4,5,2,3,-0.11743228162332349,40.0,1.2064192959416913,-1.0
EURJPY,W,ALL,H4,H4,7,5,2,0.5753913769187535,71.42857142857143,1.2055479276862548,-1.0
EURNZD,W,ALL,H4,H4,6,4,2,0.4172020036840651,66.66666666666666,1.1258030055260977,-1.0
EURUSD,W,ALL,H4,H4,6,3,3,0.026915110940282927,50.0,1.0538302218805657,-1.0
GBPAUD,W,ALL,H4,H4,4,2,2,0.003265578807932934,50.0,1.006531157615866,-1.0
GBPCAD,W,ALL,H4,H4,7,3,4,-0.10458643500226253,42.857142857142854,1.089298318328054,-1.0
GBPCHF,W,ALL,H4,H4,7,3,4,-0.09020118531999348,42.857142857142854,1.1228639009200152,-1.0
GBPJPY,W,ALL,H4,H4,8,2,6,-0.45180467416520764,25.0,1.1927813033391694,-1.0
GBPNZD,W,ALL,H4,H4,8,3,5,-0.15568234855214258,37.5,1.2515137371942864,-1.0
GBPUSD,W,ALL,H4,H4,8,2,6,-0.4612220055871469,25.0,1.1551119776514125,-1.0
NZDCAD,W,ALL,H4,H4,3,2,1,0.5216248528892995,66.66666666666666,1.2824372793339491,-1.0
NZDCHF,W,ALL,H4,H4,4,1,3,-0.3775,25.0,1.49,-1.0
NZDJPY,W,ALL,H4,H4,7,3,4,-0.009995989754954986,42.857142857142854,1.3100093572384386,-1.0
NZDUSD,W,ALL,H4,H4,1,1,0,1.0430195104061837,100.0,1.0430195104061837,
USDCAD,W,ALL,H4,H4,6,4,2,0.41665279690575785,66.66666666666666,1.1249791953586368,-1.0
USDCHF,W,ALL,H4,H4,4,3,1,0.6100979098416651,75.0,1.1467972131222202,-1.0
USDJPY,W,ALL,H4,H4,9,2,7,-0.5013724822866622,22.22222222222222,1.2438238297100201,-1.0
ALL,ALL,ALL,ALL,ALL,170,92,78,0.16894437014616148,54.11764705882353,1.1600059013570376,-1.0
