pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,12,6,6,0.10695438530542924,50.0,1.2139087706108584,-1.0
AUDCHF,11,7,4,0.4904184821593804,63.63636363636363,1.342086186250455,-1.0
AUDJPY,18,8,10,0.09420310554456846,44.44444444444444,1.461956987475279,-1.0
AUDNZD,14,7,7,0.14615325839515747,50.0,1.2923065167903152,-1.0
AUDUSD,13,5,8,-0.10292262224185772,38.46153846153847,1.33240118217117,-1.0
CADCHF,13,7,6,0.246451048476816,53.84615384615385,1.314837661456944,-1.0
CADJPY,16,9,7,0.3467568198660952,56.25,1.3942343464286138,-1.0
CHFJPY,22,10,12,0.11050913563314775,45.45454545454545,1.4431200983929249,-1.0
EURAUD,19,9,10,0.12272010667646051,47.368421052631575,1.3701868918725277,-1.0
EURCAD,20,10,10,0.20895025138754653,50.0,1.417900502775093,-1.0
EURCHF,12,9,3,0.7019635674815747,75.0,1.2692847566420997,-1.0
EURGBP,13,5,8,-0.05506616369629126,38.46153846153847,1.4568279743896428,-1.0
EURJPY,21,10,11,0.11135202213839951,47.61904761904761,1.333839246490639,-1.0
EURNZD,16,8,8,0.14572626049420717,50.0,1.2914525209884142,-1.0
EURUSD,20,9,11,0.04438657662673249,45.0,1.3208590591705167,-1.0
GBPAUD,14,8,6,0.3199727761430991,57.14285714285714,1.3099523582504236,-1.0
GBPCAD,15,10,5,0.5715648500100714,66.66666666666666,1.357347275015107,-1.0
GBPCHF,14,10,4,0.7387261387355613,71.42857142857143,1.4342165942297858,-1.0
GBPJPY,14,7,7,0.20662218969149823,50.0,1.4132443793829965,-1.0
GBPNZD,18,9,9,0.18094237056910073,50.0,1.3618847411382016,-1.0
GBPUSD,21,6,15,-0.2989027437034379,28.57142857142857,1.4538403970379674,-1.0
NZDCAD,14,7,7,0.1883571422740462,50.0,1.3767142845480926,-1.0
NZDCHF,16,6,10,-0.13958152173912775,37.5,1.294449275362326,-1.0
NZDJPY,14,9,5,0.5488276000111428,64.28571428571429,1.409287377795111,-1.0
NZDUSD,12,9,3,0.7851859547510843,75.0,1.3802479396681124,-1.0
USDCAD,19,8,11,-0.029376482400096465,42.10526315789473,1.305230854299771,-1.0
USDCHF,9,5,4,0.33822222222222187,55.55555555555556,1.4087999999999994,-1.0
USDJPY,17,4,13,-0.4680394759495416,23.52941176470588,1.2608322272144483,-1.0
ALL,437,217,220,0.17242067162543168,49.65675057208238,1.361049923964579,-1.0
