pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,20,8,12,-0.06699999999999989,40.0,1.3325000000000005,-1.0
AUDCHF,12,7,5,0.3447291666666667,58.333333333333336,1.3052499999999998,-1.0
AUDJPY,21,7,14,-0.16999999999999998,33.33333333333333,1.49,-1.0
AUDNZD,21,4,17,-0.5419047619047606,19.047619047619047,1.4050000000000074,-1.0
AUDUSD,17,4,13,-0.46975054789472553,23.52941176470588,1.2535601714474165,-1.0
CADCHF,18,8,10,0.07044444444444552,44.44444444444444,1.4085000000000023,-1.0
CADJPY,15,7,8,0.09572728326558272,46.666666666666664,1.347987035569106,-1.0
CHFJPY,16,4,12,-0.3775,25.0,1.49,-1.0
EURAUD,28,10,18,-0.1253575553813778,35.714285714285715,1.448998844932142,-1.0
EURCAD,31,20,11,0.5924516129032247,64.51612903225806,1.4682999999999982,-1.0
EURCHF,13,5,8,-0.11399999999999341,38.46153846153847,1.3036000000000172,-1.0
EURGBP,21,11,10,0.24705427961658313,52.38095238095239,1.3807399883589313,-1.0
EURJPY,19,7,12,-0.09052631578947501,36.84210526315789,1.4685714285714249,-1.0
EURNZD,28,18,10,0.5763714428487218,64.28571428571429,1.452133355542456,-1.0
EURUSD,26,11,15,0.007696356275302194,42.30769230769231,1.3818277511961687,-1.0
GBPAUD,23,12,11,0.23996119361001525,52.17391304347826,1.3765922877525292,-1.0
GBPCAD,29,13,16,0.08586206896551844,44.827586206896555,1.422307692307695,-1.0
GBPCHF,20,11,9,0.286691352397474,55.00000000000001,1.3394388225408618,-1.0
GBPJPY,20,9,11,0.0959000000000024,45.0,1.4353333333333387,-1.0
GBPNZD,24,14,10,0.3976340736206018,58.333333333333336,1.3959441262067458,-1.0
GBPUSD,23,7,16,-0.25856587726372987,30.434782608695656,1.4361406889906019,-1.0
NZDCAD,20,9,11,0.06880258691026112,45.0,1.3751168598005803,-1.0
NZDCHF,25,13,12,0.16807999999999856,52.0,1.2463076923076897,-1.0
NZDJPY,17,9,8,0.2526739957276098,52.94117647058824,1.3661619919299295,-1.0
NZDUSD,20,10,10,0.17689999999999956,50.0,1.3537999999999992,-1.0
USDCAD,19,10,9,0.30705263157894525,52.63157894736842,1.483399999999996,-1.0
USDCHF,21,9,12,0.020285714285713765,42.857142857142854,1.3806666666666656,-1.0
USDJPY,25,12,13,0.16353927949259967,48.0,1.4240401656095827,-1.0
ALL,592,269,323,0.0890585517950393,45.439189189189186,1.3967385229095286,-1.0
