pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,OUTSIDE,H4,H4,14,9,5,0.374810154214488,64.28571428571429,1.138593573222537,-1.0
AUDCHF,W,OUTSIDE,H4,H4,14,5,9,-0.1993364377916185,35.714285714285715,1.241857974183468,-1.0
AUDJPY,W,OUTSIDE,H4,H4,19,6,13,-0.29771666940555896,31.57894736842105,1.2238972135490633,-1.0
AUDNZD,W,OUTSIDE,H4,H4,12,5,7,-0.100072216273581,41.66666666666667,1.1598266809434057,-1.0
AUDUSD,W,OUTSIDE,H4,H4,11,3,8,-0.40551921344475433,27.27272727272727,1.1797628840359005,-1.0
CADCHF,W,OUTSIDE,H4,H4,15,7,8,0.047924187068552844,46.666666666666664,1.2455518294326133,-1.0
CADJPY,W,OUTSIDE,H4,H4,21,7,14,-0.21620333886045637,33.33333333333333,1.351389983418631,-1.0
CHFJPY,W,OUTSIDE,H4,H4,14,10,4,0.6118064181136365,71.42857142857143,1.256528985359091,-1.0
EURAUD,W,OUTSIDE,H4,H4,18,10,8,0.24486013198147305,55.55555555555556,1.2407482375666512,-1.0
EURCAD,W,OUTSIDE,H4,H4,16,8,8,0.14144010795393924,50.0,1.2828802159078785,-1.0
EURCHF,W,OUTSIDE,H4,H4,12,6,6,0.1441310655350162,50.0,1.2882621310700324,-1.0
EURGBP,W,OUTSIDE,H4,H4,12,4,8,-0.18382167733764887,33.33333333333333,1.4485349679870534,-1.0
EURJPY,W,OUTSIDE,H4,H4,14,7,7,0.18453306881497333,50.0,1.3690661376299467,-1.0
EURNZD,W,OUTSIDE,H4,H4,18,8,10,0.007842419655460238,44.44444444444444,1.2676454442247855,-1.0
EURUSD,W,OUTSIDE,H4,H4,13,6,7,0.0337125897611074,46.15384615384615,1.2397106111490659,-1.0
GBPAUD,W,OUTSIDE,H4,H4,13,5,8,-0.11430970365548948,38.46153846153847,1.3027947704957274,-1.0
GBPCAD,W,OUTSIDE,H4,H4,15,6,9,-0.12618723609918323,40.0,1.1845319097520421,-1.0
GBPCHF,W,OUTSIDE,H4,H4,13,7,6,0.2870117902444018,53.84615384615385,1.390164753311032,-1.0
GBPJPY,W,OUTSIDE,H4,H4,11,5,6,0.03205413469131491,45.45454545454545,1.2705190963208928,-1.0
GBPNZD,W,OUTSIDE,H4,H4,14,9,5,0.405017257856108,64.28571428571429,1.185582401109501,-1.0
GBPUSD,W,OUTSIDE,H4,H4,19,5,14,-0.36796664315382877,26.31578947368421,1.4017267560154507,-1.0
NZDCAD,W,OUTSIDE,H4,H4,12,6,6,0.15466293464310224,50.0,1.3093258692862044,-1.0
NZDCHF,W,OUTSIDE,H4,H4,18,3,15,-0.6096418128122522,16.666666666666664,1.342149123126487,-1.0
NZDJPY,W,OUTSIDE,H4,H4,8,3,5,-0.170709808786558,37.5,1.2114405099025118,-1.0
NZDUSD,W,OUTSIDE,H4,H4,12,6,6,0.14279846045818076,50.0,1.2855969209163616,-1.0
USDCAD,W,OUTSIDE,H4,H4,17,5,12,-0.3556721709750238,29.411764705882355,1.1907146186849191,-1.0
USDCHF,W,OUTSIDE,H4,H4,12,1,11,-0.8068789499270773,8.333333333333332,1.3174526008750718,-1.0
USDJPY,W,OUTSIDE,H4,H4,14,5,9,-0.22225166877619904,35.714285714285715,1.1776953274266426,-1.0
ALL,ALL,ALL,ALL,ALL,401,167,234,-0.05732407909087338,41.64588528678304,1.2635511633805976,-1.0
