pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDJPY,2,1,1,0.03083130925331523,50.0,1.0616626185066305,-1.0
AUDUSD,2,0,2,-1.0,0.0,,-1.0
CADCHF,1,0,1,-1.0,0.0,,-1.0
CADJPY,1,1,0,1.49,100.0,1.49,
CHFJPY,1,1,0,1.0254178272980274,100.0,1.0254178272980274,
EURGBP,3,0,3,-1.0,0.0,,-1.0
EURJPY,3,0,3,-1.0,0.0,,-1.0
GBPJPY,2,2,0,1.4899999999999998,100.0,1.4899999999999998,
NZDJPY,5,0,5,-1.0,0.0,,-1.0
NZDUSD,2,0,2,-1.0,0.0,,-1.0
USDJPY,6,5,1,1.075,83.33333333333334,1.4899999999999998,-1.0
ALL,28,10,18,-0.1426042697926908,35.714285714285715,1.4007080445804658,-1.0
