mode,wd_variant,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,exit_reason,wickdiff_file,dyn_min_sl_pips,VOL,wd_special,active_trades_at_entry
3D,ALL,H4,H4,AUDJPY,long,2015-10-09,2015-10-14,86.088,86.7555,0.667500000000004,2015-10-13 21:00:00,2015-10-14 01:00:00,86.088,86.2035,2015-10-22 01:00:00,86.2095,87.423,84.91342424242424,2015-10-22 21:00:00,87.423,win,0.9362878619609278,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,129.6075757575758,1.0,,2
3D,ALL,H4,H4,AUDUSD,short,2015-10-14,2015-10-19,0.72659,0.736375,0.009785000000000044,2015-10-21 01:00:00,2015-10-21 05:00:00,0.72736,0.72761,2015-10-23 05:00:00,0.72697,0.7168049999999999,0.7373535,2015-10-27 21:00:00,0.7168049999999999,win,0.9789569990850966,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,90.46136363636364,1.0,,1
3D,ALL,H4,H4,NZDCAD,long,2015-11-04,2015-11-09,0.86224,0.86804,0.005800000000000027,2015-11-04 10:00:00,2015-11-04 14:00:00,0.86224,0.86234,2015-11-16 22:00:00,0.8638,0.8738400000000001,0.8529637878787879,2015-11-19 14:00:00,0.8738400000000001,win,0.9265230218543371,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,108.3621212121212,1.0,,1
3D,ALL,H4,H4,AUDNZD,short,2015-10-09,2015-10-14,1.09087,1.098415,0.007544999999999913,2015-10-12 21:00:00,2015-10-13 01:00:00,1.09795,1.098415,2015-11-17 02:00:00,1.097315,1.083325,1.1087562121212122,2015-12-09 18:00:00,1.083325,win,1.2227725394639195,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,114.4121212121214,1.0,,2
3D,ALL,H4,H4,EURCAD,long,2015-11-12,2015-11-17,1.41437,1.424645,0.010275000000000034,2015-11-19 06:00:00,2015-11-19 10:00:00,1.41437,1.41606,2015-11-23 14:00:00,1.418365,1.43492,1.4004221212121213,2015-12-03 10:00:00,1.43492,win,0.9226501608640154,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,179.4287878787877,1.0,,2
3D,ALL,H4,H4,EURCAD,long,2015-11-20,2015-11-25,1.407445,1.41623,0.008785000000000043,2015-11-25 10:00:00,2015-11-25 14:00:00,1.407445,1.408685,2015-11-30 14:00:00,1.40999,1.4250150000000001,1.3942673484848487,2015-12-03 10:00:00,1.4250150000000001,win,0.9556276169780188,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,157.226515151515,1.0,WD-INV-VAL,3
3D,ALL,H4,H4,GBPCAD,long,2015-10-09,2015-10-14,1.9734,1.9881,0.014699999999999935,2015-10-13 21:00:00,2015-10-14 01:00:00,1.98536,1.985615,2015-12-03 02:00:00,1.98706,2.0027999999999997,1.9704975,2015-12-03 10:00:00,2.0027999999999997,win,0.9503396226414879,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,165.625,1.0,WD-INV-VAL,4
3D,ALL,H4,H4,NZDJPY,short,2015-12-11,2015-12-16,82.3285,83.1635,0.8349999999999937,2015-12-17 10:00:00,2015-12-17 14:00:00,82.7655,82.8905,2015-12-22 02:00:00,82.489,81.49350000000001,83.4958181818182,2016-01-03 22:00:00,81.49350000000001,win,0.9887584650112784,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,100.6818181818183,1.0,,1
3D,ALL,H4,H4,AUDJPY,short,2016-02-12,2016-02-17,81.122,82.432,1.3100000000000023,2016-02-18 06:00:00,2016-02-18 10:00:00,81.672,81.72,2016-02-22 10:00:00,81.615,79.812,83.01199242424242,2016-02-24 14:00:00,79.812,win,1.2906297619886853,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,139.6992424242425,1.0,,1
3D,ALL,H4,H4,GBPNZD,long,2016-03-04,2016-03-09,2.083815,2.1077,0.023884999999999934,2016-03-09 14:00:00,2016-03-09 18:00:00,2.08869,2.09297,2016-03-17 05:00:00,2.09641,2.131585,2.068240984848485,2016-03-18 13:00:00,2.131585,win,1.2487124527002764,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,281.6901515151515,1.0,,1
3D,ALL,H4,H4,CHFJPY,long,2016-03-14,2016-03-17,114.208,115.225,1.016999999999996,2016-03-21 05:00:00,2016-03-21 09:00:00,114.4985,114.5885,2016-03-22 05:00:00,114.893,116.24199999999999,113.67923484848485,2016-03-28 01:00:00,116.24199999999999,win,1.111417639825978,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,121.3765151515151,1.0,,1
3D,ALL,H4,H4,AUDNZD,short,2016-03-14,2016-03-17,1.122995,1.13184,0.008844999999999992,2016-03-16 21:00:00,2016-03-17 01:00:00,1.12558,1.12602,2016-03-22 05:00:00,1.12429,1.11415,1.1339084848484848,2016-03-29 09:00:00,1.11415,win,1.0542200938848834,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,96.1848484848486,1.0,WD-INV-VAL,2
3D,ALL,H4,H4,NZDJPY,long,2016-03-14,2016-03-17,74.441,75.6815,1.2404999999999973,2016-03-21 01:00:00,2016-03-21 05:00:00,75.1415,75.1585,2016-03-22 05:00:00,75.2205,76.922,73.86371212121212,2016-03-29 13:00:00,76.922,win,1.2540648590699928,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,135.6787878787879,1.0,WD-INV-VAL,3
3D,ALL,H4,H4,AUDNZD,long,2016-03-30,2016-04-04,1.10458,1.11192,0.007340000000000124,2016-04-05 13:00:00,2016-04-05 17:00:00,1.1071,1.10711,2016-04-07 13:00:00,1.10869,1.1192600000000001,1.0988975757575756,2016-04-14 05:00:00,1.1192600000000001,win,1.0794058486771023,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,97.9242424242426,1.0,,1
3D,ALL,H4,H4,USDCAD,short,2016-04-04,2016-04-07,1.308985,1.32193,0.012944999999999984,2016-04-07 13:00:00,2016-04-07 17:00:00,1.317375,1.318085,2016-05-23 13:00:00,1.31329,1.29604,1.326726893939394,2016-05-26 09:00:00,1.29604,win,1.2837788314624476,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,134.3689393939393,1.0,,1
3D,ALL,H4,H4,NZDUSD,long,2016-06-27,2016-06-30,0.69807,0.7113,0.013230000000000075,2016-06-30 01:00:00,2016-06-30 05:00:00,0.70575,0.70812,2016-07-06 01:00:00,0.70975,0.7245300000000001,0.696747,2016-07-07 21:00:00,0.7245300000000001,win,1.136660770591413,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,83.71590909090908,1.0,WD-INV-VAL,1
3D,ALL,H4,H4,EURAUD,long,2016-07-21,2016-07-26,1.452995,1.471895,0.018899999999999917,2016-07-28 01:00:00,2016-07-28 05:00:00,1.4694,1.470695,2016-07-29 01:00:00,1.471265,1.4907949999999999,1.451105,2016-08-02 01:00:00,1.4907949999999999,win,0.9687499999999934,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,144.5439393939394,1.0,,1
3D,ALL,H4,H4,USDCHF,long,2016-09-06,2016-09-09,0.96493,0.97257,0.007640000000000091,2016-09-13 09:00:00,2016-09-13 13:00:00,0.970735,0.970795,2016-09-14 13:00:00,0.972595,0.9802100000000001,0.964166,2016-09-16 17:00:00,0.9802100000000001,win,0.9034286392217501,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,74.67651515151518,1.0,,1
3D,ALL,H4,H4,EURNZD,long,2016-09-06,2016-09-09,1.50287,1.521975,0.01910500000000015,2016-09-08 21:00:00,2016-09-09 01:00:00,1.52053,1.520595,2016-09-20 09:00:00,1.521615,1.5410800000000002,1.5009595,2016-09-23 05:00:00,1.5410800000000002,win,0.9423640192684924,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,158.5257575757573,1.0,,1
3D,ALL,H4,H4,EURJPY,short,2016-09-30,2016-10-05,115.3015,116.282,0.9804999999999922,2016-10-07 05:00:00,2016-10-07 09:00:00,115.67,115.693,2016-10-10 13:00:00,115.609,114.32100000000001,116.80390909090909,2016-10-11 13:00:00,114.32100000000001,win,1.0779062690200714,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,119.490909090909,1.0,,1
3D,ALL,H4,H4,AUDNZD,short,2016-10-10,2016-10-13,1.07074,1.07652,0.005779999999999896,2016-10-14 17:00:00,2016-10-16 21:00:00,1.07506,1.07526,2016-10-26 01:00:00,1.07372,1.0649600000000001,1.0809384848484849,2016-10-27 21:00:00,1.0649600000000001,win,1.2135510683850237,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,72.18484848484836,1.0,,1
3D,ALL,H4,H4,GBPUSD,long,2016-10-21,2016-10-26,1.20831,1.21891,0.010599999999999943,2016-10-28 13:00:00,2016-10-28 17:00:00,1.2137,1.21561,2016-10-31 09:00:00,1.21573,1.2295099999999999,1.202369393939394,2016-11-02 09:00:00,1.2295099999999999,win,1.031390337945105,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,133.6060606060606,1.0,,1
3D,ALL,H4,H4,AUDJPY,short,2016-10-21,2016-10-26,79.6825,80.314,0.6314999999999884,2016-10-28 13:00:00,2016-10-28 17:00:00,79.965,79.998,2016-10-31 13:00:00,79.934,79.05100000000002,80.74693939393939,2016-11-02 01:00:00,79.05100000000002,win,1.086181831736659,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,81.2939393939395,1.0,,2
3D,ALL,H4,H4,AUDCHF,short,2016-12-07,2016-12-12,0.75754,0.76272,0.005179999999999962,2016-12-12 10:00:00,2016-12-12 14:00:00,0.76131,0.76208,2016-12-15 10:00:00,0.75984,0.75236,0.7674813636363635,2016-12-16 14:00:00,0.75236,win,0.9788828743084799,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,76.41363636363633,1.0,,1
3D,ALL,H4,H4,CHFJPY,long,2016-12-02,2016-12-07,110.985,112.8515,1.866500000000002,2016-12-09 06:00:00,2016-12-09 10:00:00,112.452,112.609,2017-01-16 06:00:00,112.8355,114.718,110.79835,2017-01-26 22:00:00,114.718,win,0.9240851189161379,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,95.5022727272726,1.0,,1
3D,ALL,H4,H4,EURCHF,long,2017-02-03,2017-02-08,1.06324,1.06573,0.0024900000000001032,2017-02-09 02:00:00,2017-02-09 06:00:00,1.06379,1.06383,2017-02-17 06:00:00,1.063955,1.0682200000000002,1.059843409090909,2017-02-27 18:00:00,1.0682200000000002,win,1.037311370294668,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,41.11590909090904,1.0,,1
3D,ALL,H4,H4,AUDCAD,long,2017-02-16,2017-02-21,1.00226,1.007635,0.00537500000000013,2017-02-17 06:00:00,2017-02-17 10:00:00,1.00226,1.00284,2017-02-24 10:00:00,1.00389,1.0130100000000002,0.9966824999999999,2017-02-27 22:00:00,1.0130100000000002,win,1.2653485952133519,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,72.07500000000005,1.0,WD-INV-VAL,2
3D,ALL,H4,H4,EURUSD,long,2017-02-24,2017-03-01,1.0495,1.057645,0.008144999999999847,2017-03-03 14:00:00,2017-03-03 18:00:00,1.05432,1.05444,2017-03-08 10:00:00,1.0554,1.0657899999999998,1.0461097727272726,2017-03-10 14:00:00,1.0657899999999998,win,1.1183795288303837,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,92.90227272727265,1.0,,1
3D,ALL,H4,H4,AUDJPY,short,2017-03-01,2017-03-06,86.621,87.486,0.8650000000000091,2017-03-07 10:00:00,2017-03-07 14:00:00,86.785,86.811,2017-03-10 02:00:00,86.775,85.75599999999999,87.57909848484849,2017-03-21 21:00:00,85.75599999999999,win,1.2672577043743949,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,80.40984848484845,1.0,,2
3D,ALL,H4,H4,CADJPY,long,2017-05-16,2017-05-19,80.658,81.958,1.2999999999999972,2017-05-19 09:00:00,2017-05-19 13:00:00,81.752,81.869,2017-05-31 13:00:00,81.8935,83.258,80.528,2017-06-13 13:00:00,83.258,win,0.999267667521051,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,77.18636363636371,1.0,,1
3D,ALL,H4,H4,NZDJPY,short,2017-01-26,2017-01-31,82.897,83.806,0.9089999999999918,2017-01-31 06:00:00,2017-01-31 10:00:00,82.928,82.935,2017-07-07 09:00:00,82.9185,81.98800000000001,83.8969,2017-07-12 05:00:00,81.98800000000001,win,0.9510425183973563,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,70.27045454545443,1.0,,1
3D,ALL,H4,H4,EURJPY,long,2017-07-10,2017-07-13,128.494,129.1465,0.6525000000000034,2017-07-14 09:00:00,2017-07-14 13:00:00,128.595,128.64,2017-07-19 09:00:00,128.6615,129.799,127.60266666666665,2017-07-20 09:00:00,129.799,win,1.074295608374013,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,105.8833333333333,1.0,WD-INV-VAL,1
3D,ALL,H4,H4,GBPNZD,long,2017-07-18,2017-07-21,1.74187,1.75367,0.011800000000000033,2017-07-21 17:00:00,2017-07-23 21:00:00,1.74214,1.743125,2017-07-26 17:00:00,1.745595,1.76547,1.727430681818182,2017-08-01 05:00:00,1.76547,win,1.094178146465979,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,181.6431818181817,1.0,,1
3D,ALL,H4,H4,EURGBP,long,2017-07-21,2017-07-26,0.88913,0.894145,0.005014999999999992,2017-07-27 21:00:00,2017-07-28 01:00:00,0.89289,0.89294,2017-08-01 05:00:00,0.893205,0.89916,0.8869639393939395,2017-08-03 09:00:00,0.89916,win,0.9541647447257784,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,62.41060606060608,1.0,,1
3D,ALL,H4,H4,USDCAD,long,2017-09-06,2017-09-11,1.2062,1.21605,0.009850000000000136,2017-09-13 05:00:00,2017-09-13 09:00:00,1.21308,1.21375,2017-09-15 09:00:00,1.215065,1.2259000000000002,1.205215,2017-09-18 17:00:00,1.2259000000000002,win,1.1,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,96.05075757575769,1.0,,1
3D,ALL,H4,H4,AUDUSD,long,2017-09-27,2017-10-02,0.77856,0.783465,0.004904999999999937,2017-10-03 01:00:00,2017-10-03 05:00:00,0.77856,0.7792,2017-10-05 17:00:00,0.77956,0.7883699999999999,0.7727613636363637,2017-10-13 09:00:00,0.7883699999999999,win,1.2958480978805718,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,67.98636363636366,1.0,,1
3D,ALL,H4,H4,CADCHF,long,2017-10-05,2017-10-10,0.77681,0.78069,0.0038799999999999946,2017-10-11 09:00:00,2017-10-11 13:00:00,0.77681,0.7775,2017-10-16 13:00:00,0.777645,0.78457,0.7708156818181818,2017-10-18 09:00:00,0.78457,win,1.0140104495989826,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.2931818181818,1.0,,1
3D,ALL,H4,H4,CADCHF,long,2017-08-24,2017-08-29,0.75598,0.763735,0.007755000000000067,2017-08-31 01:00:00,2017-08-31 05:00:00,0.76076,0.76214,2017-11-30 14:00:00,0.762915,0.7714900000000001,0.7552045,2017-12-01 10:00:00,0.7714900000000001,win,1.112119836586478,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.86287878787874,1.0,,1
3D,ALL,H4,H4,EURCAD,long,2017-11-16,2017-11-21,1.4961,1.50416,0.008059999999999956,2017-11-22 18:00:00,2017-11-22 22:00:00,1.50053,1.50062,2017-12-04 10:00:00,1.50119,1.51222,1.4901043181818183,2017-12-07 06:00:00,1.51222,win,0.9949771408655611,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,110.8568181818181,1.0,,1
3D,ALL,H4,H4,EURNZD,long,2017-11-03,2017-11-08,1.66296,1.67871,0.01574999999999993,2017-11-10 10:00:00,2017-11-10 14:00:00,1.67672,1.67774,2017-12-15 02:00:00,1.678415,1.6944599999999999,1.6613850000000001,2017-12-19 18:00:00,1.6944599999999999,win,0.9421608925425707,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,155.830303030303,1.0,,1
3D,ALL,H4,H4,AUDNZD,long,2017-12-20,2017-12-25,1.09275,1.09862,0.00586999999999982,2017-12-26 18:00:00,2017-12-26 22:00:00,1.09727,1.09737,2017-12-29 06:00:00,1.09781,1.1044899999999997,1.0907977272727272,2018-01-03 14:00:00,1.1044899999999997,win,0.9526155441757667,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,70.12272727272727,1.0,,1
3D,ALL,H4,H4,AUDCAD,long,2018-01-30,2018-02-02,0.98068,0.986125,0.005445000000000033,2018-02-06 02:00:00,2018-02-06 06:00:00,0.98402,0.98414,2018-02-07 06:00:00,0.98437,0.9915700000000001,0.9782683333333333,2018-02-14 18:00:00,0.9915700000000001,win,1.18000546298827,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.01666666666667,1.0,WD-INV-VAL,1
3D,ALL,H4,H4,USDJPY,long,2018-02-15,2018-02-20,105.548,106.594,1.0459999999999923,2018-02-19 14:00:00,2018-02-19 18:00:00,106.495,106.522,2018-02-23 14:00:00,106.564,107.63999999999999,105.4434,2018-02-27 14:00:00,107.63999999999999,win,0.9601998929145076,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,79.83939393939394,1.0,,1
3D,ALL,H4,H4,NZDUSD,long,2018-02-23,2018-02-28,0.71864,0.7236,0.0049600000000000755,2018-03-02 14:00:00,2018-03-02 18:00:00,0.72189,0.72212,2018-03-05 02:00:00,0.7222,0.7285600000000001,0.7156972727272727,2018-03-06 10:00:00,0.7285600000000001,win,0.9780511673423941,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,65.02727272727284,1.0,,1
3D,ALL,H4,H4,EURAUD,short,2018-02-28,2018-03-05,1.58681,1.59779,0.01097999999999999,2018-03-07 06:00:00,2018-03-07 10:00:00,1.59242,1.59296,2018-03-08 10:00:00,1.58969,1.57583,1.600456515151515,2018-03-09 10:00:00,1.57583,win,1.2873246175713138,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,107.6651515151514,1.0,,1
3D,ALL,H4,H4,GBPCAD,short,2018-03-16,2018-03-21,1.82972,1.84164,0.01191999999999993,2018-03-20 05:00:00,2018-03-20 09:00:00,1.83754,1.83808,2018-03-26 13:00:00,1.83234,1.8178,1.846209090909091,2018-03-27 09:00:00,1.8178,win,1.0483744100681698,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,138.6909090909091,1.0,,1
3D,ALL,H4,H4,USDCAD,long,2018-04-06,2018-04-11,1.25445,1.26,0.005549999999999944,2018-04-13 05:00:00,2018-04-13 09:00:00,1.2552,1.25598,2018-04-16 21:00:00,1.25652,1.26555,1.2470931818181819,2018-04-18 13:00:00,1.26555,win,0.9579053956314066,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,94.2681818181817,1.0,,1
3D,ALL,H4,H4,GBPUSD,short,2018-04-11,2018-04-16,1.42364,1.4377,0.014059999999999961,2018-04-18 09:00:00,2018-04-18 13:00:00,1.42394,1.42468,2018-04-19 09:00:00,1.42379,1.40958,1.439106,2018-04-19 17:00:00,1.40958,win,0.9277879341864543,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,123.5439393939395,1.0,,1
3D,ALL,H4,H4,GBPNZD,long,2018-06-08,2018-06-13,1.893,1.90882,0.015819999999999945,2018-06-15 01:00:00,2018-06-15 05:00:00,1.90435,1.90485,2018-06-18 09:00:00,1.90522,1.92464,1.8900256818181818,2018-06-21 01:00:00,1.92464,win,1.27810934111136,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,151.9431818181818,1.0,,1
3D,ALL,H4,H4,AUDJPY,long,2018-06-18,2018-06-21,80.63,81.31,0.6800000000000068,2018-06-25 13:00:00,2018-06-25 17:00:00,80.988,80.992,2018-06-26 01:00:00,81.14,81.99000000000001,80.36988636363637,2018-06-29 13:00:00,81.99000000000001,win,1.10373321528701,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,77.01136363636371,1.0,,1
3D,ALL,H4,H4,NZDCAD,short,2018-07-04,2018-07-09,0.89412,0.8993,0.005179999999999962,2018-07-10 13:00:00,2018-07-10 17:00:00,0.89728,0.89766,2018-07-17 01:00:00,0.89631,0.8889400000000001,0.9028253030303031,2018-07-26 09:00:00,0.8889400000000001,win,1.1311829957442825,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,65.15303030303033,1.0,,1
3D,ALL,H4,H4,GBPNZD,long,2018-07-17,2018-07-20,1.91978,1.93086,0.011079999999999979,2018-07-24 09:00:00,2018-07-24 13:00:00,1.92733,1.92776,2018-07-25 21:00:00,1.92832,1.94194,1.9132572727272728,2018-08-02 09:00:00,1.94194,win,0.9042187217092131,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,150.6272727272728,1.0,,2
3D,ALL,H4,H4,AUDNZD,long,2018-07-25,2018-07-30,1.08416,1.08978,0.005619999999999958,2018-08-01 09:00:00,2018-08-01 13:00:00,1.08866,1.08878,2018-08-02 01:00:00,1.08886,1.0954,1.083070606060606,2018-08-03 09:00:00,1.0954,win,1.1296519235802145,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.89393939393931,1.0,,2
3D,ALL,H4,H4,USDCHF,long,2018-07-30,2018-08-02,0.9867,0.99216,0.00546000000000002,2018-08-01 21:00:00,2018-08-02 01:00:00,0.9912,0.99166,2018-08-09 13:00:00,0.9917,0.9976200000000001,0.9857418181818182,2018-08-15 05:00:00,0.9976200000000001,win,0.9935916997253661,TP,wickdiffs_3D_H4_ALL_20260121_202249.csv,59.58181818181809,1.0,,1
