mode,wd_variant,wd_entry_ltf,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,planned_rr,wickdiff_file,dyn_min_sl_pips,VOL
3D,ALL,H4,H4,H4,AUDCAD,long,2024-08-01,2024-08-06,0.88536,0.89818,0.012819999999999943,2024-08-07 21:00:00,2024-08-08 01:00:00,0.89505,0.89569,2024-12-20 10:00:00,0.89749,0.9109999999999999,0.884078,2025-03-10 09:00:00,0.9109999999999999,win,1.0073068893528132,1.0073068893528132,wickdiffs_3D_H4_ALL_20260121_202249.csv,62.34090909090913,1.0
3D,ALL,H4,H4,H4,AUDCAD,short,2019-01-30,2019-02-04,0.94987,0.95804,0.00817000000000001,2019-02-05 02:00:00,2019-02-05 06:00:00,0.95204,0.95236,2019-03-21 01:00:00,0.95,0.9417,0.958857,2019-04-02 13:00:00,0.9417,win,0.9371118889014306,0.9371118889014306,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.78181818181821,1.0
3D,ALL,H4,H4,H4,AUDCAD,short,2020-11-16,2020-11-19,0.95594,0.95923,0.003290000000000015,2020-11-17 06:00:00,2020-11-17 10:00:00,0.95892,0.95923,2020-11-24 06:00:00,0.95884,0.95265,0.9651745454545455,2020-11-30 18:00:00,0.95265,win,0.9771814006888669,0.9771814006888669,wickdiffs_3D_H4_ALL_20260121_202249.csv,63.3454545454546,1.0
3D,ALL,H4,H4,H4,AUDCAD,short,2022-03-31,2022-04-05,0.942,0.95162,0.009620000000000073,2022-04-06 21:00:00,2022-04-07 01:00:00,0.94304,0.94408,2022-04-12 13:00:00,0.94294,0.9323799999999999,0.952582,2022-04-15 05:00:00,0.9323799999999999,win,1.0952084629744951,1.0952084629744951,wickdiffs_3D_H4_ALL_20260121_202249.csv,66.2984848484849,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2016-02-09,2016-02-12,0.67534,0.691275,0.01593499999999992,2016-02-12 14:00:00,2016-02-12 15:00:00,0.68886,0.68976,2018-09-07 05:00:00,0.6909,0.7072099999999999,0.6737465,2018-09-28 13:00:00,0.7072099999999999,win,0.9508263619669455,0.9508263619669455,wickdiffs_3D_H1_ALL_20260124_182916.csv,57.01969696969698,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2016-11-08,2016-11-11,0.72441,0.7514,0.02698999999999996,2016-11-14 05:00:00,2016-11-14 06:00:00,0.7475,0.74767,2016-11-16 22:00:00,0.748995,0.7783899999999999,0.721711,2017-02-22 06:00:00,0.7783899999999999,win,1.0773713531740206,1.0773713531740206,wickdiffs_3D_H1_ALL_20260124_182916.csv,74.82727272727267,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2017-02-16,2017-02-21,0.76514,0.77102,0.005879999999999996,2017-02-20 14:00:00,2017-02-20 15:00:00,0.76872,0.76936,2017-02-28 18:00:00,0.77025,0.7769,0.7642936363636363,2017-03-03 02:00:00,0.7642936363636363,loss,-1.0,1.116452991452998,wickdiffs_3D_H1_ALL_20260124_182916.csv,59.56363636363642,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2017-03-09,2017-03-14,0.75745,0.76263,0.0051800000000000734,2017-03-14 13:00:00,2017-03-14 14:00:00,0.76128,0.76146,2017-03-22 01:00:00,0.76204,0.7678100000000001,0.7560234848484849,2017-03-24 05:00:00,0.7560234848484849,loss,-1.0,0.9590269208491852,wickdiffs_3D_H1_ALL_20260124_182916.csv,60.16515151515159,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2019-02-20,2019-02-25,0.70834,0.71314,0.0048000000000000265,2019-02-22 09:00:00,2019-02-22 10:00:00,0.71078,0.71082,2019-02-28 06:00:00,0.71092,0.71794,0.7041801515151516,2019-03-22 13:00:00,0.7041801515151516,loss,-1.0,1.0415664411123389,wickdiffs_3D_H1_ALL_20260124_182916.csv,67.39848484848484,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2019-05-23,2019-05-28,0.69018,0.6944,0.0042200000000000015,2019-05-24 15:00:00,2019-05-24 16:00:00,0.69233,0.69258,2019-06-02 21:00:00,0.69366,0.69862,0.6889218181818182,2019-06-10 13:00:00,0.6889218181818182,loss,-1.0,1.0468150422102764,wickdiffs_3D_H1_ALL_20260124_182916.csv,47.38181818181818,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2020-03-17,2020-03-20,0.53433,0.56642,0.03209000000000006,2020-03-23 15:00:00,2020-03-23 16:00:00,0.56367,0.56516,2023-08-16 01:00:00,0.56658,0.5985100000000001,0.531121,2024-04-04 09:00:00,0.5985100000000001,win,0.9004766067853044,0.9004766067853044,wickdiffs_3D_H1_ALL_20260124_182916.csv,49.64545454545461,1.0
3D,ALL,H4,H4,H4,AUDCHF,long,2020-10-05,2020-10-08,0.65131,0.65474,0.003430000000000044,2020-10-06 17:00:00,2020-10-06 21:00:00,0.65131,0.65156,2020-10-14 21:00:00,0.65194,0.65817,0.6468743939393939,2020-10-15 09:00:00,0.6468743939393939,loss,-1.0,1.229862710495631,wickdiffs_3D_H4_ALL_20260121_202249.csv,50.65606060606063,1.0
3D,ALL,H4,H4,H4,AUDCHF,long,2021-05-04,2021-05-07,0.70142,0.7064,0.0049799999999999844,2021-05-11 01:00:00,2021-05-11 05:00:00,0.70455,0.70459,2021-05-12 09:00:00,0.70578,0.71138,0.7001290909090909,2021-05-13 05:00:00,0.7001290909090909,loss,-1.0,0.9909909909910003,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.50909090909087,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2021-07-19,2021-07-22,0.67179,0.6751,0.003310000000000035,2021-07-20 09:00:00,2021-07-20 10:00:00,0.67188,0.67203,2021-07-27 17:00:00,0.67302,0.6784100000000001,0.668475909090909,2021-07-30 09:00:00,0.668475909090909,loss,-1.0,1.1861558467540505,wickdiffs_3D_H1_ALL_20260124_182916.csv,45.44090909090914,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2021-11-30,2021-12-03,0.64188,0.65278,0.01090000000000002,2021-12-07 02:00:00,2021-12-07 03:00:00,0.65106,0.65164,2022-01-24 06:00:00,0.65226,0.66368,0.64079,2022-02-09 14:00:00,0.66368,win,0.9956408020924251,0.9956408020924251,wickdiffs_3D_H1_ALL_20260124_182916.csv,54.53787878787873,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2022-01-03,2022-01-06,0.65644,0.66248,0.006039999999999934,2022-01-10 15:00:00,2022-01-10 16:00:00,0.66134,0.6623,2022-01-14 06:00:00,0.66249,0.6685199999999999,0.6558360000000001,2022-01-21 06:00:00,0.6558360000000001,loss,-1.0,0.9062218214607642,wickdiffs_3D_H1_ALL_20260124_182916.csv,54.38939393939393,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2022-01-27,2022-02-01,0.6493,0.65508,0.005780000000000007,2022-02-01 03:00:00,2022-02-01 04:00:00,0.65183,0.65188,2022-02-04 14:00:00,0.65383,0.66086,0.6482740909090909,2022-02-08 18:00:00,0.66086,win,1.2653194796694718,1.2653194796694718,wickdiffs_3D_H1_ALL_20260124_182916.csv,55.55909090909092,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2022-07-27,2022-08-01,0.6582,0.665,0.006800000000000028,2022-08-03 10:00:00,2022-08-03 11:00:00,0.66389,0.66416,2022-08-04 21:00:00,0.66457,0.6718000000000001,0.6567546969696969,2022-08-25 05:00:00,0.6718000000000001,win,0.9251080824334628,0.9251080824334628,wickdiffs_3D_H1_ALL_20260124_182916.csv,78.15303030303033,1.0
3D,ALL,H4,H4,H4,AUDCHF,long,2023-01-18,2023-01-23,0.63006,0.64122,0.011160000000000059,2023-01-23 02:00:00,2023-01-23 06:00:00,0.64021,0.64043,2023-02-05 22:00:00,0.64112,0.6523800000000001,0.628944,2023-03-06 06:00:00,0.628944,loss,-1.0,0.9247700394218116,wickdiffs_3D_H4_ALL_20260121_202249.csv,66.10000000000004,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2023-02-13,2023-02-16,0.63414,0.63775,0.003610000000000002,2023-02-19 22:00:00,2023-02-19 23:00:00,0.63506,0.63514,2023-02-21 10:00:00,0.63529,0.64136,0.6289772727272728,2023-03-06 06:00:00,0.6289772727272728,loss,-1.0,0.9615495391705099,wickdiffs_3D_H1_ALL_20260124_182916.csv,63.12727272727273,1.0
3D,ALL,H4,H4,H4,AUDCHF,long,2023-10-02,2023-10-05,0.57735,0.58017,0.0028199999999999337,2023-10-09 01:00:00,2023-10-09 05:00:00,0.57778,0.57784,2023-10-11 17:00:00,0.57849,0.5829899999999999,0.5740116666666666,2023-10-12 13:00:00,0.5740116666666666,loss,-1.0,1.0048381094156922,wickdiffs_3D_H4_ALL_20260121_202249.csv,44.7833333333334,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2024-02-23,2024-02-28,0.57041,0.57498,0.004570000000000074,2024-02-29 17:00:00,2024-02-29 18:00:00,0.57384,0.57391,2024-03-05 06:00:00,0.57462,0.5795500000000001,0.5699529999999999,2024-03-06 14:00:00,0.5795500000000001,win,1.0563531176344565,1.0563531176344565,wickdiffs_3D_H1_ALL_20260124_182916.csv,41.09242424242434,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2024-08-01,2024-08-06,0.53656,0.55362,0.017059999999999964,2024-08-05 18:00:00,2024-08-05 19:00:00,0.55109,0.55162,2025-03-04 14:00:00,0.55308,0.57068,0.534854,2025-04-04 01:00:00,0.534854,loss,-1.0,0.9656534620871273,wickdiffs_3D_H1_ALL_20260124_182916.csv,43.38939393939392,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2025-01-27,2025-01-30,0.55777,0.56516,0.007390000000000008,2025-02-03 16:00:00,2025-02-03 17:00:00,0.56357,0.56365,2025-02-04 02:00:00,0.56454,0.57255,0.5570309999999999,2025-02-10 22:00:00,0.57255,win,1.0667199360766888,1.0667199360766888,wickdiffs_3D_H1_ALL_20260124_182916.csv,45.37272727272726,1.0
3D,ALL,H4,H4,H4,AUDCHF,long,2025-03-05,2025-03-10,0.54946,0.5557,0.006240000000000023,2025-03-12 05:00:00,2025-03-12 09:00:00,0.55404,0.55432,2025-03-13 05:00:00,0.55458,0.56194,0.548836,2025-03-17 13:00:00,0.56194,win,1.2813370473537726,1.2813370473537726,wickdiffs_3D_H4_ALL_20260121_202249.csv,45.72878787878789,1.0
3D,ALL,H1,H1,H4,AUDCHF,long,2025-05-07,2025-05-12,0.52818,0.53585,0.007670000000000066,2025-05-12 02:00:00,2025-05-12 03:00:00,0.5347,0.53537,2025-05-15 13:00:00,0.53571,0.5435200000000001,0.527413,2025-06-12 21:00:00,0.527413,loss,-1.0,0.9413040858141613,wickdiffs_3D_H1_ALL_20260124_182916.csv,70.2636363636364,1.0
3D,ALL,H4,H4,H4,AUDCHF,long,2025-07-04,2025-07-09,0.51676,0.52007,0.003310000000000035,2025-07-09 21:00:00,2025-07-10 01:00:00,0.51786,0.51846,2025-07-22 05:00:00,0.51893,0.5233800000000001,0.514259696969697,2025-07-23 09:00:00,0.5233800000000001,win,0.9528289644433037,0.9528289644433037,wickdiffs_3D_H4_ALL_20260121_202249.csv,46.70303030303036,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2015-06-10,2015-06-15,0.71759,0.729255,0.011665000000000036,2015-06-17 05:00:00,2015-06-17 06:00:00,0.71914,0.7196,2015-06-18 09:00:00,0.718045,0.7059249999999999,0.7304215,2015-07-05 21:00:00,0.7059249999999999,win,0.9792752393649439,0.9792752393649439,wickdiffs_3D_H1_ALL_20260124_182916.csv,96.6098484848484,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2016-03-09,2016-03-14,0.74326,0.75562,0.012359999999999927,2016-03-14 09:00:00,2016-03-14 10:00:00,0.7458,0.74592,2016-03-17 05:00:00,0.743335,0.7309000000000001,0.756856,2016-03-24 05:00:00,0.7309000000000001,win,0.9196804970046489,0.9196804970046489,wickdiffs_3D_H1_ALL_20260124_182916.csv,114.3522727272727,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2016-12-07,2016-12-12,0.75754,0.76272,0.005179999999999962,2016-12-12 10:00:00,2016-12-12 14:00:00,0.76131,0.76208,2016-12-15 10:00:00,0.75984,0.75236,0.7674813636363635,2016-12-16 14:00:00,0.75236,win,0.9788828743084799,0.9788828743084799,wickdiffs_3D_H4_ALL_20260121_202249.csv,76.41363636363633,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2017-09-11,2017-09-14,0.76999,0.77554,0.005550000000000055,2017-09-14 10:00:00,2017-09-14 11:00:00,0.77428,0.77436,2017-09-20 05:00:00,0.772165,0.7644399999999999,0.7789129545454545,2017-09-20 17:00:00,0.7789129545454545,loss,-1.0,1.1447913509144316,wickdiffs_3D_H1_ALL_20260124_182916.csv,67.47954545454549,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2017-12-04,2017-12-07,0.748685,0.7545,0.005814999999999904,2017-12-08 10:00:00,2017-12-08 14:00:00,0.74891,0.74972,2017-12-12 06:00:00,0.748795,0.7428700000000001,0.7550815,2017-12-13 22:00:00,0.7550815,loss,-1.0,0.9424958243855679,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.50606060606069,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2018-02-12,2018-02-15,0.736575,0.73994,0.0033650000000000624,2018-02-13 03:00:00,2018-02-13 04:00:00,0.73948,0.73994,2018-02-20 14:00:00,0.73922,0.7332099999999999,0.7452243939393939,2018-02-21 18:00:00,0.7332099999999999,win,1.0009336596936702,1.0009336596936702,wickdiffs_3D_H1_ALL_20260124_182916.csv,60.04393939393941,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2018-07-04,2018-07-09,0.73552,0.74211,0.006590000000000096,2018-07-11 14:00:00,2018-07-11 15:00:00,0.73598,0.736,2018-07-12 05:00:00,0.73592,0.7289299999999999,0.742769,2018-07-12 13:00:00,0.742769,loss,-1.0,1.0205869469995867,wickdiffs_3D_H1_ALL_20260124_182916.csv,57.21363636363641,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2018-09-26,2018-10-01,0.70858,0.71246,0.0038799999999999946,2018-10-01 21:00:00,2018-10-02 01:00:00,0.71198,0.71246,2018-10-19 13:00:00,0.71024,0.7047,0.7158701515151515,2018-10-22 21:00:00,0.7047,win,0.9839877284103432,0.9839877284103432,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.30151515151513,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2018-11-02,2018-11-07,0.72633,0.73206,0.005730000000000013,2018-11-09 14:00:00,2018-11-09 15:00:00,0.72926,0.72933,2018-11-13 06:00:00,0.72716,0.7206,0.732759090909091,2018-11-15 06:00:00,0.732759090909091,loss,-1.0,1.1716187692807298,wickdiffs_3D_H1_ALL_20260124_182916.csv,55.99090909090906,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2020-06-12,2020-06-17,0.65532,0.66201,0.006689999999999974,2020-06-17 14:00:00,2020-06-17 15:00:00,0.65848,0.65902,2020-06-23 09:00:00,0.6579,0.64863,0.6668686363636364,2020-07-21 13:00:00,0.6668686363636364,loss,-1.0,1.0336019461760684,wickdiffs_3D_H1_ALL_20260124_182916.csv,89.68636363636362,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2020-08-14,2020-08-19,0.65457,0.6603,0.005730000000000013,2020-08-20 03:00:00,2020-08-20 04:00:00,0.65724,0.65736,2020-08-26 17:00:00,0.657,0.64884,0.6633672727272728,2020-08-28 09:00:00,0.6633672727272728,loss,-1.0,1.2815533980582612,wickdiffs_3D_H1_ALL_20260124_182916.csv,63.67272727272727,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2020-09-04,2020-09-09,0.66215,0.67008,0.007929999999999993,2020-09-09 13:00:00,2020-09-09 14:00:00,0.6654,0.6655,2020-09-15 13:00:00,0.66332,0.65422,0.670873,2020-09-23 17:00:00,0.65422,win,1.2048192771084283,1.2048192771084283,wickdiffs_3D_H1_ALL_20260124_182916.csv,52.55606060606056,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2021-03-02,2021-03-05,0.71712,0.72286,0.005739999999999967,2021-03-09 06:00:00,2021-03-09 10:00:00,0.71928,0.71977,2021-03-10 14:00:00,0.71858,0.71138,0.7244824242424243,2021-03-23 05:00:00,0.71138,win,1.2198377656843626,1.2198377656843626,wickdiffs_3D_H4_ALL_20260121_202249.csv,59.02424242424225,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2021-04-26,2021-04-29,0.70894,0.71434,0.00539999999999996,2021-04-29 11:00:00,2021-04-29 12:00:00,0.709,0.7091,2021-05-10 09:00:00,0.70892,0.70354,0.71488,2021-05-12 13:00:00,0.70354,win,0.9026845637583845,0.9026845637583845,wickdiffs_3D_H1_ALL_20260124_182916.csv,56.40454545454543,1.0
3D,ALL,H1,H1,H4,AUDCHF,short,2024-06-07,2024-06-12,0.59298,0.59776,0.0047800000000000065,2024-06-13 18:00:00,2024-06-13 19:00:00,0.5934,0.59366,2024-06-20 05:00:00,0.59305,0.5882,0.5982379999999999,2024-06-26 05:00:00,0.5982379999999999,loss,-1.0,0.9348496530454989,wickdiffs_3D_H1_ALL_20260124_182916.csv,43.16666666666658,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2024-09-20,2024-09-25,0.58126,0.5849,0.0036399999999999766,2024-09-26 09:00:00,2024-09-26 13:00:00,0.58454,0.5849,2024-09-30 05:00:00,0.58414,0.57762,0.5896589393939394,2024-10-07 13:00:00,0.57762,win,1.1813864104323908,1.1813864104323908,wickdiffs_3D_H4_ALL_20260121_202249.csv,55.1893939393939,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2024-11-06,2024-11-11,0.57683,0.58332,0.006489999999999996,2024-11-12 06:00:00,2024-11-12 10:00:00,0.5776,0.57824,2024-11-21 18:00:00,0.57739,0.57034,0.583969,2024-12-04 02:00:00,0.57034,win,1.0715914272685818,1.0715914272685818,wickdiffs_3D_H4_ALL_20260121_202249.csv,49.1969696969696,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2025-04-21,2025-04-24,0.52812,0.53418,0.006059999999999954,2025-04-28 09:00:00,2025-04-28 13:00:00,0.53138,0.53164,2025-05-01 13:00:00,0.5296,0.5220600000000001,0.5364092424242424,2025-05-06 21:00:00,0.5364092424242424,loss,-1.0,1.1073184842348678,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.09242424242426,1.0
3D,ALL,H4,H4,H4,AUDCHF,short,2025-09-26,2025-10-01,0.52633,0.5282,0.0018700000000000383,2025-10-01 09:00:00,2025-10-01 13:00:00,0.52801,0.5282,2025-10-08 13:00:00,0.52782,0.5244599999999999,0.5310312121212121,2025-10-10 13:00:00,0.5244599999999999,win,1.0463338680758791,1.0463338680758791,wickdiffs_3D_H4_ALL_20260121_202249.csv,32.11212121212123,1.0
3D,ALL,H4,H4,H4,AUDJPY,long,2015-06-10,2015-06-15,94.421,95.35,0.9289999999999878,2015-06-17 05:00:00,2015-06-17 09:00:00,95.0455,95.07,2015-06-18 01:00:00,95.08,96.27899999999998,94.09837121212121,2015-06-18 13:00:00,96.27899999999998,win,1.2214393208566314,1.2214393208566314,wickdiffs_3D_H4_ALL_20260121_202249.csv,98.1628787878787,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2015-08-07,2015-08-12,90.36,91.3855,1.0254999999999939,2015-08-12 13:00:00,2015-08-12 14:00:00,91.084,91.1025,2015-08-18 05:00:00,91.3205,92.41099999999999,90.25745,2015-08-20 05:00:00,90.25745,loss,-1.0,1.0258219274728395,wickdiffs_3D_H1_ALL_20260124_182916.csv,97.3272727272728,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2015-08-20,2015-08-25,82.09,84.745,2.655000000000001,2015-08-26 15:00:00,2015-08-26 16:00:00,84.193,84.208,2015-09-01 13:00:00,84.285,87.4,81.8245,2015-09-17 17:00:00,87.4,win,1.266002844950219,1.266002844950219,wickdiffs_3D_H1_ALL_20260124_182916.csv,117.8106060606061,1.0
3D,ALL,H4,H4,H4,AUDJPY,long,2015-10-09,2015-10-14,86.088,86.7555,0.667500000000004,2015-10-13 21:00:00,2015-10-14 01:00:00,86.088,86.2035,2015-10-22 01:00:00,86.2095,87.423,84.91342424242424,2015-10-22 21:00:00,87.423,win,0.9362878619609278,0.9362878619609278,wickdiffs_3D_H4_ALL_20260121_202249.csv,129.6075757575758,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2016-05-03,2016-05-06,78.182,80.066,1.8840000000000003,2016-05-10 05:00:00,2016-05-10 06:00:00,79.624,79.65,2016-05-12 01:00:00,79.909,81.95,77.9936,2016-06-14 05:00:00,77.9936,loss,-1.0,1.0655737704917987,wickdiffs_3D_H1_ALL_20260124_182916.csv,139.4628787878787,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2017-05-03,2017-05-08,82.678,83.62,0.9420000000000073,2017-05-09 08:00:00,2017-05-09 09:00:00,83.404,83.434,2017-05-16 21:00:00,83.543,84.56200000000001,82.5838,2017-05-17 13:00:00,82.5838,loss,-1.0,1.062343619683064,wickdiffs_3D_H1_ALL_20260124_182916.csv,80.62803030303027,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2018-01-09,2018-01-12,87.214,87.808,0.5940000000000083,2018-01-15 00:00:00,2018-01-15 01:00:00,87.673,87.713,2018-01-25 18:00:00,87.7995,88.40200000000002,87.1546,2018-01-26 10:00:00,88.40200000000002,win,0.9342533726159518,0.9342533726159518,wickdiffs_3D_H1_ALL_20260124_182916.csv,61.89166666666664,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2018-05-28,2018-05-31,81.029,82.526,1.4969999999999999,2018-06-01 08:00:00,2018-06-01 09:00:00,82.323,82.346,2018-06-15 13:00:00,82.375,84.023,80.8793,2018-06-19 05:00:00,80.8793,loss,-1.0,1.101825232332685,wickdiffs_3D_H1_ALL_20260124_182916.csv,79.39772727272732,1.0
3D,ALL,H4,H4,H4,AUDJPY,long,2018-06-18,2018-06-21,80.63,81.31,0.6800000000000068,2018-06-25 13:00:00,2018-06-25 17:00:00,80.988,80.992,2018-06-26 01:00:00,81.14,81.99000000000001,80.36988636363637,2018-06-29 13:00:00,81.99000000000001,win,1.10373321528701,1.10373321528701,wickdiffs_3D_H4_ALL_20260121_202249.csv,77.01136363636371,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2018-09-21,2018-09-26,81.304,81.902,0.597999999999999,2018-09-27 07:00:00,2018-09-27 08:00:00,81.304,81.35,2018-10-03 01:00:00,81.576,82.5,80.84084848484848,2018-10-04 05:00:00,80.84084848484848,loss,-1.0,1.2568837592745332,wickdiffs_3D_H1_ALL_20260124_182916.csv,73.51515151515162,1.0
3D,ALL,H1,H1,H4,AUDJPY,long,2018-12-06,2018-12-11,80.725,81.49,0.7650000000000006,2018-12-11 00:00:00,2018-12-11 01:00:00,81.239,81.254,2018-12-14 06:00:00,81.28,82.255,80.50972727272728,2018-12-19 14:00:00,80.50972727272728,loss,-1.0,1.2657854360911045,wickdiffs_3D_H1_ALL_20260124_182916.csv,77.02727272727279,1.0
