mode,wd_variant,wd_entry_ltf,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,planned_rr,wickdiff_file,dyn_min_sl_pips,VOL
W,ALL,H4,H4,H4,AUDCAD,long,2016-02-01,2016-02-08,0.97122,0.98345,0.012230000000000074,2016-02-12 14:00:00,2016-02-12 18:00:00,0.98101,0.98172,2016-02-17 14:00:00,0.98248,0.9956800000000001,0.969997,2016-02-23 10:00:00,0.9956800000000001,win,1.0574381158375452,1.0574381158375452,wickdiffs_W_H4_ALL_20260121_202249.csv,96.59469696969695,1.0
W,ALL,H4,H4,H4,AUDCAD,long,2018-12-31,2019-01-07,0.90969,0.95127,0.04157999999999995,2019-01-04 10:00:00,2019-01-04 14:00:00,0.94515,0.94524,2019-01-24 22:00:00,0.94566,0.9928499999999999,0.905532,2019-07-30 13:00:00,0.905532,loss,-1.0,1.1759868421052637,wickdiffs_W_H4_ALL_20260121_202249.csv,70.24545454545456,1.0
W,ALL,H4,H4,H4,AUDCAD,long,2019-10-07,2019-10-14,0.88809,0.8969,0.008809999999999985,2019-10-17 17:00:00,2019-10-17 21:00:00,0.89609,0.89618,2019-10-23 01:00:00,0.89666,0.90571,0.887209,2019-10-30 13:00:00,0.90571,win,0.9575706274468326,0.9575706274468326,wickdiffs_W_H4_ALL_20260121_202249.csv,56.76060606060599,1.0
W,ALL,H4,H4,H4,AUDCAD,long,2019-11-11,2019-11-18,0.89669,0.90175,0.0050600000000000644,2019-11-22 10:00:00,2019-11-22 14:00:00,0.90028,0.90078,2019-11-25 14:00:00,0.90126,0.9068100000000001,0.8959093939393938,2019-12-02 14:00:00,0.9068100000000001,win,1.0372656736705288,1.0372656736705288,wickdiffs_W_H4_ALL_20260121_202249.csv,53.50606060606066,1.0
W,ALL,H4,H4,H4,AUDCAD,long,2022-07-11,2022-07-18,0.87359,0.88488,0.011290000000000022,2022-07-15 05:00:00,2022-07-15 09:00:00,0.88186,0.88204,2022-09-08 01:00:00,0.88374,0.89617,0.8724609999999999,2022-09-13 09:00:00,0.89617,win,1.1020480539054889,1.1020480539054889,wickdiffs_W_H4_ALL_20260121_202249.csv,74.44848484848474,1.0
W,ALL,H4,H4,H4,AUDCAD,long,2025-08-18,2025-08-25,0.8904,0.89748,0.007080000000000086,2025-08-27 05:00:00,2025-08-27 09:00:00,0.89524,0.89576,2025-09-02 05:00:00,0.89686,0.9045600000000001,0.8896919999999999,2025-09-05 09:00:00,0.9045600000000001,win,1.0742187500000115,1.0742187500000115,wickdiffs_W_H4_ALL_20260121_202249.csv,50.1515151515151,1.0
W,ALL,H4,H4,H4,AUDCAD,short,2016-04-11,2016-04-18,0.99037,0.99628,0.005910000000000082,2016-04-18 09:00:00,2016-04-18 13:00:00,0.99551,0.99628,2016-07-12 05:00:00,0.99536,0.9844599999999999,1.0042006060606061,2016-07-14 13:00:00,0.9844599999999999,win,1.232947144717914,1.232947144717914,wickdiffs_W_H4_ALL_20260121_202249.csv,88.40606060606063,1.0
W,ALL,H4,H4,H4,AUDCAD,short,2017-11-20,2017-11-27,0.96812,0.97848,0.010360000000000036,2017-12-01 14:00:00,2017-12-01 18:00:00,0.96917,0.97101,2017-12-05 02:00:00,0.96849,0.95776,0.979516,2017-12-13 14:00:00,0.979516,loss,-1.0,0.9731543624161009,wickdiffs_W_H4_ALL_20260121_202249.csv,63.92121212121221,1.0
W,ALL,H4,H4,H4,AUDCAD,short,2018-12-10,2018-12-17,0.96046,0.97032,0.00985999999999998,2018-12-21 10:00:00,2018-12-21 14:00:00,0.96176,0.96288,2018-12-28 10:00:00,0.96172,0.9506,0.971306,2019-01-02 14:00:00,0.9506,win,1.1600250365115834,1.1600250365115834,wickdiffs_W_H4_ALL_20260121_202249.csv,67.24696969696966,1.0
W,ALL,H4,H4,H4,AUDCAD,short,2019-08-12,2019-08-19,0.89928,0.90482,0.005539999999999989,2019-08-23 13:00:00,2019-08-23 17:00:00,0.8999,0.9008,2019-08-26 09:00:00,0.89956,0.89374,0.9053739999999999,2019-08-27 05:00:00,0.89374,win,1.0010319917440957,1.0010319917440957,wickdiffs_W_H4_ALL_20260121_202249.csv,51.47575757575754,1.0
