pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,OUTSIDE,H4,H4,7,3,4,-0.06395946208918445,42.857142857142854,1.1840945884585696,-1.0
AUDCHF,M,OUTSIDE,H4,H4,9,7,2,0.6972719274968344,77.77777777777779,1.1822067639245013,-1.0
AUDJPY,M,OUTSIDE,H4,H4,6,2,4,-0.22666577948117583,33.33333333333333,1.3200026615564724,-1.0
AUDNZD,M,OUTSIDE,H4,H4,5,4,1,0.7857120185430642,80.0,1.2321400231788302,-1.0
AUDUSD,M,OUTSIDE,H4,H4,7,4,3,0.27446337646222563,57.14285714285714,1.2303109088088948,-1.0
CADCHF,M,OUTSIDE,H4,H4,7,5,2,0.5686348733855516,71.42857142857143,1.1960888227397724,-1.0
CADJPY,M,OUTSIDE,H4,H4,2,1,1,0.08919803600655074,50.0,1.1783960720131015,-1.0
CHFJPY,M,OUTSIDE,H4,H4,7,4,3,0.29127964890180114,57.14285714285714,1.259739385578152,-1.0
EURAUD,M,OUTSIDE,H4,H4,4,3,1,0.6995990059382362,75.0,1.2661320079176483,-1.0
EURCAD,M,OUTSIDE,H4,H4,14,6,8,-0.04471033677127789,42.857142857142854,1.2290092142003515,-1.0
EURCHF,M,OUTSIDE,H4,H4,6,3,3,0.06269852386195385,50.0,1.1253970477239077,-1.0
EURGBP,M,OUTSIDE,H4,H4,8,4,4,0.13806041466144714,50.0,1.2761208293228943,-1.0
EURJPY,M,OUTSIDE,H4,H4,6,3,3,0.1433624889013655,50.0,1.286724977802731,-1.0
EURNZD,M,OUTSIDE,H4,H4,6,3,3,0.12486059968245877,50.0,1.2497211993649175,-1.0
EURUSD,M,OUTSIDE,H4,H4,6,3,3,0.03447498406861271,50.0,1.0689499681372254,-1.0
GBPAUD,M,OUTSIDE,H4,H4,5,3,2,0.2787936952277454,60.0,1.1313228253795755,-1.0
GBPCAD,M,OUTSIDE,H4,H4,7,4,3,0.2710370995845307,57.14285714285714,1.2243149242729288,-1.0
GBPCHF,M,OUTSIDE,H4,H4,8,4,4,0.09408698506430224,50.0,1.1881739701286045,-1.0
GBPJPY,M,OUTSIDE,H4,H4,7,5,2,0.6000936036976199,71.42857142857143,1.2401310451766678,-1.0
GBPNZD,M,OUTSIDE,H4,H4,7,3,4,-0.06272985587845491,42.857142857142854,1.1869636696169386,-1.0
GBPUSD,M,OUTSIDE,H4,H4,10,6,4,0.3394979323317114,60.0,1.2324965538861856,-1.0
NZDCAD,M,OUTSIDE,H4,H4,7,5,2,0.5854390404807378,71.42857142857143,1.2196146566730328,-1.0
NZDCHF,M,OUTSIDE,H4,H4,6,3,3,0.20304987874577896,50.0,1.406099757491558,-1.0
NZDJPY,M,OUTSIDE,H4,H4,4,2,2,0.12235886449291461,50.0,1.244717728985829,-1.0
NZDUSD,M,OUTSIDE,H4,H4,7,3,4,-0.08205705297379794,42.857142857142854,1.1418668763944717,-1.0
USDCAD,M,OUTSIDE,H4,H4,6,4,2,0.48228307876641424,66.66666666666666,1.2234246181496213,-1.0
USDCHF,M,OUTSIDE,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
USDJPY,M,OUTSIDE,H4,H4,7,1,6,-0.6442857142857142,14.285714285714285,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,185,100,85,0.20421734499815206,54.054054054054056,1.2278020882465812,-1.0
