pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,INNER,H4,H4,6,3,3,0.20705465490471706,50.0,1.4141093098094342,-1.0
AUDCHF,W,INNER,H4,H4,9,7,2,0.7223443201138192,77.77777777777779,1.2144426972891964,-1.0
AUDJPY,W,INNER,H4,H4,12,7,5,0.32306285857445866,58.333333333333336,1.268107757556215,-1.0
AUDNZD,W,INNER,H4,H4,5,2,3,-0.1998755420324379,40.0,1.0003111449189053,-1.0
AUDUSD,W,INNER,H4,H4,5,3,2,0.3707450532698263,60.0,1.2845750887830436,-1.0
CADCHF,W,INNER,H4,H4,11,4,7,-0.17823331221939331,36.36363636363637,1.2598583913966686,-1.0
CADJPY,W,INNER,H4,H4,12,7,5,0.29139486029175826,58.333333333333336,1.2138197605001568,-1.0
CHFJPY,W,INNER,H4,H4,13,9,4,0.5509497159534578,69.23076923076923,1.2402607008216615,-1.0
EURAUD,W,INNER,H4,H4,5,2,3,-0.09471686581402623,40.0,1.2632078354649345,-1.0
EURCAD,W,INNER,H4,H4,13,9,4,0.5069068594261146,69.23076923076923,1.1766432413932766,-1.0
EURCHF,W,INNER,H4,H4,8,6,2,0.6596339919538258,75.0,1.212845322605101,-1.0
EURGBP,W,INNER,H4,H4,9,3,6,-0.2837751485809457,33.33333333333333,1.1486745542571628,-1.0
EURJPY,W,INNER,H4,H4,7,3,4,-0.0755319807875733,42.857142857142854,1.1570920448289956,-1.0
EURNZD,W,INNER,H4,H4,9,5,4,0.21157563383458322,55.55555555555556,1.1808361409022499,-1.0
EURUSD,W,INNER,H4,H4,9,4,5,-0.0489971647321182,44.44444444444444,1.139756379352734,-1.0
GBPAUD,W,INNER,H4,H4,8,2,6,-0.43850778860562245,25.0,1.2459688455775102,-1.0
GBPCAD,W,INNER,H4,H4,13,5,8,-0.16610401917778514,38.46153846153847,1.1681295501377584,-1.0
GBPCHF,W,INNER,H4,H4,11,5,6,-0.03165199742770162,45.45454545454545,1.1303656056590565,-1.0
GBPJPY,W,INNER,H4,H4,11,3,8,-0.39205557875728214,27.27272727272727,1.2291295445566321,-1.0
GBPNZD,W,INNER,H4,H4,12,4,8,-0.26370765049774725,33.33333333333333,1.2088770485067584,-1.0
GBPUSD,W,INNER,H4,H4,8,2,6,-0.4224598801508318,25.0,1.3101604793966728,-1.0
NZDCAD,W,INNER,H4,H4,6,3,3,0.029060305971569573,50.0,1.0581206119431392,-1.0
NZDCHF,W,INNER,H4,H4,5,2,3,-0.19100864035097403,40.0,1.0224783991225648,-1.0
NZDJPY,W,INNER,H4,H4,10,6,4,0.37333034716147645,60.0,1.2888839119357942,-1.0
NZDUSD,W,INNER,H4,H4,8,6,2,0.5546159122015846,75.0,1.0728212162687794,-1.0
USDCAD,W,INNER,H4,H4,6,2,4,-0.1984744812685185,33.33333333333333,1.4045765561944445,-1.0
USDCHF,W,INNER,H4,H4,7,4,3,0.20802213537088468,57.14285714285714,1.1140387368990483,-1.0
USDJPY,W,INNER,H4,H4,8,1,7,-0.68875,12.5,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,246,119,127,0.06593218855371102,48.3739837398374,1.203523683900949,-1.0
