mode,ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed
3D,H1,EURCHF,short,2021-01-06,2021-01-11,1.08213,1.0868,0.004669999999999952,2021-01-11 15:00:00,2021-01-11 16:00:00,1.08336,1.0834,2021-02-05 14:00:00,1.08263,1.07746,1.0876299999999999,2021-02-22 02:00:00,1.0876299999999999,loss,-1.0
3D,H1,EURCHF,short,2021-02-22,2021-02-25,1.10322,1.10979,0.006569999999999965,2021-02-25 12:00:00,2021-02-25 13:00:00,1.10864,1.10878,2021-03-03 09:00:00,1.10768,1.0966500000000001,1.1150826845637583,2021-03-04 16:00:00,1.1150826845637583,loss,-1.0
3D,H1,EURCHF,short,2021-03-23,2021-03-26,1.10608,1.10948,0.0034000000000000696,2021-03-26 14:00:00,2021-03-26 15:00:00,1.10896,1.10911,2021-03-31 19:00:00,1.1082,1.1026799999999999,1.1132,2021-04-07 16:00:00,1.1026799999999999,win,1.1040000000000383
3D,H1,EURCHF,short,2022-03-28,2022-03-31,1.03028,1.03851,0.00822999999999996,2022-03-30 07:00:00,2022-03-30 08:00:00,1.03304,1.0331,2022-04-21 06:00:00,1.03234,1.0220500000000001,1.039333,2022-04-26 12:00:00,1.0220500000000001,win,1.471471471471453
3D,H1,EURCHF,short,2022-11-17,2022-11-22,0.98209,0.98913,0.007039999999999935,2022-11-18 12:00:00,2022-11-18 13:00:00,0.98882,0.98913,2022-11-28 11:00:00,0.98738,0.9750500000000001,0.9956551677852349,2023-01-11 12:00:00,0.9956551677852349,loss,-1.0
3D,H1,EURCHF,short,2023-02-13,2023-02-16,0.98733,0.99256,0.005229999999999957,2023-02-17 10:00:00,2023-02-17 11:00:00,0.99249,0.99256,2023-02-26 23:00:00,0.9924,0.9821000000000001,0.9993127516778522,2023-03-01 07:00:00,0.9993127516778522,loss,-1.0
3D,H1,EURCHF,long,2023-04-12,2023-04-17,0.97996,0.98278,0.0028199999999999337,2023-04-13 12:00:00,2023-04-13 13:00:00,0.97996,0.97999,2023-04-20 12:00:00,0.9803,0.9855999999999999,0.9753,2023-04-27 07:00:00,0.9855999999999999,win,1.0599999999999943
3D,H1,EURCHF,long,2023-04-20,2023-04-25,0.97768,0.9805,0.0028200000000000447,2023-04-25 09:00:00,2023-04-25 10:00:00,0.97768,0.97782,2023-05-04 00:00:00,0.97784,0.9833200000000001,0.97284,2023-05-05 08:00:00,0.9833200000000001,win,1.096000000000008
3D,H1,EURCHF,long,2023-07-10,2023-07-13,0.9608,0.9658,0.0050000000000000044,2023-07-13 14:00:00,2023-07-13 15:00:00,0.9608,0.96165,2023-07-19 06:00:00,0.96203,0.9708,0.9561440939597317,2023-07-25 14:00:00,0.9561440939597317,loss,-1.0
3D,H1,EURCHF,long,2024-04-18,2024-04-23,0.95651,0.97168,0.015170000000000017,2024-04-19 08:00:00,2024-04-19 09:00:00,0.9657,0.96707,2024-06-04 17:00:00,0.96778,0.98685,0.9549813422818791,2024-06-14 08:00:00,0.9549813422818791,loss,-1.0
3D,H1,EURCHF,short,2024-04-26,2024-05-01,0.98067,0.98372,0.003049999999999997,2024-05-01 18:00:00,2024-05-01 19:00:00,0.9832,0.98372,2024-05-16 13:00:00,0.98318,0.97762,0.9881800000000001,2024-05-17 20:00:00,0.9881800000000001,loss,-1.0
