pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCHF,13,2,11,-0.6321538461538475,15.384615384615385,1.3909999999999911,-1.0
AUDJPY,11,4,7,-0.14654545454545315,36.36363636363637,1.347000000000004,-1.0
AUDNZD,8,2,6,-0.3775,25.0,1.49,-1.0
AUDUSD,9,1,8,-0.7233333333333333,11.11111111111111,1.49,-1.0
CADCHF,9,4,5,0.08200000000000274,44.44444444444444,1.4345000000000063,-1.0
CADJPY,7,2,5,-0.28857142857142853,28.57142857142857,1.49,-1.0
CHFJPY,8,1,7,-0.68875,12.5,1.49,-1.0
EURAUD,11,7,4,0.5742632863052954,63.63636363636363,1.4738423070511786,-1.0
EURCAD,7,4,3,0.37457142857142817,57.14285714285714,1.4054999999999993,-1.0
EURCHF,4,2,2,0.1438678678678728,50.0,1.2877357357357457,-1.0
EURGBP,9,3,6,-0.2068888888888922,33.33333333333333,1.3793333333333235,-1.0
EURJPY,7,2,5,-0.308857142857145,28.57142857142857,1.4189999999999925,-1.0
EURNZD,14,10,4,0.7785714285714286,71.42857142857143,1.4899999999999998,-1.0
EURUSD,10,1,9,-0.7938000000000015,10.0,1.0619999999999852,-1.0
GBPAUD,18,6,12,-0.21209598368916038,33.33333333333333,1.3637120489325187,-1.0
GBPCAD,16,6,10,-0.06625,37.5,1.49,-1.0
GBPCHF,10,4,6,-0.01459999999999484,40.0,1.463500000000013,-1.0
GBPJPY,16,6,10,-0.06625000000000002,37.5,1.49,-1.0
GBPNZD,11,5,6,0.13181818181818178,45.45454545454545,1.49,-1.0
GBPUSD,13,3,10,-0.47711127740858633,23.076923076923077,1.2658511312294591,-1.0
NZDCAD,8,3,5,-0.1634999999999992,37.5,1.2306666666666688,-1.0
NZDCHF,14,4,10,-0.3169999999999997,28.57142857142857,1.390500000000001,-1.0
NZDJPY,5,3,2,0.49399999999999994,60.0,1.49,-1.0
NZDUSD,5,1,4,-0.6092000000000024,20.0,0.9539999999999882,-1.0
USDCAD,2,0,2,-1.0,0.0,,-1.0
USDCHF,4,0,4,-1.0,0.0,,-1.0
USDJPY,17,11,6,0.5910588235294093,64.70588235294117,1.458909090909087,-1.0
ALL,266,97,169,-0.11582634094694283,36.46616541353384,1.4246411681248785,-1.0
