pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
AUDCHF,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
AUDNZD,W,OUTSIDE,H4,H4,1,1,0,1.3814245108259537,100.0,1.3814245108259537,
CADJPY,W,OUTSIDE,H4,H4,2,1,1,0.13144624709365804,50.0,1.262892494187316,-1.0
EURAUD,W,OUTSIDE,H4,H4,2,2,0,1.0832769265412834,100.0,1.0832769265412834,
EURGBP,W,OUTSIDE,H4,H4,1,1,0,1.3241398719482138,100.0,1.3241398719482138,
EURJPY,W,OUTSIDE,H4,H4,1,1,0,1.2278903943378425,100.0,1.2278903943378425,
GBPJPY,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
GBPUSD,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
NZDCAD,W,OUTSIDE,H4,H4,2,2,0,1.0434073385637344,100.0,1.0434073385637344,
NZDCHF,W,OUTSIDE,H4,H4,1,1,0,1.49,100.0,1.49,
NZDJPY,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
NZDUSD,W,OUTSIDE,H4,H4,1,1,0,1.2171829591362426,100.0,1.2171829591362426,
USDCAD,W,OUTSIDE,H4,H4,1,1,0,0.9900514312431872,100.0,0.9900514312431872,
USDJPY,W,OUTSIDE,H4,H4,2,1,1,-0.011333821988093518,50.0,0.977332356023813,-1.0
ALL,ALL,ALL,ALL,ALL,19,12,7,0.37496223936382134,63.1578947368421,1.177023545659384,-1.0
