pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H12,H12,10,2,8,-0.502,20.0,1.49,-1.0
AUDCHF,M,ALL,H12,H12,8,6,2,0.6668343760873658,75.0,1.2224458347831544,-1.0
AUDJPY,M,ALL,H12,H12,12,6,6,0.23073765192655915,50.0,1.4614753038531185,-1.0
AUDNZD,M,ALL,H12,H12,10,5,5,0.1491961777147675,50.0,1.298392355429535,-1.0
AUDUSD,M,ALL,H12,H12,7,3,4,-0.022495682848995915,42.857142857142854,1.2808434066856762,-1.0
CADCHF,M,ALL,H12,H12,9,7,2,0.7776747650433404,77.77777777777779,1.285581840770009,-1.0
CADJPY,M,ALL,H12,H12,6,3,3,0.18630630630630507,50.0,1.3726126126126104,-1.0
CHFJPY,M,ALL,H12,H12,6,4,2,0.5253070502846203,66.66666666666666,1.2879605754269305,-1.0
EURAUD,M,ALL,H12,H12,4,2,2,0.22590471607314855,50.0,1.451809432146297,-1.0
EURCAD,M,ALL,H12,H12,13,7,6,0.2886437351774112,53.84615384615385,1.3931955081866207,-1.0
EURCHF,M,ALL,H12,H12,7,2,5,-0.35385835316414266,28.57142857142857,1.2614957639255007,-1.0
EURGBP,M,ALL,H12,H12,11,6,5,0.25814145300989844,54.54545454545454,1.3065926638514804,-1.0
EURJPY,M,ALL,H12,H12,8,4,4,0.1606447581305193,50.0,1.3212895162610385,-1.0
EURNZD,M,ALL,H12,H12,10,6,4,0.4505600736175889,60.0,1.4176001226959816,-1.0
EURUSD,M,ALL,H12,H12,8,3,5,-0.11563376483279345,37.5,1.3583099604458841,-1.0
NZDCAD,M,ALL,H12,H12,7,7,0,1.385178605840532,100.0,1.385178605840532,
NZDCHF,M,ALL,H12,H12,8,4,4,0.245,50.0,1.49,-1.0
NZDJPY,M,ALL,H12,H12,8,2,6,-0.4616065546772067,25.0,1.1535737812911733,-1.0
NZDUSD,M,ALL,H12,H12,8,5,3,0.4947865376405299,62.5,1.3916584602248476,-1.0
USDCAD,M,ALL,H12,H12,9,6,3,0.4930775251688677,66.66666666666666,1.2396162877533015,-1.0
USDCHF,M,ALL,H12,H12,8,5,3,0.5562499999999999,62.5,1.49,-1.0
USDJPY,M,ALL,H12,H12,15,3,12,-0.502,20.0,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,192,98,94,0.20234574635512814,51.041666666666664,1.355616156124333,-1.0
