mode,ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed
2W,D1,AUDCAD,long,2023-02-27,2023-03-13,0.90459,0.91,0.005410000000000026,2023-03-07,2023-03-08,0.90459,0.90518,2023-03-30,0.90766,0.9154100000000001,0.9024586577181208,2023-04-03,0.9024586577181208,loss,-1.0
2W,D1,AUDCAD,long,2024-07-29,2024-08-12,0.88536,0.90158,0.016220000000000012,2024-08-07,2024-08-08,0.89505,0.89568,2024-12-20,0.89868,0.9178000000000001,0.883738,2025-04-04,0.883738,loss,-1.0
2W,D1,AUDCAD,long,2024-12-16,2024-12-30,0.88922,0.89627,0.007050000000000001,2024-12-31,2025-01-02,0.88922,0.88957,2025-01-09,0.89172,0.90332,0.883934765100671,2025-01-21,0.90332,win,1.49
2W,D1,AUDCAD,short,2021-01-04,2021-01-18,0.9807,0.99012,0.009419999999999984,2021-01-28,2021-01-29,0.98554,0.98584,2021-02-12,0.9852,0.97128,0.9945422818791946,2021-02-22,0.9945422818791946,loss,-1.0
2W,D1,AUDCAD,short,2022-03-28,2022-04-11,0.93793,0.95162,0.01368999999999998,2022-04-05,2022-04-06,0.94902,0.95162,2023-01-27,0.9463,0.9242400000000001,0.9611053691275168,2023-02-06,0.9242400000000001,win,1.49
2W,D1,AUDCAD,short,2024-09-09,2024-09-23,0.92237,0.93772,0.015349999999999975,2024-10-02,2024-10-03,0.93018,0.93202,2024-10-11,0.92928,0.90702,0.9442195973154363,2024-11-13,0.90702,win,1.49
2W,D1,AUDCHF,long,2021-08-16,2021-08-30,0.65134,0.66636,0.015019999999999922,2021-08-20,2021-08-23,0.65134,0.65292,2021-11-30,0.65468,0.6813799999999999,0.6367605369127518,2022-03-07,0.6813799999999999,win,1.49
2W,D1,AUDCHF,long,2022-04-11,2022-04-25,0.68227,0.69326,0.010989999999999944,2022-04-26,2022-04-27,0.68506,0.68524,2022-05-12,0.68757,0.7042499999999999,0.6763753691275168,2022-06-08,0.7042499999999999,win,1.49
2W,D1,AUDCHF,long,2023-11-06,2023-11-20,0.57251,0.57702,0.004510000000000014,2023-11-10,2023-11-13,0.57251,0.57316,2023-12-05,0.57327,0.58153,0.567726375838926,2023-12-13,0.58153,win,1.49
2W,D1,AUDCHF,short,2021-08-30,2021-09-13,0.67519,0.68254,0.007350000000000079,2021-09-13,2021-09-14,0.67996,0.68012,2021-10-08,0.6777,0.6678399999999999,0.6843174496644295,2021-10-12,0.6843174496644295,loss,-1.0
2W,D1,AUDJPY,long,2021-08-16,2021-08-30,77.896,80.34,2.4440000000000026,2021-08-30,2021-08-31,79.98,80.074,2021-09-15,80.207,82.784,77.6516,2021-10-11,82.784,win,1.0084526884245208
2W,D1,AUDJPY,long,2022-09-26,2022-10-10,90.846,92.531,1.6850000000000023,2022-10-14,2022-10-17,92.109,92.128,2022-12-01,92.194,94.21600000000001,90.67750000000001,2022-12-20,90.67750000000001,loss,-1.0
2W,D1,AUDJPY,long,2024-01-29,2024-02-12,95.502,97.39,1.8880000000000052,2024-02-13,2024-02-14,97.068,97.16,2024-03-11,97.182,99.278,95.3132,2024-03-20,99.278,win,1.1215753424657509
2W,D1,AUDNZD,long,2020-08-17,2020-08-31,1.08154,1.0924,0.010860000000000092,2020-09-04,2020-09-07,1.08248,1.08341,2020-09-16,1.08516,1.1032600000000001,1.0730123489932883,2020-09-25,1.0730123489932883,loss,-1.0
2W,D1,AUDNZD,short,2020-02-03,2020-02-17,1.04347,1.05055,0.007080000000000197,2020-02-18,2020-02-19,1.0477,1.04792,2020-03-02,1.0447,1.0363899999999997,1.051258,2020-03-04,1.051258,loss,-1.0
2W,D1,AUDNZD,short,2022-01-31,2022-02-14,1.07374,1.07968,0.005940000000000056,2022-02-15,2022-02-16,1.07907,1.07968,2022-03-03,1.07774,1.0677999999999999,1.0844111409395973,2022-03-08,1.0677999999999999,win,1.49
