pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,ALL,H4,H4,6,4,2,0.5327358787422635,66.66666666666666,1.2991038181133951,-1.0
AUDCHF,W,ALL,H4,H4,11,7,4,0.4138458966530564,63.63636363636363,1.2217578375976597,-1.0
AUDJPY,W,ALL,H4,H4,13,8,5,0.3771393064418185,61.53846153846154,1.237851372967955,-1.0
AUDNZD,W,ALL,H4,H4,6,2,4,-0.2547888659985801,33.33333333333333,1.2356334020042596,-1.0
AUDUSD,W,ALL,H4,H4,5,4,1,0.7402370585382265,80.0,1.175296323172783,-1.0
CADCHF,W,ALL,H4,H4,14,6,8,-0.0510658211443783,42.857142857142854,1.2141797506631173,-1.0
CADJPY,W,ALL,H4,H4,17,11,6,0.39225556574427917,64.70588235294117,1.1516676925138862,-1.0
CHFJPY,W,ALL,H4,H4,17,12,5,0.5185611375055968,70.58823529411765,1.1512949447995955,-1.0
EURAUD,W,ALL,H4,H4,6,3,3,0.16151865293928738,50.0,1.323037305878575,-1.0
EURCAD,W,ALL,H4,H4,12,8,4,0.45348740100132107,66.66666666666666,1.180231101501982,-1.0
EURCHF,W,ALL,H4,H4,7,6,1,0.8664897049301407,85.71428571428571,1.1775713224184974,-1.0
EURGBP,W,ALL,H4,H4,12,5,7,-0.11427026336854097,41.66666666666667,1.1257513679155016,-1.0
EURJPY,W,ALL,H4,H4,11,6,5,0.22150181834725172,54.54545454545454,1.239420000303295,-1.0
EURNZD,W,ALL,H4,H4,14,8,6,0.22664643966315076,57.14285714285714,1.1466312694105139,-1.0
EURUSD,W,ALL,H4,H4,10,4,6,-0.11908513198973317,40.0,1.202287170025667,-1.0
GBPAUD,W,ALL,H4,H4,8,2,6,-0.4526545613157299,25.0,1.1893817547370804,-1.0
GBPCAD,W,ALL,H4,H4,11,4,7,-0.21056845014074754,36.36363636363637,1.1709367621129443,-1.0
GBPCHF,W,ALL,H4,H4,11,6,5,0.15357657352565882,54.54545454545454,1.1148903847970413,-1.0
GBPJPY,W,ALL,H4,H4,11,4,7,-0.2175277924431966,36.36363636363637,1.1517985707812093,-1.0
GBPNZD,W,ALL,H4,H4,13,4,9,-0.3183134859152803,30.76923076923077,1.2154811707753392,-1.0
GBPUSD,W,ALL,H4,H4,11,3,8,-0.380685718781846,27.27272727272727,1.2708190311332315,-1.0
NZDCAD,W,ALL,H4,H4,9,5,4,0.21455364945911579,55.55555555555556,1.1861965690264085,-1.0
NZDCHF,W,ALL,H4,H4,6,2,4,-0.2453235711502638,33.33333333333333,1.2640292865492087,-1.0
NZDJPY,W,ALL,H4,H4,11,6,5,0.23131824422381514,54.54545454545454,1.2574167810769945,-1.0
NZDUSD,W,ALL,H4,H4,8,6,2,0.5288146505436313,75.0,1.038419534058175,-1.0
USDCAD,W,ALL,H4,H4,10,3,7,-0.2882579872443104,30.0,1.3724733758522987,-1.0
USDCHF,W,ALL,H4,H4,7,4,3,0.1791155818865932,57.14285714285714,1.0634522683015382,-1.0
USDJPY,W,ALL,H4,H4,10,2,8,-0.514674584822367,20.0,1.4266270758881645,-1.0
ALL,ALL,ALL,ALL,ALL,287,145,142,0.106650806983166,50.522648083623686,1.1904053903735767,-1.0
