pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H12,D1,9,2,7,-0.4466666666666666,22.22222222222222,1.49,-1.0
AUDCHF,M,ALL,H12,D1,8,6,2,0.7461676249361353,75.0,1.3282234999148472,-1.0
AUDJPY,M,ALL,H12,D1,10,5,5,0.21292248229395327,50.0,1.4258449645879065,-1.0
AUDNZD,M,ALL,H12,D1,9,5,4,0.3086882458503738,55.55555555555556,1.355638842530673,-1.0
AUDUSD,M,ALL,H12,D1,7,3,4,-0.003501721554625676,42.857142857142854,1.3251626497058735,-1.0
CADCHF,M,ALL,H12,D1,10,8,2,0.8425164850863573,80.0,1.3031456063579467,-1.0
CADJPY,M,ALL,H12,D1,6,3,3,0.18630630630630507,50.0,1.3726126126126104,-1.0
CHFJPY,M,ALL,H12,D1,6,3,3,0.1103070502846204,50.0,1.2206141005692408,-1.0
EURAUD,M,ALL,H12,D1,4,3,1,0.7170394678461963,75.0,1.2893859571282618,-1.0
EURCAD,M,ALL,H12,D1,13,7,6,0.2562357485936444,53.84615384615385,1.333009247388197,-1.0
EURCHF,M,ALL,H12,D1,8,3,5,-0.18462605901862333,37.5,1.1743305092836709,-1.0
EURGBP,M,ALL,H12,D1,10,5,5,0.1752599461369742,50.0,1.3505198922739485,-1.0
EURJPY,M,ALL,H12,D1,7,3,4,-0.04770068511223147,42.857142857142854,1.2220317347381267,-1.0
EURNZD,M,ALL,H12,D1,7,4,3,0.30570352707209203,57.14285714285714,1.284981172376161,-1.0
EURUSD,M,ALL,H12,D1,8,3,5,-0.11563376483279345,37.5,1.3583099604458841,-1.0
NZDCAD,M,ALL,H12,D1,9,7,2,0.804950354832614,77.77777777777779,1.320650456213361,-1.0
NZDCHF,M,ALL,H12,D1,9,3,6,-0.17,33.33333333333333,1.49,-1.0
NZDJPY,M,ALL,H12,D1,7,2,5,-0.3786879576565861,28.57142857142857,1.1745921482019488,-1.0
NZDUSD,M,ALL,H12,D1,5,3,2,0.4315435620663054,60.0,1.3859059367771758,-1.0
USDCAD,M,ALL,H12,D1,8,5,3,0.4264719977441495,62.5,1.2823551963906392,-1.0
USDCHF,M,ALL,H12,D1,8,5,3,0.5389512936960958,62.5,1.4623220699137534,-1.0
USDJPY,M,ALL,H12,D1,12,2,10,-0.585,16.666666666666664,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,180,90,90,0.16843165540966243,50.0,1.3368633108193249,-1.0
