mode,wd_variant,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,exit_reason,wickdiff_file,dyn_min_sl_pips,VOL,max_hold_days,RR_MIN,RR_MAX,active_trades_at_entry
3D,ALL,H4,H4,CADCHF,long,2017-10-05,2017-10-10,0.77681,0.78069,0.0038799999999999946,2017-10-11 09:00:00,2017-10-11 13:00:00,0.77681,0.7775,2017-10-16 13:00:00,0.777645,0.78457,0.7708156818181818,2017-10-18 09:00:00,0.78457,win,1.0140104495989826,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.2931818181818,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,CHFJPY,short,2017-10-10,2017-10-13,115.108,115.666,0.5579999999999927,2017-10-12 01:00:00,2017-10-12 05:00:00,115.594,115.666,2017-10-20 05:00:00,115.33,114.55000000000001,116.09665909090909,2017-10-26 09:00:00,114.55000000000001,win,1.0174013577209067,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,76.66590909090927,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,EURUSD,long,2017-10-26,2017-10-31,1.15739,1.16517,0.00778000000000012,2017-10-27 13:00:00,2017-10-27 17:00:00,1.15739,1.15847,2017-11-06 10:00:00,1.15855,1.1729500000000002,1.1474730769230768,2017-11-14 10:00:00,1.1729500000000002,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,85.02121212121203,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,CHFJPY,long,2017-11-08,2017-11-13,113.29,113.981,0.6909999999999883,2017-11-09 06:00:00,2017-11-09 10:00:00,113.29,113.31,2017-11-17 14:00:00,113.3375,114.67199999999998,112.31096153846156,2017-12-01 14:00:00,114.67199999999998,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.22575757575775,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,EURCHF,short,2017-11-16,2017-11-21,1.16562,1.17231,0.006689999999999863,2017-11-17 02:00:00,2017-11-17 06:00:00,1.17216,1.17231,2017-11-27 14:00:00,1.168055,1.1589300000000002,1.1750742307692308,2017-12-26 10:00:00,1.1750742307692308,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,60.76818181818187,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,CADCHF,long,2017-08-24,2017-08-29,0.75598,0.763735,0.007755000000000067,2017-08-31 01:00:00,2017-08-31 05:00:00,0.76076,0.76214,2017-11-30 14:00:00,0.762915,0.7714900000000001,0.7552045,2017-12-01 10:00:00,0.7714900000000001,win,1.112119836586478,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.86287878787874,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,EURUSD,short,2017-11-21,2017-11-24,1.18504,1.19612,0.011079999999999979,2017-11-28 02:00:00,2017-11-28 06:00:00,1.19091,1.19201,2017-11-30 14:00:00,1.189145,1.1739600000000001,1.200825769230769,2017-12-08 06:00:00,1.1739600000000001,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,77.97196969696968,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,EURCAD,long,2017-11-16,2017-11-21,1.4961,1.50416,0.008059999999999956,2017-11-22 18:00:00,2017-11-22 22:00:00,1.50053,1.50062,2017-12-04 10:00:00,1.50119,1.51222,1.4901043181818183,2017-12-07 06:00:00,1.51222,win,0.9949771408655611,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,110.8568181818181,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,CADCHF,short,2017-11-16,2017-11-21,0.774945,0.78028,0.005334999999999979,2017-11-16 14:00:00,2017-11-16 18:00:00,0.78014,0.78028,2017-12-05 10:00:00,0.77897,0.76961,0.78617,2017-12-11 10:00:00,0.76961,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.52954545454541,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,GBPAUD,short,2017-11-29,2017-12-04,1.77054,1.79096,0.020420000000000105,2017-12-04 10:00:00,2017-12-04 14:00:00,1.77979,1.78004,2017-12-07 10:00:00,1.777885,1.75012,1.7992426923076923,2017-12-08 02:00:00,1.7992426923076923,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,158.4363636363637,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,EURCHF,short,2017-11-24,2017-11-29,1.16531,1.17372,0.008410000000000029,2017-12-01 10:00:00,2017-12-01 14:00:00,1.1708,1.17156,2017-12-07 10:00:00,1.16961,1.1569,1.1793869230769232,2018-01-07 22:00:00,1.17253,loss,-0.2986624704956762,time_stop,wickdiffs_3D_H4_ALL_20260121_202249.csv,60.36363636363643,1.0,30,0.9,1.3,5
3D,ALL,H4,H4,AUDCHF,short,2017-12-04,2017-12-07,0.748685,0.7545,0.005814999999999904,2017-12-08 10:00:00,2017-12-08 14:00:00,0.74891,0.74972,2017-12-12 06:00:00,0.748795,0.7428700000000001,0.7550815,2017-12-13 22:00:00,0.7550815,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.50606060606069,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,GBPAUD,long,2017-12-04,2017-12-07,1.749,1.77047,0.021469999999999878,2017-12-05 06:00:00,2017-12-05 10:00:00,1.749,1.75274,2017-12-13 18:00:00,1.75675,1.7919399999999999,1.7296807692307694,2017-12-26 14:00:00,1.7296807692307694,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,162.009090909091,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,EURNZD,long,2017-11-03,2017-11-08,1.66296,1.67871,0.01574999999999993,2017-11-10 10:00:00,2017-11-10 14:00:00,1.67672,1.67774,2017-12-15 02:00:00,1.678415,1.6944599999999999,1.6613850000000001,2017-12-19 18:00:00,1.6944599999999999,win,0.9421608925425707,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,155.830303030303,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,NZDJPY,short,2017-12-07,2017-12-12,78.4795,79.215,0.7355000000000018,2017-12-14 06:00:00,2017-12-14 10:00:00,78.956,79.01,2017-12-15 14:00:00,78.908,77.744,79.80338461538462,2017-12-27 02:00:00,79.80338461538462,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.50227272727274,1.0,30,0.9,1.3,5
3D,ALL,H4,H4,CADCHF,long,2017-12-07,2017-12-12,0.76617,0.771355,0.005184999999999995,2017-12-14 02:00:00,2017-12-14 06:00:00,0.7672,0.76809,2017-12-15 18:00:00,0.770135,0.77654,0.7643052272727273,2017-12-19 14:00:00,0.7643052272727273,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,58.29772727272724,1.0,30,0.9,1.3,6
3D,ALL,H4,H4,NZDUSD,short,2017-12-12,2017-12-15,0.69836,0.70337,0.00501000000000007,2017-12-19 06:00:00,2017-12-19 10:00:00,0.7018,0.7019,2017-12-20 22:00:00,0.70018,0.6933499999999999,0.7065632575757576,2017-12-27 06:00:00,0.7065632575757576,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,63.83257575757581,1.0,30,0.9,1.3,5
3D,ALL,H4,H4,USDCAD,long,2017-12-12,2017-12-15,1.27139,1.279775,0.008385000000000087,2017-12-15 06:00:00,2017-12-15 10:00:00,1.2739,1.27472,2017-12-21 10:00:00,1.27549,1.2881600000000002,1.265743846153846,2017-12-27 06:00:00,1.265743846153846,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,85.03863636363633,1.0,30,0.9,1.3,6
3D,ALL,H4,H4,AUDNZD,long,2017-12-20,2017-12-25,1.09275,1.09862,0.00586999999999982,2017-12-26 18:00:00,2017-12-26 22:00:00,1.09727,1.09737,2017-12-29 06:00:00,1.09781,1.1044899999999997,1.0907977272727272,2018-01-03 14:00:00,1.1044899999999997,win,0.9526155441757667,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,70.12272727272727,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDCAD,long,2017-12-20,2017-12-25,0.97754,0.98165,0.004110000000000058,2017-12-21 14:00:00,2017-12-21 18:00:00,0.97832,0.97859,2017-12-29 06:00:00,0.97979,0.9857600000000001,0.9740181818181819,2018-01-05 10:00:00,0.9740181818181819,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.71818181818187,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,NZDCHF,short,2017-12-25,2017-12-28,0.69612,0.70049,0.004369999999999985,2017-12-27 22:00:00,2017-12-28 02:00:00,0.69773,0.69801,2018-01-04 18:00:00,0.69735,0.69175,0.702997196969697,2018-01-09 06:00:00,0.702997196969697,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.47196969696967,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,EURJPY,short,2018-01-12,2018-01-17,135.4365,136.312,0.8755000000000166,2018-01-18 10:00:00,2018-01-18 14:00:00,136.155,136.312,2018-01-22 22:00:00,136.137,134.56099999999998,137.34930769230772,2018-01-26 14:00:00,134.56099999999998,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,93.2689393939396,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,EURUSD,short,2018-01-12,2018-01-17,1.226065,1.23236,0.0062949999999999395,2018-01-19 06:00:00,2018-01-19 10:00:00,1.22842,1.22958,2018-01-23 14:00:00,1.22792,1.21977,1.2356682575757574,2018-01-24 10:00:00,1.2356682575757574,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,77.48257575757563,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,USDCAD,long,2018-01-12,2018-01-17,1.23622,1.243475,0.0072550000000000114,2018-01-19 06:00:00,2018-01-19 10:00:00,1.23998,1.24058,2018-01-24 02:00:00,1.240695,1.2507300000000001,1.2319341666666668,2018-01-24 10:00:00,1.2319341666666668,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,87.60833333333345,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,EURUSD,short,2018-01-22,2018-01-25,1.240795,1.25378,0.012984999999999802,2018-01-26 14:00:00,2018-01-26 18:00:00,1.2448,1.24505,2018-01-30 10:00:00,1.24454,1.2278100000000003,1.2574092307692306,2018-02-07 14:00:00,1.2278100000000003,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,81.14848484848469,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,NZDUSD,short,2018-01-22,2018-01-25,0.73386,0.744,0.010140000000000038,2018-01-25 02:00:00,2018-01-25 06:00:00,0.73899,0.73926,2018-01-31 02:00:00,0.738825,0.7237199999999999,0.7504442307692307,2018-02-07 18:00:00,0.7237199999999999,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,60.01666666666672,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDCAD,long,2018-01-22,2018-01-25,0.99143,0.99568,0.004249999999999976,2018-01-25 18:00:00,2018-01-25 22:00:00,0.99143,0.99164,2018-01-31 18:00:00,0.99203,0.99993,0.9859530769230769,2018-02-01 06:00:00,0.9859530769230769,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,59.09545454545457,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,EURCAD,short,2018-01-22,2018-01-25,1.532075,1.54156,0.009484999999999966,2018-01-25 14:00:00,2018-01-25 18:00:00,1.54023,1.54156,2018-02-02 10:00:00,1.53957,1.52259,1.5526315384615386,2018-02-05 14:00:00,1.5526315384615386,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,110.5674242424243,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,AUDCAD,long,2018-01-30,2018-02-02,0.98068,0.986125,0.005445000000000033,2018-02-02 18:00:00,2018-02-04 22:00:00,0.98206,0.98207,2018-02-07 22:00:00,0.98322,0.9915700000000001,0.976796923076923,2018-02-14 18:00:00,0.9915700000000001,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.01666666666667,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,NZDCHF,long,2018-01-30,2018-02-02,0.67574,0.68532,0.009580000000000033,2018-02-05 22:00:00,2018-02-06 02:00:00,0.67576,0.6759,2018-02-08 14:00:00,0.676225,0.6949000000000001,0.6618596153846152,2018-03-11 21:00:00,0.69308,win,1.1733065595716174,time_stop,wickdiffs_3D_H4_ALL_20260121_202249.csv,59.19621212121216,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,USDJPY,long,2018-02-15,2018-02-20,105.548,106.594,1.0459999999999923,2018-02-19 14:00:00,2018-02-19 18:00:00,106.495,106.522,2018-02-23 14:00:00,106.564,107.63999999999999,105.4434,2018-02-27 14:00:00,107.63999999999999,win,0.9601998929145076,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,79.83939393939394,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,NZDUSD,long,2018-02-23,2018-02-28,0.71864,0.7236,0.0049600000000000755,2018-03-02 14:00:00,2018-03-02 18:00:00,0.72189,0.72212,2018-03-05 02:00:00,0.7222,0.7285600000000001,0.7156972727272727,2018-03-06 10:00:00,0.7285600000000001,win,0.9780511673423941,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,65.02727272727284,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,EURAUD,short,2018-02-28,2018-03-05,1.58681,1.59779,0.01097999999999999,2018-03-07 06:00:00,2018-03-07 10:00:00,1.59242,1.59296,2018-03-08 10:00:00,1.58969,1.57583,1.600456515151515,2018-03-09 10:00:00,1.57583,win,1.2873246175713138,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,107.6651515151514,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,CADCHF,short,2018-02-23,2018-02-28,0.734995,0.74177,0.0067750000000000865,2018-02-23 18:00:00,2018-02-25 22:00:00,0.74142,0.74146,2018-03-09 10:00:00,0.739115,0.7282199999999999,0.7474957692307693,2018-03-13 17:00:00,0.7282199999999999,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,62.98106060606057,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDUSD,long,2018-02-28,2018-03-05,0.77128,0.77627,0.00499000000000005,2018-03-01 14:00:00,2018-03-01 18:00:00,0.77158,0.77246,2018-03-16 13:00:00,0.772985,0.7812600000000001,0.766565303030303,2018-03-28 05:00:00,0.766565303030303,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,64.19696969696973,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,USDJPY,long,2018-03-13,2018-03-16,105.604,106.333,0.7289999999999992,2018-03-19 21:00:00,2018-03-20 01:00:00,105.93,105.984,2018-03-21 17:00:00,106.0495,107.062,105.24297727272727,2018-03-22 21:00:00,105.24297727272727,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,80.65227272727277,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,GBPCAD,short,2018-03-16,2018-03-21,1.82972,1.84164,0.01191999999999993,2018-03-20 05:00:00,2018-03-20 09:00:00,1.83754,1.83808,2018-03-26 13:00:00,1.83234,1.8178,1.846209090909091,2018-03-27 09:00:00,1.8178,win,1.0483744100681698,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,138.6909090909091,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,GBPJPY,short,2018-03-16,2018-03-21,149.133,150.312,1.179000000000002,2018-03-22 05:00:00,2018-03-22 09:00:00,149.99,150.203,2018-03-26 17:00:00,149.9865,147.954,151.54996153846153,2018-04-10 05:00:00,151.54996153846153,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,146.0545454545456,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,CADJPY,short,2018-03-16,2018-03-21,81.5035,82.406,0.9025000000000034,2018-03-22 05:00:00,2018-03-22 09:00:00,82.318,82.381,2018-03-27 01:00:00,82.3145,80.601,83.63257692307691,2018-04-04 17:00:00,83.63257692307691,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,84.61818181818171,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,USDCAD,long,2018-03-21,2018-03-26,1.28148,1.289605,0.008124999999999938,2018-03-27 01:00:00,2018-03-27 05:00:00,1.28148,1.28285,2018-04-03 09:00:00,1.283165,1.2977299999999998,1.2719611538461537,2018-04-09 13:00:00,1.2719611538461537,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,94.37272727272718,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,EURGBP,long,2018-03-21,2018-03-26,0.86682,0.874125,0.007305000000000006,2018-03-26 05:00:00,2018-03-26 09:00:00,0.871695,0.87222,2018-04-03 13:00:00,0.872675,0.88143,0.8659403846153846,2018-04-12 13:00:00,0.8659403846153846,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,54.78484848484841,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,USDCAD,long,2018-04-06,2018-04-11,1.25445,1.26,0.005549999999999944,2018-04-13 05:00:00,2018-04-13 09:00:00,1.2552,1.25598,2018-04-16 21:00:00,1.25652,1.26555,1.2470931818181819,2018-04-18 13:00:00,1.26555,win,0.9579053956314066,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,94.2681818181817,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,GBPUSD,short,2018-04-11,2018-04-16,1.42364,1.4377,0.014059999999999961,2018-04-18 09:00:00,2018-04-18 13:00:00,1.42394,1.42468,2018-04-19 09:00:00,1.42379,1.40958,1.439106,2018-04-19 17:00:00,1.40958,win,0.9277879341864543,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,123.5439393939395,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,USDJPY,short,2018-02-02,2018-02-07,109.562,110.483,0.9210000000000065,2018-02-08 06:00:00,2018-02-08 10:00:00,109.766,109.784,2018-05-01 13:00:00,109.586,108.64099999999999,110.5751,2018-05-17 05:00:00,110.5751,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,78.5893939393939,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,AUDNZD,short,2018-04-24,2018-04-27,1.06965,1.07292,0.003270000000000106,2018-04-26 01:00:00,2018-04-26 05:00:00,1.07272,1.07292,2018-05-03 01:00:00,1.07228,1.0663799999999999,1.0786675757575757,2018-05-09 05:00:00,1.0663799999999999,win,0.9236681056976169,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,63.87575757575753,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,NZDJPY,long,2018-05-02,2018-05-07,75.908,76.58,0.671999999999997,2018-05-08 13:00:00,2018-05-08 17:00:00,75.908,75.931,2018-05-10 01:00:00,75.98,77.252,75.00153846153847,2018-05-22 05:00:00,77.252,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,71.8424242424243,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,USDCHF,long,2018-05-10,2018-05-15,0.99576,1.00043,0.004669999999999952,2018-05-14 09:00:00,2018-05-14 13:00:00,0.99576,0.99632,2018-05-18 13:00:00,0.99664,1.0050999999999999,0.9901323076923078,2018-05-23 05:00:00,0.9901323076923078,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.86363636363637,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,GBPJPY,long,2018-05-10,2018-05-15,147.484,148.636,1.1519999999999868,2018-05-16 09:00:00,2018-05-16 13:00:00,148.188,148.19,2018-05-23 01:00:00,148.238,149.78799999999998,146.92536363636364,2018-05-23 05:00:00,146.92536363636364,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,131.2636363636364,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDCHF,long,2018-05-15,2018-05-18,0.7457,0.7521,0.006399999999999961,2018-05-18 13:00:00,2018-05-18 17:00:00,0.74758,0.74857,2018-05-23 01:00:00,0.74944,0.7585,0.7424707692307693,2018-05-29 17:00:00,0.7424707692307693,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.73787878787881,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,NZDCHF,long,2018-03-21,2018-03-26,0.68178,0.685505,0.0037249999999999783,2018-03-23 01:00:00,2018-03-23 05:00:00,0.68226,0.6825,2018-05-23 05:00:00,0.68423,0.68923,0.6790115909090909,2018-05-23 17:00:00,0.68923,win,0.9581464221941569,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,52.18409090909086,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDCHF,long,2018-05-23,2018-05-28,0.7395,0.74712,0.00761999999999996,2018-05-30 09:00:00,2018-05-30 13:00:00,0.74412,0.74448,2018-05-31 13:00:00,0.74498,0.75474,0.7374723076923076,2018-06-04 13:00:00,0.75474,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,59.09242424242427,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,EURGBP,long,2018-05-23,2018-05-28,0.86978,0.87606,0.006279999999999952,2018-05-30 09:00:00,2018-05-30 13:00:00,0.87319,0.87373,2018-06-01 13:00:00,0.87396,0.8823399999999999,0.8675138461538462,2018-06-07 09:00:00,0.8823399999999999,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,49.73560606060612,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,CADJPY,long,2018-06-05,2018-06-08,83.86,84.57,0.7099999999999937,2018-06-11 09:00:00,2018-06-11 13:00:00,84.371,84.42,2018-06-14 17:00:00,84.423,85.27999999999999,83.61834848484848,2018-06-18 01:00:00,83.61834848484848,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,80.46515151515146,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,AUDJPY,long,2018-05-28,2018-05-31,81.029,82.526,1.4969999999999999,2018-05-31 13:00:00,2018-05-31 17:00:00,82.038,82.073,2018-06-17 21:00:00,82.175,84.023,80.75346153846154,2018-06-19 05:00:00,80.75346153846154,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,78.64621212121217,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,GBPNZD,long,2018-06-08,2018-06-13,1.893,1.90882,0.015819999999999945,2018-06-15 01:00:00,2018-06-15 05:00:00,1.90435,1.90485,2018-06-18 09:00:00,1.90522,1.92464,1.8900256818181818,2018-06-21 01:00:00,1.92464,win,1.27810934111136,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,151.9431818181818,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDJPY,long,2018-06-18,2018-06-21,80.63,81.31,0.6800000000000068,2018-06-25 13:00:00,2018-06-25 17:00:00,80.988,80.992,2018-06-26 01:00:00,81.14,81.99000000000001,80.36988636363637,2018-06-29 13:00:00,81.99000000000001,win,1.10373321528701,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,77.01136363636371,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,NZDCHF,long,2018-02-28,2018-03-05,0.67474,0.679365,0.00462499999999999,2018-03-05 06:00:00,2018-03-05 10:00:00,0.67494,0.67574,2018-06-27 01:00:00,0.67588,0.68399,0.6696415384615385,2018-07-02 05:00:00,0.6696415384615385,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,53.68106060606056,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,AUDCAD,long,2018-06-18,2018-06-21,0.9739,0.98065,0.006750000000000034,2018-06-21 05:00:00,2018-06-21 09:00:00,0.97876,0.97948,2018-06-27 13:00:00,0.97982,0.9874,0.973225,2018-06-28 21:00:00,0.973225,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.43939393939394,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,AUDJPY,short,2018-06-21,2018-06-26,81.381,81.936,0.5550000000000068,2018-06-22 09:00:00,2018-06-22 13:00:00,81.902,81.936,2018-06-29 05:00:00,81.862,80.826,82.65892307692307,2018-07-09 09:00:00,82.65892307692307,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,74.8583333333334,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,NZDUSD,long,2016-05-24,2016-05-27,0.667575,0.67399,0.0064149999999999485,2016-05-30 17:00:00,2016-05-30 21:00:00,0.66887,0.66896,2018-07-03 01:00:00,0.67,0.6804049999999999,0.661996153846154,2018-07-06 01:00:00,0.6804049999999999,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,56.36287878787879,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,NZDCAD,short,2018-07-04,2018-07-09,0.89412,0.8993,0.005179999999999962,2018-07-10 13:00:00,2018-07-10 17:00:00,0.89728,0.89766,2018-07-17 01:00:00,0.89631,0.8889400000000001,0.9028253030303031,2018-07-26 09:00:00,0.8889400000000001,win,1.1311829957442825,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,65.15303030303033,1.0,30,0.9,1.3,1
3D,ALL,H4,H4,GBPNZD,long,2018-07-04,2018-07-09,1.9293,1.94245,0.013149999999999995,2018-07-10 01:00:00,2018-07-10 05:00:00,1.93198,1.93396,2018-07-17 09:00:00,1.93428,1.9556,1.91788,2018-08-08 01:00:00,1.91788,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,150.1863636363636,1.0,30,0.9,1.3,2
3D,ALL,H4,H4,NZDUSD,short,2018-07-12,2018-07-17,0.67771,0.68408,0.006369999999999987,2018-07-17 05:00:00,2018-07-17 09:00:00,0.68374,0.68384,2018-07-25 17:00:00,0.68354,0.67134,0.6929246153846154,2018-08-08 21:00:00,0.67134,win,1.3,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.55454545454545,1.0,30,0.9,1.3,3
3D,ALL,H4,H4,GBPNZD,long,2018-07-17,2018-07-20,1.91978,1.93086,0.011079999999999979,2018-07-24 09:00:00,2018-07-24 13:00:00,1.92733,1.92776,2018-07-25 21:00:00,1.92832,1.94194,1.9132572727272728,2018-08-02 09:00:00,1.94194,win,0.9042187217092131,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,150.6272727272728,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,GBPCAD,long,2018-07-17,2018-07-20,1.71682,1.72684,0.010019999999999918,2018-07-20 09:00:00,2018-07-20 13:00:00,1.71682,1.71717,2018-07-26 09:00:00,1.71843,1.7368599999999998,1.7042530769230768,2018-08-01 13:00:00,1.7042530769230768,loss,-1.0,sl,wickdiffs_3D_H4_ALL_20260121_202249.csv,131.4939393939392,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,AUDNZD,long,2018-07-25,2018-07-30,1.08416,1.08978,0.005619999999999958,2018-08-01 09:00:00,2018-08-01 13:00:00,1.08866,1.08878,2018-08-02 01:00:00,1.08886,1.0954,1.083070606060606,2018-08-03 09:00:00,1.0954,win,1.1296519235802145,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.89393939393931,1.0,30,0.9,1.3,4
3D,ALL,H4,H4,AUDUSD,long,2018-07-25,2018-07-30,0.737,0.74015,0.003149999999999986,2018-07-27 05:00:00,2018-07-27 09:00:00,0.737,0.73703,2018-08-02 09:00:00,0.73735,0.7433,0.7310604545454545,2018-08-07 05:00:00,0.7433,win,0.9460143094601468,tp,wickdiffs_3D_H4_ALL_20260121_202249.csv,62.89545454545441,1.0,30,0.9,1.3,4
