mode,wd_variant,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,planned_rr,wickdiff_file,dyn_min_sl_pips,VOL
3D,ALL,H4,H4,AUDCAD,long,2017-02-16,2017-02-21,1.00226,1.007635,0.00537500000000013,2017-02-17 06:00:00,2017-02-17 10:00:00,1.00226,1.00284,2017-02-24 10:00:00,1.00389,1.0130100000000002,0.9966824999999999,2017-02-27 22:00:00,1.0130100000000002,win,1.2653485952133519,1.2653485952133519,wickdiffs_3D_H4_ALL_20260121_202249.csv,72.07500000000005,1.0
3D,ALL,H4,H4,AUDCAD,long,2017-12-20,2017-12-25,0.97754,0.98165,0.004110000000000058,2017-12-21 14:00:00,2017-12-21 18:00:00,0.97832,0.97859,2017-12-29 06:00:00,0.97979,0.9857600000000001,0.9740181818181819,2018-01-05 10:00:00,0.9740181818181819,loss,-1.0,1.0343361159237718,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.71818181818187,1.0
3D,ALL,H4,H4,AUDCAD,long,2018-06-18,2018-06-21,0.9739,0.98065,0.006750000000000034,2018-06-21 05:00:00,2018-06-21 09:00:00,0.97876,0.97948,2018-06-27 13:00:00,0.97982,0.9874,0.973225,2018-06-28 21:00:00,0.973225,loss,-1.0,1.1493555724033375,wickdiffs_3D_H4_ALL_20260121_202249.csv,57.43939393939394,1.0
3D,ALL,H4,H4,AUDCAD,long,2021-03-31,2021-04-05,0.9491,0.9566,0.007499999999999951,2021-04-06 05:00:00,2021-04-06 09:00:00,0.95504,0.95625,2021-04-09 09:00:00,0.95657,0.9641,0.94835,2021-04-14 05:00:00,0.9641,win,0.9160583941605743,0.9160583941605743,wickdiffs_3D_H4_ALL_20260121_202249.csv,61.09999999999997,1.0
3D,ALL,H4,H4,AUDCAD,long,2021-07-27,2021-07-30,0.91464,0.92073,0.00609000000000004,2021-08-02 21:00:00,2021-08-03 01:00:00,0.92006,0.92019,2021-08-10 13:00:00,0.92046,0.9268200000000001,0.914031,2021-08-18 09:00:00,0.914031,loss,-1.0,0.9892673821745583,wickdiffs_3D_H4_ALL_20260121_202249.csv,55.78636363636355,1.0
3D,ALL,H4,H4,AUDCAD,long,2022-07-01,2022-07-06,0.87462,0.88576,0.011140000000000039,2022-07-06 17:00:00,2022-07-06 21:00:00,0.88273,0.88385,2022-07-11 05:00:00,0.88445,0.8969,0.8735059999999999,2022-07-27 17:00:00,0.8969,win,1.137609649122807,1.137609649122807,wickdiffs_3D_H4_ALL_20260121_202249.csv,78.00909090909079,1.0
3D,ALL,H4,H4,AUDCAD,long,2023-10-02,2023-10-05,0.86248,0.86939,0.006909999999999972,2023-10-09 01:00:00,2023-10-09 05:00:00,0.86701,0.86715,2023-10-12 09:00:00,0.86818,0.8763,0.8615236363636363,2023-10-13 13:00:00,0.8615236363636363,loss,-1.0,1.2198852772466564,wickdiffs_3D_H4_ALL_20260121_202249.csv,66.56363636363636,1.0
3D,ALL,H4,H4,AUDCAD,long,2024-01-30,2024-02-02,0.87425,0.87973,0.00548000000000004,2024-02-06 10:00:00,2024-02-06 14:00:00,0.87832,0.87864,2024-02-07 10:00:00,0.87868,0.88521,0.8726278787878788,2024-02-20 10:00:00,0.88521,win,1.0789605447626733,1.0789605447626733,wickdiffs_3D_H4_ALL_20260121_202249.csv,60.52121212121213,1.0
3D,ALL,H4,H4,AUDCAD,long,2024-08-01,2024-08-06,0.88536,0.89818,0.012819999999999943,2024-08-07 21:00:00,2024-08-08 01:00:00,0.89505,0.89569,2024-12-20 10:00:00,0.89749,0.9109999999999999,0.884078,2025-03-10 09:00:00,0.9109999999999999,win,1.0073068893528132,1.0073068893528132,wickdiffs_3D_H4_ALL_20260121_202249.csv,62.34090909090913,1.0
3D,ALL,H4,H4,AUDCAD,short,2019-01-30,2019-02-04,0.94987,0.95804,0.00817000000000001,2019-02-05 02:00:00,2019-02-05 06:00:00,0.95204,0.95236,2019-03-21 01:00:00,0.95,0.9417,0.958857,2019-04-02 13:00:00,0.9417,win,0.9371118889014306,0.9371118889014306,wickdiffs_3D_H4_ALL_20260121_202249.csv,68.78181818181821,1.0
3D,ALL,H4,H4,AUDCAD,short,2020-11-16,2020-11-19,0.95594,0.95923,0.003290000000000015,2020-11-17 06:00:00,2020-11-17 10:00:00,0.95892,0.95923,2020-11-24 06:00:00,0.95884,0.95265,0.9651745454545455,2020-11-30 18:00:00,0.95265,win,0.9771814006888669,0.9771814006888669,wickdiffs_3D_H4_ALL_20260121_202249.csv,63.3454545454546,1.0
