pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H4,H4,8,4,4,0.11142742014298479,50.0,1.2228548402859696,-1.0
AUDCHF,M,ALL,H4,H4,7,6,1,0.8437559877816635,85.71428571428571,1.1510486524119408,-1.0
AUDJPY,M,ALL,H4,H4,5,2,3,-0.12496456737430398,40.0,1.1875885815642402,-1.0
AUDNZD,M,ALL,H4,H4,8,6,2,0.6771526577957363,75.0,1.2362035437276486,-1.0
AUDUSD,M,ALL,H4,H4,5,2,3,-0.08162263353782925,40.0,1.2959434161554269,-1.0
CADCHF,M,ALL,H4,H4,6,5,1,0.8556887936035293,83.33333333333334,1.2268265523242352,-1.0
CADJPY,M,ALL,H4,H4,4,3,1,0.7252454494115166,75.0,1.3003272658820222,-1.0
CHFJPY,M,ALL,H4,H4,5,4,1,0.9092961321668304,80.0,1.386620165208538,-1.0
EURAUD,M,ALL,H4,H4,5,4,1,0.7243414357700745,80.0,1.1554267947125931,-1.0
EURCAD,M,ALL,H4,H4,9,3,6,-0.26443161178937086,33.33333333333333,1.2067051646318874,-1.0
EURCHF,M,ALL,H4,H4,4,2,2,0.05050339218951727,50.0,1.1010067843790345,-1.0
EURGBP,M,ALL,H4,H4,6,4,2,0.45026151635673944,66.66666666666666,1.1753922745351093,-1.0
EURJPY,M,ALL,H4,H4,5,3,2,0.3576392847473821,60.0,1.262732141245637,-1.0
EURNZD,M,ALL,H4,H4,5,5,0,1.13122897377044,100.0,1.13122897377044,
EURUSD,M,ALL,H4,H4,7,4,3,0.1921361225643696,57.14285714285714,1.0862382144876466,-1.0
GBPAUD,M,ALL,H4,H4,6,2,4,-0.2584176307688375,33.33333333333333,1.2247471076934875,-1.0
GBPCAD,M,ALL,H4,H4,9,8,1,0.9585686820481634,88.88888888888889,1.2033897673041838,-1.0
GBPCHF,M,ALL,H4,H4,9,4,5,-0.03891963557762014,44.44444444444444,1.1624308199503548,-1.0
GBPJPY,M,ALL,H4,H4,8,6,2,0.7095336108462789,75.0,1.2793781477950386,-1.0
GBPNZD,M,ALL,H4,H4,5,3,2,0.4013695759701855,60.0,1.335615959950309,-1.0
GBPUSD,M,ALL,H4,H4,9,7,2,0.751899992858379,77.77777777777779,1.2524428479607732,-1.0
NZDCAD,M,ALL,H4,H4,9,5,4,0.30346746231432437,55.55555555555556,1.3462414321657838,-1.0
NZDCHF,M,ALL,H4,H4,4,2,2,0.20315294175360654,50.0,1.406305883507213,-1.0
NZDJPY,M,ALL,H4,H4,6,3,3,0.13669715983427458,50.0,1.273394319668549,-1.0
NZDUSD,M,ALL,H4,H4,7,5,2,0.5781267459059746,71.42857142857143,1.2093774442683645,-1.0
USDCAD,M,ALL,H4,H4,6,2,4,-0.25651052660063955,33.33333333333333,1.2304684201980813,-1.0
USDCHF,M,ALL,H4,H4,7,5,2,0.6755072024294859,71.42857142857143,1.3457100834012803,-1.0
USDJPY,M,ALL,H4,H4,14,3,11,-0.4702343108515329,21.428571428571427,1.4722398826928462,-1.0
ALL,ALL,ALL,ALL,ALL,188,112,76,0.3345315935816316,59.57446808510638,1.2401066035120245,-1.0
