pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H4,H12,15,7,8,0.13451844241241062,46.666666666666664,1.4311109480265942,-1.0
AUDCHF,M,ALL,H4,H12,13,10,3,0.6894479642665581,76.92307692307693,1.1962823535465255,-1.0
AUDJPY,M,ALL,H4,H12,12,5,7,0.02323765192655917,41.66666666666667,1.455770364623742,-1.0
AUDNZD,M,ALL,H4,H12,11,7,4,0.51436334066615,63.63636363636363,1.3797138210468074,-1.0
AUDUSD,M,ALL,H4,H12,10,5,5,0.15722054327177548,50.0,1.314441086543551,-1.0
CADCHF,M,ALL,H4,H12,10,9,1,1.0497138088420033,90.0,1.277459787602226,-1.0
CADJPY,M,ALL,H4,H12,9,6,3,0.6208708708708701,66.66666666666666,1.431306306306305,-1.0
CHFJPY,M,ALL,H4,H12,10,8,2,0.8634517678346135,80.0,1.329314709793267,-1.0
EURAUD,M,ALL,H4,H12,7,5,2,0.6924080051132432,71.42857142857143,1.3693712071585404,-1.0
EURCAD,M,ALL,H4,H12,15,6,9,-0.04138783839663815,40.0,1.3965304040084048,-1.0
EURCHF,M,ALL,H4,H12,9,4,5,0.05588794753900017,44.44444444444444,1.3757478819627504,-1.0
EURGBP,M,ALL,H4,H12,14,8,6,0.318627467090848,57.14285714285714,1.3075980674089838,-1.0
EURJPY,M,ALL,H4,H12,10,4,6,-0.07148419349558455,40.0,1.3212895162610385,-1.0
EURNZD,M,ALL,H4,H12,14,9,5,0.5009211233417877,64.28571428571429,1.3347661918650031,-1.0
EURUSD,M,ALL,H4,H12,10,4,6,-0.07616292584472968,40.0,1.3095926853881759,-1.0
GBPAUD,M,ALL,H4,H12,9,3,6,-0.20002014580777636,33.33333333333333,1.399939562576671,-1.0
GBPCAD,M,ALL,H4,H12,13,11,2,0.9654492574811167,84.61538461538461,1.3228036679322288,-1.0
GBPCHF,M,ALL,H4,H12,12,5,7,-0.013094619630205232,41.66666666666667,1.3685729128875075,-1.0
GBPJPY,M,ALL,H4,H12,16,10,6,0.4729392729661237,62.5,1.3567028367457978,-1.0
GBPNZD,M,ALL,H4,H12,12,9,3,0.657285063637094,75.0,1.209713418182792,-1.0
GBPUSD,M,ALL,H4,H12,22,15,7,0.5370772909941566,68.18181818181817,1.2543800267914296,-1.0
NZDCAD,M,ALL,H4,H12,15,9,6,0.4486425017007782,60.0,1.4144041695012968,-1.0
NZDCHF,M,ALL,H4,H12,10,4,6,-0.03439931740614459,40.0,1.4140017064846386,-1.0
NZDJPY,M,ALL,H4,H12,11,2,9,-0.5670274612805472,18.181818181818183,1.3813489629569904,-1.0
NZDUSD,M,ALL,H4,H12,13,7,6,0.25376455807889364,53.84615384615385,1.3284198935750882,-1.0
USDCAD,M,ALL,H4,H12,11,5,6,0.019239192782949995,45.45454545454545,1.24232622412249,-1.0
USDCHF,M,ALL,H4,H12,9,6,3,0.6599999999999999,66.66666666666666,1.49,-1.0
USDJPY,M,ALL,H4,H12,17,4,13,-0.41411764705882353,23.52941176470588,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,339,187,152,0.2901415121686322,55.16224188790561,1.338812687835114,-1.0
