pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,4,3,1,0.6413511424399199,75.0,1.1884681899198932,-1.0
AUDCHF,7,2,5,-0.40477095660669143,28.57142857142857,1.08330165187658,-1.0
AUDJPY,9,2,7,-0.471593788910863,22.22222222222222,1.3778279499011163,-1.0
AUDNZD,3,1,2,-0.3276836158191929,33.33333333333333,1.0169491525424212,-1.0
AUDUSD,7,2,5,-0.3583192535619718,28.57142857142857,1.2458826125330988,-1.0
CADCHF,3,1,2,-0.26610606266106457,33.33333333333333,1.2016818120168062,-1.0
CADJPY,9,3,6,-0.20832890705221227,33.33333333333333,1.3750132788433633,-1.0
CHFJPY,8,4,4,0.1864001229911563,50.0,1.3728002459823125,-1.0
EURAUD,10,4,6,-0.14230216490661965,40.0,1.1442445877334508,-1.0
EURCAD,6,2,4,-0.29016582870817825,33.33333333333333,1.1295025138754653,-1.0
EURCHF,3,2,1,0.4929526462395506,66.66666666666666,1.239428969359326,-1.0
EURGBP,4,2,2,0.20353496798705345,50.0,1.407069935974107,-1.0
EURJPY,11,4,7,-0.1375731280174196,36.36363636363637,1.3716738979520962,-1.0
EURNZD,11,5,6,-0.012579984735698636,45.45454545454545,1.172324033581463,-1.0
EURUSD,7,2,5,-0.36046528644600545,28.57142857142857,1.238371497438981,-1.0
GBPAUD,6,3,3,0.0889956420797728,50.0,1.1779912841595455,-1.0
GBPCAD,6,3,3,0.07131273673550943,50.0,1.1426254734710188,-1.0
GBPCHF,5,5,0,1.3944657636487041,100.0,1.3944657636487041,
GBPJPY,6,5,1,0.9688010374585588,83.33333333333334,1.3625612449502706,-1.0
GBPNZD,5,3,2,0.33345231198031416,60.0,1.2224205199671903,-1.0
GBPUSD,12,2,10,-0.6030798014810163,16.666666666666664,1.3815211911139023,-1.0
NZDCAD,6,3,3,0.12298258570411429,50.0,1.2459651714082285,-1.0
NZDCHF,6,2,4,-0.19188405797101257,33.33333333333333,1.4243478260869624,-1.0
NZDJPY,8,3,5,-0.19280280862794894,37.5,1.1525258436588028,-1.0
NZDUSD,5,3,2,0.39393444095195174,60.0,1.3232240682532528,-1.0
USDCAD,12,2,10,-0.6298386945951004,16.666666666666664,1.2209678324293973,-1.0
USDCHF,3,1,2,-0.3053333333333346,33.33333333333333,1.083999999999996,-1.0
USDJPY,9,2,7,-0.5485190101269117,22.22222222222222,1.031664454428897,-1.0
ALL,191,76,115,-0.10183908135490889,39.79057591623037,1.257220203437005,-1.0
