mode,ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed
3D,H1,EURCHF,long,2015-01-14,2015-01-19,0.9714,0.99341,0.022009999999999974,2015-01-16 16:00:00,2015-01-16 17:00:00,0.97518,0.977765,2015-01-23 12:00:00,0.98085,1.01542,0.9576486577181208,2015-01-26 16:00:00,1.01542,win,1.49
3D,H1,EURCHF,long,2015-02-04,2015-02-09,1.04141,1.04815,0.006739999999999968,2015-02-09 13:00:00,2015-02-09 14:00:00,1.04141,1.041765,2015-04-01 11:00:00,1.042225,1.0548899999999999,1.033725,2015-04-13 16:00:00,1.033725,loss,-1.0
3D,H1,EURCHF,long,2015-03-10,2015-03-13,1.05151,1.06595,0.014440000000000008,2015-03-13 17:00:00,2015-03-13 18:00:00,1.05151,1.052705,2015-03-24 09:00:00,1.05316,1.08039,1.0348848322147652,2015-04-13 14:00:00,1.0348848322147652,loss,-1.0
3D,H1,EURCHF,long,2015-03-31,2015-04-03,1.038945,1.044145,0.0052000000000000934,2015-04-02 15:00:00,2015-04-02 16:00:00,1.040835,1.041175,2015-04-08 18:00:00,1.04143,1.0493450000000002,1.0361179194630872,2015-04-13 14:00:00,1.0361179194630872,loss,-1.0
3D,H1,EURCHF,short,2015-04-03,2015-04-08,1.04487,1.049505,0.004634999999999945,2015-04-06 18:00:00,2015-04-06 19:00:00,1.049405,1.049505,2015-04-28 19:00:00,1.04922,1.040235,1.055250201342282,2015-05-05 06:00:00,1.040235,win,1.49
3D,H1,EURCHF,long,2015-05-04,2015-05-07,1.030525,1.039685,0.009160000000000057,2015-05-07 10:00:00,2015-05-07 11:00:00,1.030525,1.030625,2015-05-28 16:00:00,1.03247,1.048845,1.021480067114094,2015-06-03 13:00:00,1.048845,win,1.49
3D,H1,EURCHF,short,2015-05-15,2015-05-20,1.04467,1.050635,0.005964999999999998,2015-05-18 23:00:00,2015-05-19 00:00:00,1.048855,1.048915,2015-06-03 13:00:00,1.046655,1.038705,1.0519905704697985,2015-06-03 14:00:00,1.0519905704697985,loss,-1.0
3D,H1,EURCHF,long,2015-05-28,2015-06-02,1.02804,1.03372,0.005679999999999907,2015-06-02 06:00:00,2015-06-02 07:00:00,1.03121,1.031675,2015-06-28 22:00:00,1.03206,1.0393999999999999,1.02706,2015-06-29 07:00:00,1.0393999999999999,win,1.4679999999999804
3D,H1,EURCHF,long,2015-06-26,2015-07-01,1.031465,1.041865,0.010399999999999965,2015-06-29 13:00:00,2015-06-29 14:00:00,1.035095,1.035325,2021-12-30 14:00:00,1.03553,1.052265,1.024298456375839,2022-02-03 16:00:00,1.052265,win,1.49
3D,H1,EURCHF,short,2015-07-27,2015-07-30,1.063045,1.06899,0.005945000000000089,2015-07-28 08:00:00,2015-07-28 09:00:00,1.067395,1.06753,2015-08-05 12:00:00,1.0672,1.0571,1.0739785234899328,2015-08-07 08:00:00,1.0739785234899328,loss,-1.0
3D,H1,EURCHF,long,2015-07-30,2015-08-04,1.05315,1.0613,0.00814999999999988,2015-08-03 17:00:00,2015-08-03 18:00:00,1.05939,1.059555,2020-02-24 12:00:00,1.05989,1.0694499999999998,1.052335,2020-03-02 08:00:00,1.0694499999999998,win,1.2653871608206244
3D,H1,EURCHF,long,2015-09-02,2015-09-07,1.080065,1.08417,0.004105000000000025,2015-09-04 03:00:00,2015-09-04 04:00:00,1.080065,1.080525,2015-10-20 10:00:00,1.081925,1.088275,1.0769250000000001,2015-10-21 09:00:00,1.088275,win,1.2700000000000156
3D,H1,EURCHF,short,2015-10-30,2015-11-04,1.086405,1.091815,0.005409999999999915,2015-10-30 13:00:00,2015-10-30 14:00:00,1.091655,1.091815,2015-11-27 10:00:00,1.09155,1.0809950000000002,1.0986338926174497,2015-12-02 21:00:00,1.0809950000000002,win,1.49
3D,H1,EURCHF,long,2015-11-12,2015-11-17,1.07556,1.079005,0.0034449999999999203,2015-11-12 09:00:00,2015-11-12 10:00:00,1.07556,1.075985,2015-12-18 08:00:00,1.0768,1.08245,1.0718,2015-12-21 15:00:00,1.08245,win,1.1299999999999866
3D,H1,EURCHF,short,2015-11-17,2015-11-20,1.08708,1.089985,0.0029049999999999354,2015-11-19 16:00:00,2015-11-19 17:00:00,1.089935,1.089985,2015-11-27 09:00:00,1.089835,1.084175,1.094835,2015-12-02 17:00:00,1.084175,win,1.1319999999999997
3D,H1,EURCHF,short,2015-12-03,2015-12-08,1.083825,1.09396,0.010135000000000005,2015-12-04 13:00:00,2015-12-04 14:00:00,1.090755,1.091595,2016-01-13 11:00:00,1.090425,1.07369,1.101656543624161,2016-01-26 14:00:00,1.101656543624161,loss,-1.0
