pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,ALL,H12,H4,1,0,1,-1.0,0.0,,-1.0
AUDJPY,W,ALL,H12,H4,1,1,0,1.0154680192413277,100.0,1.0154680192413277,
CADJPY,W,ALL,H12,H4,2,2,0,1.0736062122245207,100.0,1.0736062122245207,
CHFJPY,W,ALL,H12,H4,2,1,1,0.019007428121474157,50.0,1.0380148562429483,-1.0
EURAUD,W,ALL,H12,H4,1,1,0,1.0826175944535608,100.0,1.0826175944535608,
EURCHF,W,ALL,H12,H4,1,0,1,-1.0,0.0,,-1.0
EURGBP,W,ALL,H12,H4,1,1,0,1.0801573853355924,100.0,1.0801573853355924,
NZDJPY,W,ALL,H12,H4,3,3,0,1.1473853504431635,100.0,1.1473853504431635,
USDCAD,W,ALL,H12,H4,2,1,1,0.07638584174345764,50.0,1.1527716834869153,-1.0
USDJPY,W,ALL,H12,H4,2,0,2,-1.0,0.0,,-1.0
ALL,ALL,ALL,ALL,ALL,16,10,6,0.30989987590867984,62.5,1.0958398014538875,-1.0
