pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCHF,M,INNER,H4,H1,6,5,1,0.9748187124107263,83.33333333333334,1.3697824548928714,-1.0
AUDJPY,M,INNER,H4,H1,5,1,4,-0.5525706345530326,20.0,1.2371468272348372,-1.0
AUDNZD,M,INNER,H4,H1,5,2,3,-0.06778633917936476,40.0,1.330534152051588,-1.0
AUDUSD,M,INNER,H4,H1,5,3,2,0.49399999999999994,60.0,1.49,-1.0
CADCHF,M,INNER,H4,H1,7,5,2,0.6596700557428669,71.42857142857143,1.3235380780400137,-1.0
CADJPY,M,INNER,H4,H1,5,3,2,0.4761509396427912,60.0,1.460251566071319,-1.0
CHFJPY,M,INNER,H4,H1,4,4,0,1.4816368367911166,100.0,1.4816368367911166,
EURAUD,M,INNER,H4,H1,6,3,3,0.24499999999999997,50.0,1.49,-1.0
EURCAD,M,INNER,H4,H1,9,5,4,0.3833333333333333,55.55555555555556,1.49,-1.0
EURCHF,M,INNER,H4,H1,6,4,2,0.5170258001581506,66.66666666666666,1.275538700237226,-1.0
EURGBP,M,INNER,H4,H1,7,3,4,0.0671428571428571,42.857142857142854,1.49,-1.0
EURJPY,M,INNER,H4,H1,4,3,1,0.7507160048134789,75.0,1.3342880064179719,-1.0
EURNZD,M,INNER,H4,H1,8,6,2,0.7862118421799853,75.0,1.3816157895733134,-1.0
EURUSD,M,INNER,H4,H1,5,2,3,-0.004000000000000048,40.0,1.4899999999999998,-1.0
GBPAUD,M,INNER,H4,H1,8,2,6,-0.3775,25.0,1.49,-1.0
GBPCAD,M,INNER,H4,H1,10,9,1,1.1839765359169365,90.0,1.426640595463263,-1.0
GBPCHF,M,INNER,H4,H1,6,3,3,0.18649971862689893,50.0,1.3729994372537977,-1.0
GBPJPY,M,INNER,H4,H1,11,7,4,0.5845454545454546,63.63636363636363,1.49,-1.0
GBPNZD,M,INNER,H4,H1,9,5,4,0.28286331466916237,55.55555555555556,1.3091539664044922,-1.0
GBPUSD,M,INNER,H4,H1,7,4,3,0.36458008209755494,57.14285714285714,1.388015143670721,-1.0
NZDCAD,M,INNER,H4,H1,10,4,6,-0.0040000000000000036,40.0,1.49,-1.0
NZDCHF,M,INNER,H4,H1,6,3,3,0.1974698795180704,50.0,1.3949397590361408,-1.0
NZDJPY,M,INNER,H4,H1,7,1,6,-0.6442857142857142,14.285714285714285,1.49,-1.0
NZDUSD,M,INNER,H4,H1,10,6,4,0.47114620625938175,60.0,1.4519103437656362,-1.0
USDCAD,M,INNER,H4,H1,1,0,1,-1.0,0.0,,-1.0
USDCHF,M,INNER,H4,H1,7,5,2,0.7785714285714286,71.42857142857143,1.49,-1.0
USDJPY,M,INNER,H4,H1,14,3,11,-0.5024264530586935,21.428571428571427,1.3220098857260971,-1.0
ALL,ALL,ALL,ALL,ALL,188,101,87,0.2985943535826606,53.72340425531915,1.4171855294409923,-1.0
