pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,ALL,H4,H4,27,16,11,0.34759352600267446,59.25925925925925,1.2740640751295131,-1.0
AUDCHF,W,ALL,H4,H4,29,19,10,0.5559966526067164,65.51724137931035,1.37494225924183,-1.0
AUDJPY,W,ALL,H4,H4,35,17,18,0.10845790654066072,48.57142857142857,1.2821192193484192,-1.0
AUDNZD,W,ALL,H4,H4,28,14,14,0.1371541184884639,50.0,1.2743082369769279,-1.0
AUDUSD,W,ALL,H4,H4,19,9,10,0.05404904593600098,47.368421052631575,1.2252146525315577,-1.0
CADCHF,W,ALL,H4,H4,33,14,19,-0.01957066327147616,42.42424242424242,1.3110120080029488,-1.0
CADJPY,W,ALL,H4,H4,25,13,12,0.24015200220356672,52.0,1.3849076965453206,-1.0
CHFJPY,W,ALL,H4,H4,32,21,11,0.5606838535743255,65.625,1.3781849197323055,-1.0
EURAUD,W,ALL,H4,H4,27,14,13,0.18185034063873862,51.85185185185185,1.2792827998032814,-1.0
EURCAD,W,ALL,H4,H4,32,18,14,0.3507455279743665,56.25,1.4013253830655403,-1.0
EURCHF,W,ALL,H4,H4,28,19,9,0.5646001509675427,67.85714285714286,1.3057265382679575,-1.0
EURGBP,W,ALL,H4,H4,31,15,16,0.14681597069803878,48.38709677419355,1.3700863394426137,-1.0
EURJPY,W,ALL,H4,H4,28,17,11,0.411986908934925,60.71428571428571,1.325625497069288,-1.0
EURNZD,W,ALL,H4,H4,29,13,16,0.037529536094605694,44.827586206896555,1.3144889651341207,-1.0
EURUSD,W,ALL,H4,H4,31,15,16,0.1160449898201148,48.38709677419355,1.3064929789615707,-1.0
GBPAUD,W,ALL,H4,H4,19,9,10,0.0667983556188069,47.368421052631575,1.2521298618619257,-1.0
GBPCAD,W,ALL,H4,H4,27,12,15,0.02854079538535053,44.44444444444444,1.3142167896170387,-1.0
GBPCHF,W,ALL,H4,H4,30,16,14,0.23902445968706137,53.333333333333336,1.32317086191324,-1.0
GBPJPY,W,ALL,H4,H4,23,8,15,-0.19635985522134722,34.78260869565217,1.3104654162386267,-1.0
GBPNZD,W,ALL,H4,H4,33,17,16,0.17189634562839293,51.515151515151516,1.2748576121021746,-1.0
GBPUSD,W,ALL,H4,H4,27,8,19,-0.30487475596787705,29.629629629629626,1.3460476986084147,-1.0
NZDCAD,W,ALL,H4,H4,26,12,14,0.07941042399300913,46.15384615384615,1.3387225853181866,-1.0
NZDCHF,W,ALL,H4,H4,33,12,21,-0.14878896785327048,36.36363636363637,1.3408303384035063,-1.0
NZDJPY,W,ALL,H4,H4,20,11,9,0.2917823678911745,55.00000000000001,1.3486952143475899,-1.0
NZDUSD,W,ALL,H4,H4,18,13,5,0.7135817455502034,72.22222222222221,1.372651647684897,-1.0
USDCAD,W,ALL,H4,H4,23,11,12,0.07739751181159642,47.82608695652174,1.2527402519697015,-1.0
USDCHF,W,ALL,H4,H4,22,9,13,-0.006555984380808349,40.909090909090914,1.428418704846913,-1.0
USDJPY,W,ALL,H4,H4,28,10,18,-0.15521070019977912,35.714285714285715,1.3654100394406183,-1.0
ALL,ALL,ALL,ALL,ALL,763,382,381,0.16441324684197986,50.06553079947575,1.325778291467096,-1.0
