pair,mode,wd_variant,wd_entry_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss,avg_planned_rr
AUDCAD,M,ALL,H4,H4,8,4,4,0.03575894485580017,50.0,1.0715178897116004,-1.0,1.0661490713422792
AUDCHF,M,ALL,H1,H4,7,5,2,0.5379934840354703,71.42857142857143,1.1531908776496584,-1.0,1.1243025027884308
AUDCHF,M,ALL,H4,H4,10,8,2,0.6323798708213519,80.0,1.04047483852669,-1.0,1.0281386666119077
AUDJPY,M,ALL,H1,H4,4,3,1,0.5962660242448964,75.0,1.128354698993195,-1.0,1.115059842370888
AUDJPY,M,ALL,H4,H4,4,1,3,-0.47681975736568327,25.0,1.092720970537267,-1.0,1.1919848677328526
AUDNZD,M,ALL,H1,H4,5,2,3,-0.1271544266361198,40.0,1.1821139334097004,-1.0,1.079072004667705
AUDNZD,M,ALL,H4,H4,5,4,1,0.7475246115121741,80.0,1.1844057643902175,-1.0,1.13267680934316
AUDUSD,M,ALL,H1,H4,6,2,4,-0.34262998160511327,33.33333333333333,0.9721100551846602,-1.0,1.0571461857627718
AUDUSD,M,ALL,H4,H4,3,1,2,-0.2493814943097452,33.33333333333333,1.2518555170707644,-1.0,1.0876891147633643
CADCHF,M,ALL,H1,H4,4,3,1,0.5155639662437141,75.0,1.0207519549916189,-1.0,1.0511950718916416
CADCHF,M,ALL,H4,H4,6,4,2,0.3317627651573693,66.66666666666666,0.997644147736054,-1.0,1.06225277169755
CADJPY,M,ALL,H1,H4,12,10,2,0.7115690930236139,83.33333333333334,1.0538829116283366,-1.0,1.0682744278078802
CADJPY,M,ALL,H4,H4,1,1,0,1.1053195635229716,100.0,1.1053195635229716,,1.1053195635229716
CHFJPY,M,ALL,H1,H4,9,6,3,0.4426037918465587,66.66666666666666,1.1639056877698382,-1.0,1.1572247789518118
CHFJPY,M,ALL,H4,H4,4,2,2,0.0561760340684162,50.0,1.1123520681368324,-1.0,1.0968142938163727
EURAUD,M,ALL,H1,H4,5,4,1,0.5586342038946697,80.0,0.9482927548683371,-1.0,1.0039467038946692
EURAUD,M,ALL,H4,H4,5,3,2,0.3117372318298909,60.0,1.1862287197164847,-1.0,1.0843582255699693
EURCAD,M,ALL,H1,H4,8,5,3,0.25998989131111655,62.5,1.0159838260977865,-1.0,1.0303976069071803
EURCAD,M,ALL,H4,H4,7,1,6,-0.7136419983864933,14.285714285714285,1.0045060112945465,-1.0,1.0798953742256714
EURCHF,M,ALL,H1,H4,10,7,3,0.5108949978940867,70.0,1.158421425562981,-1.0,1.178819377186857
EURCHF,M,ALL,H4,H4,3,2,1,0.35462938459419774,66.66666666666666,1.0319440768912966,-1.0,1.08359226204726
EURGBP,M,ALL,H1,H4,9,4,5,-0.07819134922582463,44.44444444444444,1.0740694642418946,-1.0,1.0737717084127256
EURGBP,M,ALL,H4,H4,4,2,2,0.05026262036767043,50.0,1.1005252407353407,-1.0,1.0911789559591094
EURJPY,M,ALL,H1,H4,4,2,2,-0.017813134855129836,50.0,0.9643737302897404,-1.0,1.0543683892942053
EURJPY,M,ALL,H4,H4,5,3,2,0.2654739666452097,60.0,1.1091232777420164,-1.0,1.1034014338539329
EURNZD,M,ALL,H1,H4,8,6,2,0.5900630462131599,75.0,1.1200840616175465,-1.0,1.0992477710673443
EURNZD,M,ALL,H4,H4,7,4,3,0.21743187384736742,57.14285714285714,1.130505779232893,-1.0,1.1047158496378606
EURUSD,M,ALL,H1,H4,5,3,2,0.25633318131374044,60.0,1.0938886355229007,-1.0,1.110978949656682
EURUSD,M,ALL,H4,H4,4,2,2,0.030523436127454173,50.0,1.0610468722549085,-1.0,1.1001587222003044
