pair,mode,wd_variant,wd_entry_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss,avg_planned_rr
GBPAUD,M,ALL,H4,H4,6,3,3,0.0842028657389231,50.0,1.1684057314778462,-1.0,1.1977567914251772
GBPCAD,M,ALL,H4,H4,8,5,3,0.33996496492766026,62.5,1.1439439438842562,-1.0,1.1104729156382835
GBPCHF,M,ALL,H4,H4,9,4,5,-0.08305479873699478,44.44444444444444,1.0631267028417617,-1.0,1.084269556409803
GBPJPY,M,ALL,H4,H4,12,6,6,0.060896529584867576,50.0,1.1217930591697352,-1.0,1.0965230318302075
GBPNZD,M,ALL,H4,H4,6,4,2,0.3923044452498674,66.66666666666666,1.088456667874801,-1.0,1.0775793299959102
GBPUSD,M,ALL,H4,H4,12,9,3,0.5765346928516464,75.0,1.1020462571355283,-1.0,1.1125032171997151
NZDCAD,M,ALL,H1,H4,8,3,5,-0.25261239027298216,37.5,0.9930336259387142,-1.0,1.0346483014849586
NZDCAD,M,ALL,H4,H4,4,3,1,0.6136248146031471,75.0,1.1514997528041961,-1.0,1.1217029944409789
NZDCHF,M,ALL,H1,H4,8,2,6,-0.4954740316581536,25.0,1.0181038733673855,-1.0,1.0712630402443004
NZDCHF,M,ALL,H4,H4,4,2,2,0.09207479729646112,50.0,1.1841495945929221,-1.0,1.137279369139281
NZDJPY,M,ALL,H1,H4,11,5,6,-0.08684745493048605,45.45454545454545,1.0089355991529305,-1.0,1.110992238814098
NZDJPY,M,ALL,H4,H4,3,2,1,0.5160467522103378,66.66666666666666,1.2740701283155067,-1.0,1.1499188927103667
NZDUSD,M,ALL,H1,H4,4,2,2,0.048252190005483586,50.0,1.096504380010967,-1.0,1.1376004318429078
NZDUSD,M,ALL,H4,H4,7,4,3,0.20082467702032705,57.14285714285714,1.1014431847855723,-1.0,1.0897897854182304
USDCAD,M,ALL,H1,H4,2,1,1,0.11599470391234934,50.0,1.2319894078246987,-1.0,1.1943938267193759
USDCAD,M,ALL,H4,H4,7,4,3,0.1590341643573498,57.14285714285714,1.0283097876253622,-1.0,1.032880197126074
USDCHF,M,ALL,H1,H4,7,4,3,0.18510655105047438,57.14285714285714,1.0739364643383302,-1.0,1.1159461461734221
USDCHF,M,ALL,H4,H4,2,1,1,0.10246376622869391,50.0,1.2049275324573878,-1.0,1.1847830217762954
USDJPY,M,ALL,H1,H4,5,1,4,-0.5822959624052931,20.0,1.0885201879735344,-1.0,1.1236987123980418
USDJPY,M,ALL,H4,H4,3,1,2,-0.2824052493814742,33.33333333333333,1.1527842518555773,-1.0,1.069502019466902
ALL,ALL,ALL,ALL,ALL,300,170,130,0.1855428905799562,56.666666666666664,1.0921345127881579,-1.0,1.0952328759148982
