pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,8,3,5,-0.16024399326181607,37.5,1.2393493513018239,-1.0
AUDCHF,7,5,2,0.7468571428571463,71.42857142857143,1.445600000000005,-1.0
AUDJPY,14,6,8,0.06714285714285714,42.857142857142854,1.49,-1.0
AUDNZD,11,6,5,0.27538149681725305,54.54545454545454,1.3381994108316306,-1.0
AUDUSD,12,5,7,-0.028166174095345848,41.66666666666667,1.33240118217117,-1.0
CADCHF,10,5,5,0.19340000000000082,50.0,1.3868000000000018,-1.0
CADJPY,12,8,4,0.5881757598214604,66.66666666666666,1.3822636397321906,-1.0
CHFJPY,17,8,9,0.15552793381085137,47.05882352941176,1.455496859348059,-1.0
EURAUD,14,6,8,0.0671428571428571,42.857142857142854,1.49,-1.0
EURCAD,18,8,10,0.10666666666666662,44.44444444444444,1.4899999999999998,-1.0
EURCHF,10,7,3,0.5944704871060245,70.0,1.2778149815800348,-1.0
EURGBP,10,3,7,-0.253,30.0,1.49,-1.0
EURJPY,14,5,9,-0.15429862118346596,35.714285714285715,1.3679638606862954,-1.0
EURNZD,8,3,5,-0.1268500866551123,37.5,1.3283997689197005,-1.0
EURUSD,15,6,9,-0.04327463562113555,40.0,1.391813410947161,-1.0
GBPAUD,11,6,5,0.3018755355297033,54.54545454545454,1.3867718151377895,-1.0
GBPCAD,13,8,5,0.507724632267514,61.53846153846154,1.45005252743471,-1.0
GBPCHF,10,6,4,0.44877310576674184,60.0,1.4146218429445696,-1.0
GBPJPY,10,4,6,-0.0040000000000000036,40.0,1.49,-1.0
GBPNZD,14,6,8,0.0421215078815887,42.857142857142854,1.431616851723707,-1.0
GBPUSD,15,3,12,-0.502,20.0,1.49,-1.0
NZDCAD,11,6,5,0.3137555500347182,54.54545454545454,1.4085518417303167,-1.0
NZDCHF,13,6,7,0.05897658862876582,46.15384615384615,1.294449275362326,-1.0
NZDJPY,11,7,4,0.5845454545454545,63.63636363636363,1.49,-1.0
NZDUSD,12,9,3,0.7851859547510843,75.0,1.3802479396681124,-1.0
USDCAD,16,7,9,-0.003009572850114481,43.75,1.2788352620568813,-1.0
USDCHF,8,4,4,0.24499999999999997,50.0,1.49,-1.0
USDJPY,15,3,12,-0.5279059771658823,20.0,1.3604701141705888,-1.0
ALL,339,159,180,0.12730358992365726,46.902654867256636,1.4034963332334578,-1.0
