pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,3D,ALL,H12,H4,14,5,9,-0.16809075024626802,35.714285714285715,1.3293458993104497,-1.0
AUDCHF,3D,ALL,H12,H4,13,7,6,0.2762073446183187,53.84615384615385,1.3700993542911633,-1.0
AUDJPY,3D,ALL,H12,H4,18,7,11,-0.1095754670258269,38.88888888888889,1.2896630847907307,-1.0
AUDNZD,3D,ALL,H12,H4,24,16,8,0.4738988458724633,66.66666666666666,1.2108482688086948,-1.0
AUDUSD,3D,ALL,H12,H4,17,5,12,-0.339810176481516,29.411764705882355,1.2446453999628457,-1.0
CADCHF,3D,ALL,H12,H4,18,11,7,0.44533570128868344,61.111111111111114,1.3650947839269365,-1.0
CADJPY,3D,ALL,H12,H4,15,9,6,0.3331294955646771,60.0,1.2218824926077954,-1.0
CHFJPY,3D,ALL,H12,H4,17,7,10,-0.05825353019565223,41.17647058823529,1.2870985695248447,-1.0
EURAUD,3D,ALL,H12,H4,20,7,13,-0.22236708315466341,35.0,1.2218083338438188,-1.0
EURCAD,3D,ALL,H12,H4,14,8,6,0.3075364393866852,57.14285714285714,1.288188768926699,-1.0
EURCHF,3D,ALL,H12,H4,12,5,7,-0.07107994573991117,41.66666666666667,1.2294081302242132,-1.0
EURGBP,3D,ALL,H12,H4,16,8,8,0.1633322745940729,50.0,1.3266645491881457,-1.0
EURJPY,3D,ALL,H12,H4,19,10,9,0.23248141106152198,52.63157894736842,1.3417146810168918,-1.0
EURNZD,3D,ALL,H12,H4,19,10,9,0.22777382851668096,52.63157894736842,1.3327702741816938,-1.0
EURUSD,3D,ALL,H12,H4,18,7,11,-0.14856869481828675,38.88888888888889,1.189394784752977,-1.0
NZDCAD,3D,ALL,H12,H4,17,10,7,0.31401740626699304,58.82352941176471,1.233829590653888,-1.0
NZDCHF,3D,ALL,H12,H4,19,5,14,-0.38707089704932135,26.31578947368421,1.3291305912125786,-1.0
NZDJPY,3D,ALL,H12,H4,19,8,11,0.00478828433240082,42.10526315789473,1.386372175289452,-1.0
NZDUSD,3D,ALL,H12,H4,18,7,11,-0.07883884704367396,38.88888888888889,1.3687001076019811,-1.0
USDCAD,3D,ALL,H12,H4,14,7,7,0.1743244146098599,50.0,1.3486488292197198,-1.0
USDCHF,3D,ALL,H12,H4,17,8,9,0.1098607609535278,47.05882352941176,1.3584541170262465,-1.0
USDJPY,3D,ALL,H12,H4,21,6,15,-0.4095599402604931,28.57142857142857,1.0665402090882743,-1.0
ALL,ALL,ALL,ALL,ALL,379,173,206,0.04468844988346015,45.64643799472295,1.2886527312475802,-1.0
