pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,3D,ALL,H4,H4,27,13,14,0.09537533805990851,48.148148148148145,1.2750103175090406,-1.0
AUDCHF,3D,ALL,H4,H4,28,15,13,0.1976141749863794,53.57142857142857,1.2355464599745751,-1.0
AUDJPY,3D,ALL,H4,H4,37,15,22,-0.07945464780907278,40.54054054054054,1.2706785354042869,-1.0
AUDNZD,3D,ALL,H4,H4,37,22,15,0.3245807687372586,59.45945945945946,1.2277040201490257,-1.0
AUDUSD,3D,ALL,H4,H4,33,11,22,-0.265744780229507,33.33333333333333,1.2027656593114788,-1.0
CADCHF,3D,ALL,H4,H4,28,16,12,0.3056345991838521,57.14285714285714,1.2848605485717413,-1.0
CADJPY,3D,ALL,H4,H4,30,18,12,0.3381472362051392,60.0,1.230245393675232,-1.0
CHFJPY,3D,ALL,H4,H4,26,9,17,-0.20639159664360074,34.61538461538461,1.2926464985851533,-1.0
EURAUD,3D,ALL,H4,H4,40,20,20,0.11622528814952862,50.0,1.2324505762990572,-1.0
EURCAD,3D,ALL,H4,H4,26,15,11,0.3051893640318136,57.692307692307686,1.262328230988477,-1.0
EURCHF,3D,ALL,H4,H4,29,12,17,-0.06754618540359159,41.37931034482759,1.2534300519413204,-1.0
EURGBP,3D,ALL,H4,H4,27,18,9,0.5412358183027499,66.66666666666666,1.3118537274541249,-1.0
EURJPY,3D,ALL,H4,H4,32,14,18,0.005580844382814698,43.75,1.2984705014464333,-1.0
EURNZD,3D,ALL,H4,H4,30,13,17,0.02573459422586481,43.333333333333336,1.3670798328289189,-1.0
EURUSD,3D,ALL,H4,H4,28,14,14,0.1277102074176026,50.0,1.2554204148352053,-1.0
GBPAUD,3D,ALL,H4,H4,26,9,17,-0.2210005106006636,34.61538461538461,1.2504429693758607,-1.0
GBPCAD,3D,ALL,H4,H4,25,13,12,0.1909798958610248,52.0,1.2903459535788937,-1.0
GBPCHF,3D,ALL,H4,H4,23,11,12,0.0821412069287724,47.82608695652174,1.262658887214706,-1.0
GBPJPY,3D,ALL,H4,H4,25,10,15,-0.12894824458006401,40.0,1.17762938854984,-1.0
GBPNZD,3D,ALL,H4,H4,31,11,20,-0.21201310706309295,35.483870967741936,1.2206903346403744,-1.0
GBPUSD,3D,ALL,H4,H4,23,12,11,0.17675860682847452,52.17391304347826,1.2554539964212428,-1.0
NZDCAD,3D,ALL,H4,H4,25,13,12,0.17679039081934392,52.0,1.2630584438833536,-1.0
NZDCHF,3D,ALL,H4,H4,41,16,25,-0.11423062588894224,39.02439024390244,1.2697840211595854,-1.0
NZDJPY,3D,ALL,H4,H4,35,20,15,0.31437059569277037,57.14285714285714,1.3001485424623482,-1.0
NZDUSD,3D,ALL,H4,H4,33,19,14,0.3450012689583434,57.57575757575758,1.3360548355592279,-1.0
USDCAD,3D,ALL,H4,H4,30,14,16,0.08284117836408393,46.666666666666664,1.3203739536373225,-1.0
USDCHF,3D,ALL,H4,H4,26,11,15,-0.05645954834306836,42.30769230769231,1.230186522098202,-1.0
USDJPY,3D,ALL,H4,H4,36,16,20,0.014446232568882118,44.44444444444444,1.282504023279985,-1.0
ALL,ALL,ALL,ALL,ALL,837,400,437,0.08405989626264077,47.789725209080046,1.268395332929576,-1.0
