pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,3D,ALL,H4,H4,1,0,1,-1.0,0.0,,-1.0
AUDJPY,3D,ALL,H4,H4,7,2,5,-0.3018375194555488,28.57142857142857,1.4435686819055789,-1.0
AUDNZD,3D,ALL,H4,H4,2,0,2,-1.0,0.0,,-1.0
AUDUSD,3D,ALL,H4,H4,4,1,3,-0.3775,25.0,1.49,-1.0
CADCHF,3D,ALL,H4,H4,1,1,0,1.413999999999982,100.0,1.413999999999982,
CHFJPY,3D,ALL,H4,H4,2,0,2,-1.0,0.0,,-1.0
EURAUD,3D,ALL,H4,H4,2,2,0,1.4496459205480208,100.0,1.4496459205480208,
EURCAD,3D,ALL,H4,H4,2,2,0,1.49,100.0,1.49,
EURCHF,3D,ALL,H4,H4,2,0,2,-1.0,0.0,,-1.0
EURGBP,3D,ALL,H4,H4,2,1,1,0.00778703368344269,50.0,1.0155740673668854,-1.0
EURJPY,3D,ALL,H4,H4,3,1,2,-0.22614708905709677,33.33333333333333,1.3215587328287097,-1.0
EURNZD,3D,ALL,H4,H4,1,0,1,-1.0,0.0,,-1.0
EURUSD,3D,ALL,H4,H4,1,0,1,-1.0,0.0,,-1.0
GBPAUD,3D,ALL,H4,H4,2,1,1,0.245,50.0,1.49,-1.0
GBPCAD,3D,ALL,H4,H4,1,0,1,-1.0,0.0,,-1.0
GBPCHF,3D,ALL,H4,H4,1,1,0,1.49,100.0,1.49,
GBPJPY,3D,ALL,H4,H4,2,1,1,0.245,50.0,1.49,-1.0
GBPNZD,3D,ALL,H4,H4,3,2,1,0.66,66.66666666666666,1.49,-1.0
GBPUSD,3D,ALL,H4,H4,1,1,0,1.49,100.0,1.49,
NZDCAD,3D,ALL,H4,H4,4,2,2,0.13684933201385252,50.0,1.273698664027705,-1.0
NZDCHF,3D,ALL,H4,H4,1,0,1,-1.0,0.0,,-1.0
NZDJPY,3D,ALL,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
NZDUSD,3D,ALL,H4,H4,5,2,3,-0.01632598125572593,40.0,1.4591850468606853,-1.0
USDCAD,3D,ALL,H4,H4,2,1,1,0.245,50.0,1.49,-1.0
USDCHF,3D,ALL,H4,H4,2,1,1,0.245,50.0,1.49,-1.0
USDJPY,3D,ALL,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,62,26,36,0.021827893981928363,41.935483870967744,1.4366665164184447,-1.0
