pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,OUTSIDE,H4,H4,3,1,2,-0.17,33.33333333333333,1.49,-1.0
AUDCHF,M,OUTSIDE,H4,H4,9,7,2,0.6761123552448303,77.77777777777779,1.155001599600496,-1.0
AUDJPY,M,OUTSIDE,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
AUDNZD,M,OUTSIDE,H4,H4,5,4,1,0.7236975288776074,80.0,1.1546219110970093,-1.0
AUDUSD,M,OUTSIDE,H4,H4,5,2,3,-0.08162263353782925,40.0,1.2959434161554269,-1.0
CADCHF,M,OUTSIDE,H4,H4,7,5,2,0.5686348733855516,71.42857142857143,1.1960888227397724,-1.0
CADJPY,M,OUTSIDE,H4,H4,2,1,1,0.08919803600655074,50.0,1.1783960720131015,-1.0
CHFJPY,M,OUTSIDE,H4,H4,6,4,2,0.40828670142283574,66.66666666666666,1.1124300521342536,-1.0
EURAUD,M,OUTSIDE,H4,H4,4,3,1,0.6943624142616174,75.0,1.2591498856821566,-1.0
EURCAD,M,OUTSIDE,H4,H4,12,5,7,-0.14369069008478283,41.66666666666667,1.0551423437965213,-1.0
EURCHF,M,OUTSIDE,H4,H4,5,2,3,-0.16238096575304803,40.0,1.09404758561738,-1.0
EURGBP,M,OUTSIDE,H4,H4,6,4,2,0.48719935292973887,66.66666666666666,1.2307990293946083,-1.0
EURJPY,M,OUTSIDE,H4,H4,5,3,2,0.3501075278948402,60.0,1.2501792131580671,-1.0
EURNZD,M,OUTSIDE,H4,H4,5,3,2,0.3498327196189505,60.0,1.2497211993649175,-1.0
EURUSD,M,OUTSIDE,H4,H4,6,3,3,0.034473163686060536,50.0,1.0689463273721211,-1.0
GBPAUD,M,OUTSIDE,H4,H4,4,2,2,0.06213911210749723,50.0,1.1242782242149945,-1.0
GBPCAD,M,OUTSIDE,H4,H4,5,3,2,0.3554195361780181,60.0,1.2590325602966967,-1.0
GBPCHF,M,OUTSIDE,H4,H4,8,4,4,0.09408698506430224,50.0,1.1881739701286045,-1.0
GBPJPY,M,OUTSIDE,H4,H4,6,4,2,0.5074491341604949,66.66666666666666,1.2611737012407422,-1.0
GBPNZD,M,OUTSIDE,H4,H4,5,2,3,-0.10235459810347436,40.0,1.244113504741314,-1.0
GBPUSD,M,OUTSIDE,H4,H4,9,5,4,0.22789889149542336,55.55555555555556,1.210218004691762,-1.0
NZDCAD,M,OUTSIDE,H4,H4,7,5,2,0.5724799098785344,71.42857142857143,1.2014718738299481,-1.0
NZDCHF,M,OUTSIDE,H4,H4,3,2,1,0.39343971880777495,66.66666666666666,1.0901595782116624,-1.0
NZDJPY,M,OUTSIDE,H4,H4,2,1,1,0.1363489629569904,50.0,1.2726979259139808,-1.0
NZDUSD,M,OUTSIDE,H4,H4,6,2,4,-0.26329407568216406,33.33333333333333,1.2101177729535078,-1.0
USDCAD,M,OUTSIDE,H4,H4,5,3,2,0.29723464455954424,60.0,1.1620577409325736,-1.0
USDCHF,M,OUTSIDE,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
USDJPY,M,OUTSIDE,H4,H4,7,1,6,-0.6922904861318216,14.285714285714285,1.153966597077249,-1.0
ALL,ALL,ALL,ALL,ALL,156,84,72,0.18344905524158245,53.84615384615385,1.1978339597343672,-1.0
