pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,INNER,H4,H12,11,6,5,0.32257666905989313,54.54545454545454,1.4247238932764708,-1.0
AUDCHF,M,INNER,H4,H12,6,4,2,0.5657025366783516,66.66666666666666,1.3485538050175274,-1.0
AUDJPY,M,INNER,H4,H12,6,2,4,-0.1758417500935183,33.33333333333333,1.472474749719445,-1.0
AUDNZD,M,INNER,H4,H12,7,5,2,0.660684344958217,71.42857142857143,1.3249580829415037,-1.0
AUDUSD,M,INNER,H4,H12,3,1,2,-0.21528481654165507,33.33333333333333,1.3541455503750348,-1.0
CADCHF,M,INNER,H4,H12,3,3,0,1.3859181216134882,100.0,1.3859181216134882,
CADJPY,M,INNER,H4,H12,7,5,2,0.7137729670971814,71.42857142857143,1.399282153936054,-1.0
CHFJPY,M,INNER,H4,H12,5,5,0,1.371614266239363,100.0,1.371614266239363,
EURAUD,M,INNER,H4,H12,5,3,2,0.4445993709446444,60.0,1.407665618241074,-1.0
EURCAD,M,INNER,H4,H12,3,2,1,0.66,66.66666666666666,1.49,-1.0
EURCHF,M,INNER,H4,H12,5,2,3,-0.004221309310722177,40.0,1.4894467267231946,-1.0
EURGBP,M,INNER,H4,H12,7,4,3,0.36168530756680334,57.14285714285714,1.3829492882419059,-1.0
EURJPY,M,INNER,H4,H12,5,3,2,0.40764946650341205,60.0,1.3460824441723533,-1.0
EURNZD,M,INNER,H4,H12,7,5,2,0.6986984588018845,71.42857142857143,1.3781778423226385,-1.0
EURUSD,M,INNER,H4,H12,3,1,2,-0.17,33.33333333333333,1.49,-1.0
GBPAUD,M,INNER,H4,H12,6,1,5,-0.585,16.666666666666664,1.49,-1.0
GBPCAD,M,INNER,H4,H12,11,9,2,0.9490097943370169,81.81818181818183,1.382123081967465,-1.0
GBPCHF,M,INNER,H4,H12,5,2,3,-0.0040000000000000036,40.0,1.49,-1.0
GBPJPY,M,INNER,H4,H12,9,6,3,0.6095431333046111,66.66666666666666,1.4143146999569167,-1.0
GBPNZD,M,INNER,H4,H12,6,4,2,0.500437666716317,66.66666666666666,1.2506565000744754,-1.0
GBPUSD,M,INNER,H4,H12,11,7,4,0.5155852669434363,63.63636363636363,1.3816339909111142,-1.0
NZDCAD,M,INNER,H4,H12,9,7,2,0.8745195659297116,77.77777777777779,1.410096584766772,-1.0
NZDCHF,M,INNER,H4,H12,4,3,1,0.7915017064846386,75.0,1.3886689419795182,-1.0
NZDJPY,M,INNER,H4,H12,5,1,4,-0.502,20.0,1.49,-1.0
NZDUSD,M,INNER,H4,H12,8,3,5,-0.12771346235947012,37.5,1.3260974337080798,-1.0
USDCAD,M,INNER,H4,H12,7,3,4,-0.01649801295637045,42.857142857142854,1.2948379697684689,-1.0
USDCHF,M,INNER,H4,H12,6,4,2,0.66,66.66666666666666,1.49,-1.0
USDJPY,M,INNER,H4,H12,13,2,11,-0.6169230769230769,15.384615384615385,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,183,103,80,0.34650302469451044,56.284153005464475,1.3923306166902474,-1.0
