pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,OUTSIDE,H4,H4,7,3,4,-0.0670757021540153,42.857142857142854,1.176823361640631,-1.0
AUDCHF,M,OUTSIDE,H4,H4,9,7,2,0.6951544516595386,77.77777777777779,1.1794842949908353,-1.0
AUDJPY,M,OUTSIDE,H4,H4,6,2,4,-0.2586991235537076,33.33333333333333,1.2239026293388773,-1.0
AUDNZD,M,OUTSIDE,H4,H4,5,4,1,0.7761478847257557,80.0,1.2201848559071946,-1.0
AUDUSD,M,OUTSIDE,H4,H4,6,3,3,0.12120606251911943,50.0,1.242412125038239,-1.0
CADCHF,M,OUTSIDE,H4,H4,7,5,2,0.5686348733855516,71.42857142857143,1.1960888227397724,-1.0
CADJPY,M,OUTSIDE,H4,H4,2,1,1,0.08919803600655074,50.0,1.1783960720131015,-1.0
CHFJPY,M,OUTSIDE,H4,H4,6,4,2,0.46534935597421406,66.66666666666666,1.198024033961321,-1.0
EURAUD,M,OUTSIDE,H4,H4,4,3,1,0.6995990059382362,75.0,1.2661320079176483,-1.0
EURCAD,M,OUTSIDE,H4,H4,13,5,8,-0.15362060856709883,38.46153846153847,1.200586417725543,-1.0
EURCHF,M,OUTSIDE,H4,H4,6,3,3,0.030241957659227214,50.0,1.0604839153184544,-1.0
EURGBP,M,OUTSIDE,H4,H4,8,4,4,0.13806041466144714,50.0,1.2761208293228943,-1.0
EURJPY,M,OUTSIDE,H4,H4,5,3,2,0.3720349866816386,60.0,1.286724977802731,-1.0
EURNZD,M,OUTSIDE,H4,H4,6,3,3,0.12486059968245877,50.0,1.2497211993649175,-1.0
EURUSD,M,OUTSIDE,H4,H4,6,3,3,0.03447498406861271,50.0,1.0689499681372254,-1.0
GBPAUD,M,OUTSIDE,H4,H4,5,3,2,0.2406872582980631,60.0,1.0678120971634384,-1.0
GBPCAD,M,OUTSIDE,H4,H4,5,3,2,0.3554195361780181,60.0,1.2590325602966967,-1.0
GBPCHF,M,OUTSIDE,H4,H4,8,4,4,0.09408698506430224,50.0,1.1881739701286045,-1.0
GBPJPY,M,OUTSIDE,H4,H4,6,4,2,0.5074491341604949,66.66666666666666,1.2611737012407422,-1.0
GBPNZD,M,OUTSIDE,H4,H4,5,2,3,-0.10235459810347436,40.0,1.244113504741314,-1.0
GBPUSD,M,OUTSIDE,H4,H4,10,6,4,0.32370897739006876,60.0,1.206181628983448,-1.0
NZDCAD,M,OUTSIDE,H4,H4,7,5,2,0.5854390404807378,71.42857142857143,1.2196146566730328,-1.0
NZDCHF,M,OUTSIDE,H4,H4,6,3,3,0.11598091035482705,50.0,1.231961820709654,-1.0
NZDJPY,M,OUTSIDE,H4,H4,4,2,2,0.07154859865824365,50.0,1.1430971973164872,-1.0
NZDUSD,M,OUTSIDE,H4,H4,6,2,4,-0.26329407568216406,33.33333333333333,1.2101177729535078,-1.0
USDCAD,M,OUTSIDE,H4,H4,5,3,2,0.3506729716327689,60.0,1.2511216193879482,-1.0
USDCHF,M,OUTSIDE,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
USDJPY,M,OUTSIDE,H4,H4,7,1,6,-0.6556378122257323,14.285714285714285,1.4105353144198747,-1.0
ALL,ALL,ALL,ALL,ALL,174,93,81,0.18301470942665174,53.44827586206896,1.2133823595724451,-1.0
