pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,12,7,5,0.30683402252998015,58.333333333333336,1.2402868957656803,-1.0
AUDCHF,7,3,4,0.024979795268054255,42.857142857142854,1.3916195222921266,-1.0
AUDJPY,7,4,3,0.3233993413509581,57.14285714285714,1.3159488473641767,-1.0
AUDNZD,4,3,1,0.5780450044557708,75.0,1.1040600059410277,-1.0
AUDUSD,2,1,1,0.245,50.0,1.49,-1.0
CADCHF,7,2,5,-0.3611885832798392,28.57142857142857,1.2358399585205626,-1.0
CADJPY,5,2,3,-0.015931120074464334,40.0,1.4601721998138393,-1.0
CHFJPY,10,6,4,0.3622466782063988,60.0,1.270411130343998,-1.0
EURAUD,5,4,1,0.7446366299708137,80.0,1.180795787463517,-1.0
EURCAD,12,7,5,0.3724920771091731,58.333333333333336,1.3528435607585825,-1.0
EURCHF,7,5,2,0.5814081762510421,71.42857142857143,1.213971446751459,-1.0
EURGBP,8,4,4,0.22844959560947417,50.0,1.4568991912189484,-1.0
EURJPY,4,3,1,0.6890868498998386,75.0,1.2521157998664514,-1.0
EURNZD,7,3,4,-0.001727116975905409,42.857142857142854,1.3293033937228875,-1.0
EURUSD,6,4,2,0.4655314258713495,66.66666666666666,1.1982971388070243,-1.0
GBPAUD,4,2,2,0.245,50.0,1.49,-1.0
GBPCAD,10,6,4,0.44948831054256777,60.0,1.4158138509042797,-1.0
GBPCHF,7,1,6,-0.7149240393208245,14.285714285714285,0.9955317247542288,-1.0
GBPJPY,6,2,4,-0.2187573288283807,33.33333333333333,1.343728013514858,-1.0
GBPNZD,11,6,5,0.23218673883920643,54.54545454545454,1.2590090212052119,-1.0
GBPUSD,4,1,3,-0.3775,25.0,1.49,-1.0
NZDCAD,6,4,2,0.6370765027322411,66.66666666666666,1.4556147540983617,-1.0
NZDCHF,6,2,4,-0.2541159897255479,33.33333333333333,1.2376520308233563,-1.0
NZDJPY,3,1,2,-0.17,33.33333333333333,1.49,-1.0
NZDUSD,4,3,1,0.7835329373077279,75.0,1.378043916410304,-1.0
USDCAD,3,2,1,0.66,66.66666666666666,1.49,-1.0
USDCHF,8,3,5,-0.06691492829204096,37.5,1.4882268578878908,-1.0
USDJPY,3,1,2,-0.17,33.33333333333333,1.49,-1.0
ALL,178,92,86,0.20013383111470626,51.68539325842697,1.3219980645480185,-1.0
