pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
EURCHF,4,1,3,-0.3775,25.0,1.49,-1.0
ALL,4,1,3,-0.3775,25.0,1.49,-1.0
