pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCHF,85,34,51,-0.06775132953492777,40.0,1.3306216761626806,-1.0
AUDJPY,97,37,60,-0.08961855670103017,38.144329896907216,1.3866756756756777,-1.0
AUDNZD,86,38,48,0.03949372551642509,44.18604651162791,1.3525384314319095,-1.0
AUDUSD,70,27,43,-0.07218248792055948,38.57142857142858,1.4054528090948457,-1.0
CADCHF,59,27,32,0.0851864406779647,45.76271186440678,1.37133333333333,-1.0
CADJPY,85,29,56,-0.17657205588822258,34.11764705882353,1.4134956982586582,-1.0
CHFJPY,81,22,59,-0.3462313570660002,27.160493827160494,1.407057276256999,-1.0
EURAUD,90,39,51,0.024684949440118644,43.333333333333336,1.364657575631043,-1.0
EURCAD,78,29,49,-0.10118179441957181,37.17948717948718,1.417511035699083,-1.0
EURCHF,55,27,28,0.13981768932363045,49.09090909090909,1.3218508486222103,-1.0
EURGBP,77,34,43,0.05671711163249056,44.15584415584416,1.393153458697111,-1.0
EURJPY,100,44,56,0.05027086813109749,44.0,1.3869792457524943,-1.0
EURNZD,104,45,59,0.04839965211278471,43.269230769230774,1.4229680848828805,-1.0
EURUSD,82,46,36,0.33267129263655615,56.09756097560976,1.3756314346999483,-1.0
GBPAUD,113,31,82,-0.332037665846012,27.43362831858407,1.4348304438516337,-1.0
GBPCAD,100,37,63,-0.10831855124303186,37.0,1.4099498615053196,-1.0
GBPCHF,95,31,64,-0.21085178065762947,32.631578947368425,1.4183574463717805,-1.0
GBPJPY,99,33,66,-0.19346074553645543,33.33333333333333,1.419617763390634,-1.0
GBPNZD,116,43,73,-0.0950328266867541,37.06896551724138,1.4413067931241055,-1.0
GBPUSD,98,38,60,-0.08306727477761335,38.775510204081634,1.3647212387314185,-1.0
NZDCAD,83,24,59,-0.3308674698795183,28.915662650602407,1.3140833333333324,-1.0
NZDCHF,71,28,43,-0.07477208931716162,39.436619718309856,1.3461136306600547,-1.0
NZDJPY,91,47,44,0.21969771069488192,51.64835164835166,1.361542376026261,-1.0
NZDUSD,94,35,59,-0.12574722868830793,37.234042553191486,1.347993157237116,-1.0
USDCAD,43,16,27,-0.12146902136340015,37.2093023255814,1.3610520050858623,-1.0
USDCHF,73,30,43,-0.04190898047224761,41.0958904109589,1.3313548141841978,-1.0
USDJPY,74,29,45,-0.04980079918858814,39.189189189189186,1.424646236553258,-1.0
ALL,2299,900,1399,-0.0668445336138821,39.147455415398,1.3836937969129834,-1.0
