pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,22,10,12,0.09763854790479419,45.45454545454545,1.4148048053905473,-1.0
AUDCHF,23,15,8,0.5907439575650969,65.21739130434783,1.4391407349331482,-1.0
AUDJPY,30,13,17,0.06966968860859296,43.333333333333336,1.4684685121736756,-1.0
AUDNZD,20,10,10,0.1731598232494914,50.0,1.346319646498983,-1.0
AUDUSD,17,7,10,-0.021058475832008837,41.17647058823529,1.37742941583655,-1.0
CADCHF,27,11,16,-0.025662832806509845,40.74074074074074,1.391554864929476,-1.0
CADJPY,24,15,9,0.49676894856792386,62.5,1.394830317708678,-1.0
CHFJPY,31,17,14,0.3416206312213695,54.83870967741935,1.4464846804624971,-1.0
EURAUD,25,12,13,0.16668513091494463,48.0,1.430594022739468,-1.0
EURCAD,32,16,16,0.2310528722892864,50.0,1.4621057445785728,-1.0
EURCHF,25,17,8,0.5871996045703601,68.0,1.3341170655446473,-1.0
EURGBP,22,9,13,0.012618034767081494,40.909090909090914,1.4752885294306437,-1.0
EURJPY,22,11,11,0.2021074819293408,50.0,1.4042149638586816,-1.0
EURNZD,22,8,14,-0.1384950232760107,36.36363636363637,1.3691386859909704,-1.0
EURUSD,24,12,12,0.18400287587129482,50.0,1.3680057517425899,-1.0
GBPAUD,21,10,11,0.15622051861079692,47.61904761904761,1.4280630890826735,-1.0
GBPCAD,21,11,10,0.28906762949893716,52.38095238095239,1.460947292679789,-1.0
GBPCHF,25,11,14,0.057730511296865857,44.0,1.40393298022015,-1.0
GBPJPY,24,8,16,-0.1788704819277113,33.33333333333333,1.4633885542168659,-1.0
GBPNZD,29,13,16,0.10412762449456005,44.827586206896555,1.4630539315647877,-1.0
GBPUSD,25,8,17,-0.23304319890478412,32.0,1.3967400034225497,-1.0
NZDCAD,22,12,10,0.3193137121376001,54.54545454545454,1.4187418055856005,-1.0
NZDCHF,29,13,16,0.04061202844981494,44.827586206896555,1.3213652942342027,-1.0
NZDJPY,19,11,8,0.4143393507403269,57.89473684210527,1.442949787642383,-1.0
NZDUSD,20,14,6,0.6634224980945369,70.0,1.3763178544207668,-1.0
USDCAD,20,10,10,0.14584372075852098,50.0,1.2916874415170418,-1.0
USDCHF,21,8,13,-0.053757961783439515,38.095238095238095,1.4838853503184715,-1.0
USDJPY,29,10,19,-0.1770152389383729,34.48275862068966,1.3866558070787187,-1.0
ALL,671,322,349,0.1561509791460369,47.988077496274215,1.4092462950527664,-1.0
