pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,ALL,H4,H4,3,2,1,0.4648965988516263,66.66666666666666,1.1973448982774395,-1.0
AUDCHF,W,ALL,H4,H4,6,3,3,0.03547809873605231,50.0,1.0709561974721045,-1.0
AUDJPY,W,ALL,H4,H4,4,3,1,0.5157970631171,75.0,1.0210627508228,-1.0
AUDNZD,W,ALL,H4,H4,2,1,1,0.2128234301592099,50.0,1.4256468603184198,-1.0
AUDUSD,W,ALL,H4,H4,1,1,0,0.9598738934005118,100.0,0.9598738934005118,
CADCHF,W,ALL,H4,H4,4,2,2,0.10962172496097661,50.0,1.219243449921953,-1.0
CADJPY,W,ALL,H4,H4,4,2,2,0.12390126340899393,50.0,1.247802526817988,-1.0
CHFJPY,W,ALL,H4,H4,2,1,1,0.0023199287852001538,50.0,1.0046398575704003,-1.0
EURAUD,W,ALL,H4,H4,3,3,0,1.1263401769263461,100.0,1.1263401769263461,
EURCAD,W,ALL,H4,H4,2,2,0,1.1302311736518338,100.0,1.1302311736518338,
EURCHF,W,ALL,H4,H4,2,1,1,0.05925816347186963,50.0,1.1185163269437393,-1.0
EURGBP,W,ALL,H4,H4,3,2,1,0.4878128323536779,66.66666666666666,1.2317192485305168,-1.0
EURJPY,W,ALL,H4,H4,2,2,0,1.1539809431296915,100.0,1.1539809431296915,
EURNZD,W,ALL,H4,H4,3,1,2,-0.26351709468845236,33.33333333333333,1.209448715934643,-1.0
EURUSD,W,ALL,H4,H4,1,1,0,0.9689281026420806,100.0,0.9689281026420806,
GBPAUD,W,ALL,H4,H4,1,0,1,-1.0,0.0,,-1.0
GBPCAD,W,ALL,H4,H4,3,1,2,-0.3281257527690806,33.33333333333333,1.0156227416927581,-1.0
GBPCHF,W,ALL,H4,H4,2,1,1,0.07110202734217208,50.0,1.1422040546843442,-1.0
GBPJPY,W,ALL,H4,H4,6,1,5,-0.653089059390796,16.666666666666664,1.081465643655224,-1.0
GBPNZD,W,ALL,H4,H4,5,3,2,0.29791821793789686,60.0,1.1631970298964946,-1.0
GBPUSD,W,ALL,H4,H4,5,1,4,-0.5925330299885834,20.0,1.037334850057083,-1.0
NZDCAD,W,ALL,H4,H4,2,2,0,1.0768046605437962,100.0,1.0768046605437962,
NZDCHF,W,ALL,H4,H4,1,1,0,1.49,100.0,1.49,
NZDJPY,W,ALL,H4,H4,6,4,2,0.40245996735262296,66.66666666666666,1.1036899510289344,-1.0
NZDUSD,W,ALL,H4,H4,1,1,0,1.2561516315839776,100.0,1.2561516315839776,
USDCAD,W,ALL,H4,H4,3,2,1,0.34474034413025745,66.66666666666666,1.0171105161953862,-1.0
USDCHF,W,ALL,H4,H4,1,1,0,1.099370549433817,100.0,1.099370549433817,
USDJPY,W,ALL,H4,H4,7,3,4,-0.06821779712288352,42.857142857142854,1.1741584733799384,-1.0
ALL,ALL,ALL,ALL,ALL,85,48,37,0.2051715500195647,56.470588235294116,1.1341579531596457,-1.0
