pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,3D,ALL,H12,D1,13,5,8,-0.1304117509151567,38.46153846153847,1.2609294476205926,-1.0
AUDCHF,3D,ALL,H12,D1,10,5,5,0.12270844791430421,50.0,1.2454168958286085,-1.0
AUDJPY,3D,ALL,H12,D1,18,7,11,-0.13479769058557206,38.88888888888889,1.2248059384942434,-1.0
AUDNZD,3D,ALL,H12,D1,12,6,6,0.14466964222365877,50.0,1.2893392844473177,-1.0
AUDUSD,3D,ALL,H12,D1,12,4,8,-0.2850184010760391,33.33333333333333,1.1449447967718827,-1.0
CADCHF,3D,ALL,H12,D1,16,8,8,0.15970956892326416,50.0,1.3194191378465283,-1.0
CADJPY,3D,ALL,H12,D1,15,6,9,-0.08456489577412173,40.0,1.2885877605646956,-1.0
CHFJPY,3D,ALL,H12,D1,13,5,8,-0.07114081925229686,38.46153846153847,1.4150338699440281,-1.0
EURAUD,3D,ALL,H12,D1,15,5,10,-0.2660002505353543,33.33333333333333,1.201999248393937,-1.0
EURCAD,3D,ALL,H12,D1,10,4,6,-0.08528592201977932,40.0,1.2867851949505518,-1.0
EURCHF,3D,ALL,H12,D1,10,5,5,0.20043299700136935,50.0,1.4008659940027388,-1.0
EURGBP,3D,ALL,H12,D1,13,9,4,0.6013376501175036,69.23076923076923,1.3130432723919494,-1.0
EURJPY,3D,ALL,H12,D1,17,11,6,0.524726826396228,64.70588235294117,1.3563960044305343,-1.0
EURNZD,3D,ALL,H12,D1,18,8,10,-0.025187868730319123,44.44444444444444,1.1933272953567817,-1.0
EURUSD,3D,ALL,H12,D1,12,6,6,0.06542859223969667,50.0,1.1308571844793935,-1.0
NZDCAD,3D,ALL,H12,D1,12,5,7,-0.007102650549159761,41.66666666666667,1.3829536386820167,-1.0
NZDCHF,3D,ALL,H12,D1,11,4,7,-0.1312451009994603,36.36363636363637,1.3890759722514843,-1.0
NZDJPY,3D,ALL,H12,D1,15,7,8,0.09037417597701988,46.666666666666664,1.3365160913793284,-1.0
NZDUSD,3D,ALL,H12,D1,15,5,10,-0.17,33.33333333333333,1.49,-1.0
USDCAD,3D,ALL,H12,D1,13,7,6,0.1810641212062327,53.84615384615385,1.1934047965258607,-1.0
USDCHF,3D,ALL,H12,D1,16,8,8,0.19958481383509097,50.0,1.3991696276701817,-1.0
USDJPY,3D,ALL,H12,D1,17,6,11,-0.20737931539494855,35.294117647058826,1.2457586063809791,-1.0
ALL,ALL,ALL,ALL,ALL,303,136,167,0.03073477925919798,44.884488448844884,1.2964164567318897,-1.0
