pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,OUTSIDE,H4,H4,7,3,4,-0.10414998055680058,42.857142857142854,1.090316712034132,-1.0
AUDCHF,W,OUTSIDE,H4,H4,5,2,3,-0.11080084206557421,40.0,1.2229978948360645,-1.0
AUDJPY,W,OUTSIDE,H4,H4,8,4,4,0.03940644836392068,50.0,1.0788128967278414,-1.0
AUDNZD,W,OUTSIDE,H4,H4,3,1,2,-0.17,33.33333333333333,1.49,-1.0
AUDUSD,W,OUTSIDE,H4,H4,2,2,0,1.0449896627920405,100.0,1.0449896627920405,
CADCHF,W,OUTSIDE,H4,H4,7,3,4,-0.04641149179380869,42.857142857142854,1.225039852481113,-1.0
CADJPY,W,OUTSIDE,H4,H4,10,5,5,0.10132065334130713,50.0,1.2026413066826143,-1.0
CHFJPY,W,OUTSIDE,H4,H4,7,5,2,0.5490290747074749,71.42857142857143,1.1686407045904648,-1.0
EURAUD,W,OUTSIDE,H4,H4,8,4,4,0.13517133232225637,50.0,1.2703426646445126,-1.0
EURCAD,W,OUTSIDE,H4,H4,7,5,2,0.5293874861872365,71.42857142857143,1.1411424806621313,-1.0
EURCHF,W,OUTSIDE,H4,H4,5,4,1,0.6845387386329251,80.0,1.1056734232911565,-1.0
EURGBP,W,OUTSIDE,H4,H4,8,4,4,0.1272036053086492,50.0,1.2544072106172983,-1.0
EURJPY,W,OUTSIDE,H4,H4,7,5,2,0.593703319002267,71.42857142857143,1.231184646603174,-1.0
EURNZD,W,OUTSIDE,H4,H4,10,6,4,0.3638962040069945,60.0,1.2731603400116576,-1.0
EURUSD,W,OUTSIDE,H4,H4,6,2,4,-0.257547387295084,33.33333333333333,1.227357838114748,-1.0
GBPAUD,W,OUTSIDE,H4,H4,3,1,2,-0.30385184450629166,33.33333333333333,1.088444466481125,-1.0
GBPCAD,W,OUTSIDE,H4,H4,2,1,1,0.11027825853521656,50.0,1.2205565170704331,-1.0
GBPCHF,W,OUTSIDE,H4,H4,4,3,1,0.7028987998791649,75.0,1.27053173317222,-1.0
GBPJPY,W,OUTSIDE,H4,H4,6,3,3,0.07121009359515378,50.0,1.1424201871903075,-1.0
GBPNZD,W,OUTSIDE,H4,H4,4,2,2,0.012371806239164784,50.0,1.0247436124783296,-1.0
GBPUSD,W,OUTSIDE,H4,H4,9,2,7,-0.5062697571853157,22.22222222222222,1.221786092666079,-1.0
NZDCAD,W,OUTSIDE,H4,H4,4,3,1,0.7569530037102303,75.0,1.3426040049469739,-1.0
NZDCHF,W,OUTSIDE,H4,H4,5,2,3,-0.10258024341919061,40.0,1.2435493914520235,-1.0
NZDJPY,W,OUTSIDE,H4,H4,4,1,3,-0.4904925187032438,25.0,1.0380299251870249,-1.0
NZDUSD,W,OUTSIDE,H4,H4,5,2,3,-0.1322609517187249,40.0,1.1693476207031877,-1.0
USDCAD,W,OUTSIDE,H4,H4,8,1,7,-0.68875,12.5,1.49,-1.0
USDCHF,W,OUTSIDE,H4,H4,3,0,3,-1.0,0.0,,-1.0
USDJPY,W,OUTSIDE,H4,H4,8,3,5,-0.20757983846193717,37.5,1.1131204307681677,-1.0
ALL,ALL,ALL,ALL,ALL,165,79,86,0.050803796427196186,47.878787878787875,1.194716790006169,-1.0
