pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,34,18,16,0.20537938264301345,52.94117647058824,1.2768277227701368,-1.0
AUDCHF,33,19,14,0.3774258918958874,57.57575757575758,1.392371285924436,-1.0
AUDJPY,39,18,21,0.11180612444276178,46.15384615384615,1.4089132696259836,-1.0
AUDNZD,29,15,14,0.1878009481588751,51.724137931034484,1.296415166440492,-1.0
AUDUSD,21,9,12,-0.005978640573752134,42.857142857142854,1.3193831719945783,-1.0
CADCHF,35,15,20,0.0013899160418273913,42.857142857142854,1.3365764707642636,-1.0
CADJPY,34,17,17,0.20125879897817206,50.0,1.402517597956344,-1.0
CHFJPY,42,24,18,0.37148104948807115,57.14285714285714,1.4000918366041246,-1.0
EURAUD,35,18,17,0.20071408078008232,51.42857142857142,1.3347218237390488,-1.0
EURCAD,41,23,18,0.3455300887931754,56.09756097560976,1.3985536365443563,-1.0
EURCHF,31,21,10,0.5618845175334272,67.74193548387096,1.3056390496922017,-1.0
EURGBP,31,14,17,0.1020636469052878,45.16129032258064,1.4402837895759943,-1.0
EURJPY,33,19,14,0.360354701076413,57.57575757575758,1.362721322922191,-1.0
EURNZD,32,14,18,0.01893540179277442,43.75,1.3289952040977702,-1.0
EURUSD,33,18,15,0.2766945481140226,54.54545454545454,1.340606671542375,-1.0
GBPAUD,27,13,14,0.14554143948160694,48.148148148148145,1.3792014512310298,-1.0
GBPCAD,32,16,16,0.1788371183828208,50.0,1.3576742367656416,-1.0
GBPCHF,34,16,18,0.13430947417605266,47.05882352941176,1.410407632624112,-1.0
GBPJPY,32,13,19,-0.03540423833441464,40.625,1.3743895671768251,-1.0
GBPNZD,41,21,20,0.19071678043144202,51.21951219512195,1.32473276179472,-1.0
GBPUSD,35,13,22,-0.1090698912154957,37.142857142857146,1.3986579851890502,-1.0
NZDCAD,28,14,14,0.19102322535623184,50.0,1.3820464507124632,-1.0
NZDCHF,36,13,23,-0.16172919930431576,36.11111111111111,1.3213652942342027,-1.0
NZDJPY,22,13,9,0.41481973019191876,59.09090909090909,1.3943103126324776,-1.0
NZDUSD,22,15,7,0.6045578421355606,68.18181818181817,1.353351501798822,-1.0
USDCAD,27,13,14,0.10864756529496178,48.148148148148145,1.3025757125356898,-1.0
USDCHF,27,10,17,-0.09482357865883559,37.03703703703704,1.443976337621144,-1.0
USDJPY,32,11,21,-0.19286010508958706,34.375,1.348043330648474,-1.0
ALL,898,443,455,0.1650977296756876,49.33184855233853,1.3617556687331094,-1.0
