pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,6,3,3,0.18433333333333043,50.0,1.3686666666666607,-1.0
AUDCHF,5,3,2,0.49399999999999994,60.0,1.49,-1.0
AUDJPY,10,3,7,-0.253,30.0,1.49,-1.0
AUDNZD,8,2,6,-0.4199999999999964,25.0,1.3200000000000145,-1.0
AUDUSD,7,2,5,-0.33139418774433543,28.57142857142857,1.340120342894826,-1.0
CADCHF,10,5,5,0.22560000000000083,50.0,1.4512000000000018,-1.0
CADJPY,8,5,3,0.5131299795662612,62.5,1.4210079673060179,-1.0
CHFJPY,7,1,6,-0.6442857142857142,14.285714285714285,1.49,-1.0
EURAUD,11,3,8,-0.32090909090909087,27.27272727272727,1.49,-1.0
EURCAD,11,7,4,0.5845454545454545,63.63636363636363,1.49,-1.0
EURCHF,7,4,3,0.3117142857142974,57.14285714285714,1.2955000000000205,-1.0
EURGBP,8,3,5,-0.08698251600647328,37.5,1.4347132906494047,-1.0
EURJPY,8,4,4,0.22624999999999693,50.0,1.452499999999994,-1.0
EURNZD,11,7,4,0.5305006301806271,63.63636363636363,1.4050724188552712,-1.0
EURUSD,10,3,7,-0.253,30.0,1.49,-1.0
GBPAUD,8,6,2,0.7382228492011207,75.0,1.3176304656014943,-1.0
GBPCAD,9,5,4,0.38333333333333325,55.55555555555556,1.4899999999999998,-1.0
GBPCHF,5,4,1,0.9708869769260877,80.0,1.4636087211576099,-1.0
GBPJPY,9,4,5,0.10666666666666663,44.44444444444444,1.49,-1.0
GBPNZD,9,5,4,0.26155405432713663,55.55555555555556,1.2707972977888462,-1.0
GBPUSD,7,2,5,-0.2885714285714286,28.57142857142857,1.49,-1.0
NZDCAD,10,4,6,-0.04677934272300608,40.0,1.3830516431924846,-1.0
NZDCHF,10,2,8,-0.557199999999997,20.0,1.214000000000015,-1.0
NZDJPY,6,4,2,0.66,66.66666666666666,1.49,-1.0
NZDUSD,4,3,1,0.8674999999999999,75.0,1.49,-1.0
USDCAD,7,4,3,0.4134285714285655,57.14285714285714,1.4734999999999898,-1.0
USDCHF,7,5,2,0.6888571428571396,71.42857142857143,1.3643999999999954,-1.0
USDJPY,7,3,4,0.011630048930252388,42.857142857142854,1.3604701141705888,-1.0
ALL,225,106,119,0.13960332626097882,47.11111111111111,1.4189693246105683,-1.0
