mode,ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed
3D,H1,EURCHF,long,2015-01-14,2015-01-19,0.9714,0.99341,0.022009999999999974,2015-01-16 16:00:00,2015-01-16 17:00:00,0.97518,0.977765,2015-01-23 12:00:00,0.98085,1.01542,0.9576486577181208,2015-01-26 16:00:00,1.01542,win,1.49
3D,H1,EURCHF,long,2015-03-10,2015-03-13,1.05151,1.06595,0.014440000000000008,2015-03-13 19:00:00,2015-03-13 20:00:00,1.0535,1.053585,2015-03-19 15:00:00,1.053835,1.08039,1.0360128523489935,2015-04-13 14:00:00,1.0360128523489935,loss,-1.0
3D,H1,EURCHF,long,2015-03-31,2015-04-03,1.038945,1.044145,0.0052000000000000934,2015-04-02 15:00:00,2015-04-02 16:00:00,1.040835,1.041175,2015-04-08 18:00:00,1.04143,1.0493450000000002,1.0361179194630872,2015-04-13 14:00:00,1.0361179194630872,loss,-1.0
3D,H1,EURCHF,short,2015-07-27,2015-07-30,1.063045,1.06899,0.005945000000000089,2015-07-28 08:00:00,2015-07-28 09:00:00,1.067395,1.06753,2015-08-05 12:00:00,1.0672,1.0571,1.0739785234899328,2015-08-07 08:00:00,1.0739785234899328,loss,-1.0
3D,H1,EURCHF,long,2016-05-27,2016-06-01,1.102435,1.106365,0.003929999999999989,2016-06-01 13:00:00,2016-06-01 14:00:00,1.102435,1.10295,2016-06-06 16:00:00,1.103355,1.110295,1.0983550000000002,2016-06-07 08:00:00,1.0983550000000002,loss,-1.0
3D,H1,EURCHF,short,2016-07-26,2016-07-29,1.086505,1.09376,0.0072550000000000114,2016-07-28 14:00:00,2016-07-28 15:00:00,1.088515,1.088735,2016-08-08 11:00:00,1.08821,1.07925,1.0944855,2016-08-26 17:00:00,1.0944855,loss,-1.0
3D,H1,EURCHF,long,2016-09-19,2016-09-22,1.08562,1.08979,0.004170000000000007,2016-09-23 08:00:00,2016-09-23 09:00:00,1.08706,1.087065,2016-09-27 12:00:00,1.087375,1.09396,1.082375,2016-09-30 07:00:00,1.082375,loss,-1.0
3D,H1,EURCHF,long,2017-03-14,2017-03-17,1.0684,1.072805,0.004404999999999992,2017-03-17 12:00:00,2017-03-17 13:00:00,1.06952,1.06952,2017-03-22 14:00:00,1.069705,1.07721,1.064668087248322,2017-04-23 21:00:00,1.07721,win,1.49
3D,H1,EURCHF,short,2017-11-16,2017-11-21,1.16562,1.17231,0.006689999999999863,2017-11-17 05:00:00,2017-11-17 06:00:00,1.17216,1.17231,2017-11-27 14:00:00,1.17054,1.1589300000000002,1.1783319463087245,2018-01-12 08:00:00,1.1783319463087245,loss,-1.0
3D,H1,EURCHF,short,2018-03-16,2018-03-21,1.170875,1.1749,0.004024999999999945,2018-03-20 11:00:00,2018-03-20 12:00:00,1.17344,1.17354,2018-03-26 09:00:00,1.17318,1.1668500000000002,1.1781799999999998,2018-03-28 08:00:00,1.1781799999999998,loss,-1.0
3D,H1,EURCHF,long,2018-05-07,2018-05-10,1.18662,1.19158,0.0049600000000000755,2018-05-09 06:00:00,2018-05-09 07:00:00,1.18666,1.18688,2018-05-15 13:00:00,1.18744,1.1965400000000002,1.1813326174496643,2018-05-16 09:00:00,1.1813326174496643,loss,-1.0
3D,H1,EURCHF,short,2018-09-26,2018-10-01,1.13929,1.14288,0.003589999999999982,2018-10-01 08:00:00,2018-10-01 09:00:00,1.1427,1.14288,2018-10-04 13:00:00,1.14242,1.1357,1.1474199999999999,2018-10-11 15:00:00,1.1474199999999999,loss,-1.0
3D,H1,EURCHF,short,2018-11-15,2018-11-20,1.13806,1.14344,0.00537999999999994,2018-11-19 08:00:00,2018-11-19 09:00:00,1.14094,1.14126,2019-01-30 17:00:00,1.14092,1.1326800000000001,1.1464502013422817,2019-02-08 16:00:00,1.1326800000000001,win,1.49
3D,H1,EURCHF,short,2018-12-03,2018-12-06,1.13174,1.13488,0.0031400000000001427,2018-12-04 12:00:00,2018-12-04 13:00:00,1.13485,1.13488,2018-12-20 09:00:00,1.13358,1.1285999999999998,1.13858,2018-12-24 14:00:00,1.1285999999999998,win,0.9960000000000413
3D,H1,USDCHF,long,2015-09-28,2015-10-01,0.964565,0.973265,0.008700000000000041,2015-10-02 13:00:00,2015-10-02 14:00:00,0.964565,0.96493,2015-10-07 03:00:00,0.9651,0.9819650000000001,0.9537812080536912,2015-10-14 12:00:00,0.9537812080536912,loss,-1.0
3D,H1,USDCHF,short,2015-12-16,2015-12-21,0.99206,0.99912,0.007059999999999955,2015-12-17 16:00:00,2015-12-17 17:00:00,0.99892,0.99912,2015-12-31 14:00:00,0.99876,0.9850000000000001,1.007994899328859,2016-01-05 11:00:00,1.007994899328859,loss,-1.0
3D,H1,USDCHF,long,2016-02-09,2016-02-12,0.96614,0.972425,0.006284999999999985,2016-02-11 11:00:00,2016-02-11 12:00:00,0.968985,0.969015,2016-03-17 10:00:00,0.969725,0.97871,0.963694798657718,2016-03-25 15:00:00,0.97871,win,1.49
3D,H1,USDCHF,long,2016-12-28,2017-01-02,1.00592,1.01902,0.013100000000000112,2016-12-30 16:00:00,2016-12-30 17:00:00,1.015125,1.015875,2017-01-05 06:00:00,1.016055,1.0321200000000001,1.00461,2017-01-13 13:00:00,1.00461,loss,-1.0
3D,H1,USDCHF,short,2017-01-02,2017-01-05,1.02106,1.03351,0.01244999999999985,2017-01-04 19:00:00,2017-01-04 20:00:00,1.0234,1.02416,2017-01-11 15:00:00,1.023,1.0086100000000002,1.0347549999999999,2017-01-12 08:00:00,1.0086100000000002,win,1.2241599319438308
3D,H1,USDCHF,short,2017-02-21,2017-02-24,1.006425,1.0141,0.007675000000000098,2017-02-22 11:00:00,2017-02-22 12:00:00,1.01404,1.0141,2017-03-02 14:00:00,1.013085,0.9987499999999998,1.0227058053691276,2017-03-15 20:00:00,0.9987499999999998,win,1.49
3D,H1,USDCHF,long,2018-05-10,2018-05-15,0.99576,1.00043,0.004669999999999952,2018-05-14 13:00:00,2018-05-14 14:00:00,0.99576,0.99618,2018-05-18 16:00:00,0.99664,1.0050999999999999,0.9909621476510068,2018-05-23 06:00:00,0.9909621476510068,loss,-1.0
3D,H1,USDCHF,short,2018-07-17,2018-07-20,0.99924,1.0044,0.005159999999999942,2018-07-19 15:00:00,2018-07-19 16:00:00,1.00182,1.00224,2018-10-25 15:00:00,1.00091,0.9940800000000001,1.0059099999999999,2018-10-31 09:00:00,1.0059099999999999,loss,-1.0
3D,H1,USDCHF,long,2018-07-30,2018-08-02,0.9867,0.99216,0.00546000000000002,2018-07-31 21:00:00,2018-07-31 22:00:00,0.98992,0.99002,2018-08-09 14:00:00,0.99092,0.9976200000000001,0.98592,2018-08-15 08:00:00,0.9976200000000001,win,1.3400000000000079
3D,H1,USDCHF,long,2018-09-05,2018-09-10,0.96416,0.96926,0.005099999999999993,2018-09-07 13:00:00,2018-09-07 14:00:00,0.96548,0.9659,2018-09-13 13:00:00,0.96676,0.97436,0.9616593288590604,2018-09-17 14:00:00,0.9616593288590604,loss,-1.0
3D,H1,USDCHF,long,2019-02-28,2019-03-05,0.99268,0.999,0.006319999999999992,2019-03-01 14:00:00,2019-03-01 15:00:00,0.99636,0.99684,2019-03-20 15:00:00,0.99744,1.00532,0.992048,2019-03-20 18:00:00,0.992048,loss,-1.0
3D,H1,USDCHF,long,2019-05-10,2019-05-15,1.00504,1.00869,0.003650000000000153,2019-05-13 22:00:00,2019-05-13 23:00:00,1.00508,1.00531,2019-05-23 14:00:00,1.00662,1.0123400000000002,1.0016200000000002,2019-05-24 07:00:00,1.0016200000000002,loss,-1.0
3D,H1,USDCHF,short,2019-11-07,2019-11-12,0.99338,0.99788,0.0044999999999999485,2019-11-08 20:00:00,2019-11-08 21:00:00,0.99772,0.99788,2019-11-22 18:00:00,0.99744,0.9888800000000001,1.0031849664429529,2019-12-03 10:00:00,0.9888800000000001,win,1.49
3D,H1,USDCHF,long,2019-12-16,2019-12-19,0.97707,0.98042,0.003349999999999964,2019-12-19 20:00:00,2019-12-19 21:00:00,0.97758,0.97777,2019-12-27 08:00:00,0.97829,0.9837699999999999,0.97329,2019-12-27 17:00:00,0.97329,loss,-1.0
3D,H1,GBPAUD,long,2015-02-20,2015-02-25,1.957305,1.973675,0.016369999999999996,2015-02-25 13:00:00,2015-02-25 14:00:00,1.961255,1.96143,2015-03-03 03:00:00,1.96849,1.990045,1.95402355704698,2015-03-04 13:00:00,1.95402355704698,loss,-1.0
