pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,ALL,H4,D1,12,6,6,0.17522465255024242,50.0,1.3504493051004849,-1.0
AUDCHF,W,ALL,H4,D1,12,5,7,-0.07510596185150119,41.66666666666667,1.2197456915563971,-1.0
AUDJPY,W,ALL,H4,D1,19,11,8,0.3471189880137259,57.89473684210527,1.326841888387345,-1.0
AUDNZD,W,ALL,H4,D1,12,4,8,-0.24621044726353114,33.33333333333333,1.2613686582094066,-1.0
AUDUSD,W,ALL,H4,D1,4,2,2,0.245,50.0,1.49,-1.0
CADCHF,W,ALL,H4,D1,19,6,13,-0.3058183359407602,31.57894736842105,1.1982419361875927,-1.0
CADJPY,W,ALL,H4,D1,18,8,10,0.01717181290141402,44.44444444444444,1.2886365790281815,-1.0
CHFJPY,W,ALL,H4,D1,18,9,9,0.14893857312125477,50.0,1.2978771462425094,-1.0
EURAUD,W,ALL,H4,D1,15,5,10,-0.292479596082688,33.33333333333333,1.122561211751936,-1.0
EURCAD,W,ALL,H4,D1,15,10,5,0.477534071512289,66.66666666666666,1.2163011072684333,-1.0
EURCHF,W,ALL,H4,D1,16,9,7,0.23795018936304485,56.25,1.2008003366454132,-1.0
EURGBP,W,ALL,H4,D1,17,9,8,0.17258290331252593,52.94117647058824,1.2148788173681044,-1.0
EURJPY,W,ALL,H4,D1,13,7,6,0.2195476593245525,53.84615384615385,1.2648742244598832,-1.0
EURNZD,W,ALL,H4,D1,23,11,12,0.07275990514332026,47.82608695652174,1.2430434380269424,-1.0
EURUSD,W,ALL,H4,D1,12,5,7,0.013059815965298371,41.66666666666667,1.4313435583167162,-1.0
GBPAUD,W,ALL,H4,D1,11,3,8,-0.4017191492222336,27.27272727272727,1.19369645285181,-1.0
GBPCAD,W,ALL,H4,D1,7,2,5,-0.3270633547042238,28.57142857142857,1.3552782585352166,-1.0
GBPCHF,W,ALL,H4,D1,13,9,4,0.5896761171551365,69.23076923076923,1.2961988358907528,-1.0
GBPJPY,W,ALL,H4,D1,20,10,10,0.09830581544886959,50.0,1.196611630897739,-1.0
GBPNZD,W,ALL,H4,D1,16,7,9,-0.046938438730941306,43.75,1.1784264257578485,-1.0
GBPUSD,W,ALL,H4,D1,15,4,11,-0.3990053868955525,26.666666666666668,1.2537297991416783,-1.0
NZDCAD,W,ALL,H4,D1,12,5,7,-0.06698421273068965,41.66666666666667,1.2392378894463447,-1.0
NZDCHF,W,ALL,H4,D1,13,4,9,-0.324645506801578,30.76923076923077,1.1949021028948712,-1.0
NZDJPY,W,ALL,H4,D1,11,6,5,0.30213004527400467,54.54545454545454,1.3872384163356752,-1.0
NZDUSD,W,ALL,H4,D1,11,7,4,0.3993644352193522,63.63636363636363,1.1990012553446963,-1.0
USDCAD,W,ALL,H4,D1,13,4,9,-0.2999851459568624,30.76923076923077,1.2750482756401973,-1.0
USDCHF,W,ALL,H4,D1,14,6,8,-0.03740690322193864,42.857142857142854,1.2460505591488098,-1.0
USDJPY,W,ALL,H4,D1,17,6,11,-0.26749066622983775,35.294117647058826,1.075443112348793,-1.0
ALL,ALL,ALL,ALL,ALL,398,180,218,0.01786857064813554,45.22613065326633,1.2506205062108775,-1.0
