mode,ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed
W,H4,CADJPY,short,2015-02-09,2015-02-16,95.432,96.42,0.9879999999999995,2015-02-18 06:00:00,2015-02-18 10:00:00,96.081,96.207,2015-03-03 10:00:00,96.0435,94.444,97.1169899328859,2015-03-18 09:00:00,94.444,win,1.49
W,H4,CADJPY,short,2015-03-02,2015-03-09,95.708,96.826,1.117999999999995,2015-03-10 05:00:00,2015-03-10 09:00:00,96.3515,96.426,2015-04-07 13:00:00,96.324,94.59,97.48775838926174,2015-04-16 13:00:00,97.48775838926174,loss,-1.0
W,H4,CADJPY,long,2015-03-09,2015-03-16,94.386,94.969,0.5829999999999984,2015-03-18 09:00:00,2015-03-18 13:00:00,94.386,94.4435,2015-03-30 01:00:00,94.46,95.55199999999999,93.72711409395973,2015-04-03 09:00:00,95.55199999999999,win,1.49
W,H4,CADJPY,short,2015-03-16,2015-03-23,95.64,96.046,0.4060000000000059,2015-03-24 09:00:00,2015-03-24 13:00:00,95.972,95.985,2015-04-07 01:00:00,95.933,95.234,96.433,2015-04-07 13:00:00,96.433,loss,-1.0
W,H4,CADJPY,long,2015-03-23,2015-03-30,93.758,94.437,0.679000000000002,2015-03-31 21:00:00,2015-04-01 01:00:00,94.319,94.322,2015-08-03 05:00:00,94.3915,95.116,93.6901,2015-08-06 17:00:00,95.116,win,1.0329341317365468
W,H4,CADJPY,short,2015-09-07,2015-09-14,90.908,92.072,1.1640000000000015,2015-09-17 13:00:00,2015-09-17 17:00:00,91.8235,92.0425,2015-10-05 09:00:00,91.6395,89.744,92.9116476510067,2015-10-09 09:00:00,92.9116476510067,loss,-1.0
W,H4,CADJPY,long,2015-10-26,2015-11-02,90.59,92.233,1.6430000000000007,2015-11-03 06:00:00,2015-11-03 10:00:00,91.9365,92.0075,2015-11-13 14:00:00,92.1805,93.876,90.4257,2015-12-08 10:00:00,90.4257,loss,-1.0
W,H4,CADJPY,short,2015-11-16,2015-11-23,92.017,93.089,1.0720000000000027,2015-11-20 10:00:00,2015-11-20 14:00:00,92.4275,92.5605,2015-11-30 14:00:00,92.2275,90.945,93.1962,2015-12-08 06:00:00,90.945,win,1.3239393000929238
W,H4,CADJPY,long,2016-02-08,2016-02-15,79.284,81.768,2.4839999999999947,2016-02-11 06:00:00,2016-02-11 10:00:00,79.284,79.462,2016-06-16 13:00:00,80.4915,84.252,77.9676744966443,2016-06-24 01:00:00,77.9676744966443,loss,-1.0
W,H4,CADJPY,short,2016-03-28,2016-04-04,85.859,87.461,1.6020000000000039,2016-04-01 05:00:00,2016-04-01 09:00:00,86.33,86.368,2016-04-19 13:00:00,86.126,84.25699999999999,87.6212,2016-04-22 09:00:00,87.6212,loss,-1.0
W,H4,CADJPY,long,2016-05-02,2016-05-09,82.254,82.983,0.7289999999999992,2016-05-06 09:00:00,2016-05-06 13:00:00,82.254,82.35,2016-06-03 13:00:00,82.394,83.712,81.50943624161074,2016-06-06 17:00:00,83.712,win,1.49
W,H4,CADJPY,short,2016-05-23,2016-05-30,84.658,85.514,0.8559999999999945,2016-05-31 01:00:00,2016-05-31 05:00:00,85.396,85.514,2016-11-30 22:00:00,85.3765,83.802,86.43321140939595,2016-12-05 14:00:00,86.43321140939595,loss,-1.0
W,H4,CADJPY,long,2016-08-01,2016-08-08,76.767,77.302,0.5350000000000108,2016-08-03 01:00:00,2016-08-03 05:00:00,76.767,76.808,2016-09-20 13:00:00,76.814,77.83700000000002,76.12742281879193,2016-09-21 05:00:00,77.83700000000002,win,1.49
W,H4,CADJPY,short,2016-08-08,2016-08-15,78.204,78.788,0.5840000000000032,2016-08-18 21:00:00,2016-08-19 01:00:00,78.468,78.516,2016-08-28 21:00:00,78.3565,77.61999999999999,78.8565,2016-08-30 17:00:00,78.8565,loss,-1.0
W,H4,CADJPY,long,2016-08-15,2016-08-22,77.34,77.876,0.5360000000000014,2016-08-22 13:00:00,2016-08-22 17:00:00,77.34,77.357,2016-09-15 01:00:00,77.4875,78.412,76.86703020134227,2016-09-20 13:00:00,76.86703020134227,loss,-1.0
W,H4,CADJPY,short,2016-12-12,2016-12-19,88.418,88.923,0.5049999999999955,2016-12-16 02:00:00,2016-12-16 06:00:00,88.747,88.784,2017-07-11 05:00:00,88.519,87.91300000000001,89.019,2017-07-12 01:00:00,87.91300000000001,win,1.211999999999989
W,H4,CADJPY,long,2017-01-16,2017-01-23,84.807,86.028,1.2210000000000036,2017-01-23 18:00:00,2017-01-23 22:00:00,85.028,85.132,2017-02-07 06:00:00,85.164,87.24900000000001,83.7646711409396,2017-02-14 14:00:00,87.24900000000001,win,1.49
W,H4,CADJPY,long,2017-01-30,2017-02-06,84.868,86.444,1.5760000000000076,2017-02-09 02:00:00,2017-02-09 06:00:00,85.177,85.232,2017-02-27 22:00:00,85.341,88.02000000000001,83.54301342281877,2017-03-21 21:00:00,83.54301342281877,loss,-1.0
W,H4,CADJPY,short,2017-02-06,2017-02-13,86.536,87.734,1.1979999999999933,2017-02-15 10:00:00,2017-02-15 14:00:00,87.648,87.734,2017-07-04 13:00:00,87.515,85.33800000000001,88.97607382550335,2017-07-12 13:00:00,88.97607382550335,loss,-1.0
W,H4,CADJPY,long,2017-02-27,2017-03-06,84.192,85.246,1.054000000000002,2017-03-09 14:00:00,2017-03-09 18:00:00,84.846,84.918,2017-03-14 17:00:00,85.1275,86.3,84.08659999999999,2017-03-21 13:00:00,84.08659999999999,loss,-1.0
W,H4,CADJPY,short,2017-03-27,2017-04-03,83.647,84.206,0.5589999999999975,2017-03-31 09:00:00,2017-03-31 13:00:00,84.13,84.206,2017-06-16 09:00:00,83.9005,83.08800000000001,84.4458020134228,2017-06-19 21:00:00,84.4458020134228,loss,-1.0
W,H4,CADJPY,long,2017-04-17,2017-04-24,80.576,80.841,0.26500000000000057,2017-04-21 13:00:00,2017-04-21 17:00:00,80.576,80.579,2018-03-19 01:00:00,80.5805,81.106,80.0805,2018-03-19 09:00:00,81.106,win,1.0509999999999877
W,H4,CADJPY,short,2017-05-08,2017-05-15,82.664,83.744,1.0799999999999983,2017-05-16 09:00:00,2017-05-16 13:00:00,83.476,83.528,2017-05-25 05:00:00,83.2495,81.584,84.36728523489933,2017-06-06 01:00:00,81.584,win,1.49
W,H4,CADJPY,long,2017-05-15,2017-05-22,80.658,82.339,1.6809999999999974,2017-05-19 09:00:00,2017-05-19 13:00:00,81.752,81.869,2017-05-31 13:00:00,81.8935,84.02,80.46631879194632,2017-06-16 05:00:00,84.02,win,1.49
W,H4,CADJPY,long,2017-05-29,2017-06-05,80.873,81.892,1.0189999999999912,2017-06-07 13:00:00,2017-06-07 17:00:00,80.873,80.912,2018-03-16 05:00:00,80.9955,82.91099999999999,79.70992953020136,2018-04-03 13:00:00,82.91099999999999,win,1.49
W,H4,CADJPY,short,2017-06-12,2017-06-19,83.908,84.554,0.6460000000000008,2017-06-20 05:00:00,2017-06-20 09:00:00,84.473,84.554,2017-06-26 17:00:00,84.4645,83.262,85.27154697986578,2017-06-27 13:00:00,85.27154697986578,loss,-1.0
W,H4,CADJPY,long,2017-06-19,2017-06-26,83.208,83.872,0.6640000000000015,2017-06-22 01:00:00,2017-06-22 05:00:00,83.208,83.276,2018-02-28 14:00:00,83.3065,84.536,82.4813322147651,2018-03-02 02:00:00,82.4813322147651,loss,-1.0
