pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,INNER,H4,H4,5,3,2,0.36075921767793745,60.0,1.267932029463229,-1.0
AUDCHF,W,INNER,H4,H4,5,4,1,0.7372268891125756,80.0,1.1715336113907195,-1.0
AUDJPY,W,INNER,H4,H4,7,5,2,0.5224891411516385,71.42857142857143,1.131484797612294,-1.0
AUDNZD,W,INNER,H4,H4,2,0,2,-1.0,0.0,,-1.0
AUDUSD,W,INNER,H4,H4,3,3,0,1.0377057895980846,100.0,1.0377057895980846,
CADCHF,W,INNER,H4,H4,7,3,4,-0.038732478472415934,42.857142857142854,1.2429575502310295,-1.0
CADJPY,W,INNER,H4,H4,8,5,3,0.2960594404908313,62.5,1.07369510478533,-1.0
CHFJPY,W,INNER,H4,H4,8,6,2,0.5418435447765705,75.0,1.0557913930354272,-1.0
EURAUD,W,INNER,H4,H4,3,2,1,0.5853911921832177,66.66666666666666,1.3780867882748264,-1.0
EURCAD,W,INNER,H4,H4,5,4,1,0.7339698438683445,80.0,1.1674623048354307,-1.0
EURCHF,W,INNER,H4,H4,4,3,1,0.6337992359861644,75.0,1.1783989813148859,-1.0
EURGBP,W,INNER,H4,H4,4,1,3,-0.4778253200162078,25.0,1.0886987199351688,-1.0
EURJPY,W,INNER,H4,H4,5,3,2,0.28201622358961276,60.0,1.1366937059826878,-1.0
EURNZD,W,INNER,H4,H4,4,2,2,0.12180708879376356,50.0,1.2436141775875271,-1.0
EURUSD,W,INNER,H4,H4,5,2,3,-0.19872643562816888,40.0,1.0031839109295777,-1.0
GBPAUD,W,INNER,H4,H4,4,2,2,0.003265578807932934,50.0,1.006531157615866,-1.0
GBPCAD,W,INNER,H4,H4,7,3,4,-0.10458643500226253,42.857142857142854,1.089298318328054,-1.0
GBPCHF,W,INNER,H4,H4,6,2,4,-0.27788379912874067,33.33333333333333,1.166348602613778,-1.0
GBPJPY,W,INNER,H4,H4,8,2,6,-0.45180467416520764,25.0,1.1927813033391694,-1.0
GBPNZD,W,INNER,H4,H4,6,2,4,-0.21887917849289007,33.33333333333333,1.3433624645213298,-1.0
GBPUSD,W,INNER,H4,H4,6,1,5,-0.626805294247567,16.666666666666664,1.2391682345145978,-1.0
NZDCAD,W,INNER,H4,H4,1,0,1,-1.0,0.0,,-1.0
NZDCHF,W,INNER,H4,H4,2,0,2,-1.0,0.0,,-1.0
NZDJPY,W,INNER,H4,H4,6,3,3,0.15500467861921918,50.0,1.3100093572384386,-1.0
NZDUSD,W,INNER,H4,H4,1,1,0,1.0430195104061837,100.0,1.0430195104061837,
USDCAD,W,INNER,H4,H4,5,3,2,0.2566616948177852,60.0,1.094436158029642,-1.0
USDCHF,W,INNER,H4,H4,4,3,1,0.6100979098416651,75.0,1.1467972131222202,-1.0
USDJPY,W,INNER,H4,H4,7,1,6,-0.6735575606416754,14.285714285714285,1.2850970755082725,-1.0
ALL,ALL,ALL,ALL,ALL,138,69,69,0.07647187822578598,50.0,1.152943756451572,-1.0
