pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,3D,ALL,H4,H4,14,9,5,0.40349159273166035,64.28571428571429,1.0783113744245487,-0.8111840143155387
AUDCHF,3D,ALL,H4,H4,17,8,9,0.005901109029787433,47.05882352941176,1.060411029737788,-0.9314410427106574
AUDJPY,3D,ALL,H4,H4,18,10,8,0.17279966391188997,55.55555555555556,1.111039395041402,-1.0
AUDNZD,3D,ALL,H4,H4,23,15,8,0.3628858403844466,65.21739130434783,1.089758288589485,-1.0
AUDUSD,3D,ALL,H4,H4,16,9,7,0.17371382778192915,56.25,1.0866023605012072,-1.0
CADCHF,3D,ALL,H4,H4,16,8,8,0.06947910265451762,50.0,1.0566035274452368,-0.9176453221362015
CADJPY,3D,ALL,H4,H4,23,12,11,0.2480997054647312,52.17391304347826,1.0723549125024818,-0.6510877931219059
CHFJPY,3D,ALL,H4,H4,13,7,6,0.08165866350875756,53.84615384615385,0.9876316140147694,-0.9753097787482563
EURAUD,3D,ALL,H4,H4,22,11,11,0.13933006516942772,50.0,1.0741658414798314,-0.7955057111409759
EURCAD,3D,ALL,H4,H4,15,8,7,0.04686543045068703,53.333333333333336,0.9628726820950382,-1.0
EURCHF,3D,ALL,H4,H4,21,10,11,-0.033433431051248554,47.61904761904761,1.029789794792378,-1.0
EURGBP,3D,ALL,H4,H4,8,6,2,0.5217169072669209,75.0,1.0289558763558946,-1.0
EURJPY,3D,ALL,H4,H4,15,6,9,-0.17684529648998654,40.0,1.0578867587750336,-1.0
EURNZD,3D,ALL,H4,H4,17,8,9,0.05558243722183871,47.05882352941176,1.0201916333791194,-0.8018479593624109
EURUSD,3D,ALL,H4,H4,17,7,10,-0.06607850323127329,41.17647058823529,1.0445882893288958,-0.8435452580233918
GBPAUD,3D,ALL,H4,H4,15,6,9,-0.17551248152661328,40.0,1.0612187961834667,-1.0
GBPCAD,3D,ALL,H4,H4,16,8,8,0.1404054040537239,50.0,1.078786524997884,-0.7979757168904364
GBPCHF,3D,ALL,H4,H4,14,6,8,-0.13210344171242921,42.857142857142854,1.0250919693376652,-1.0
GBPJPY,3D,ALL,H4,H4,16,6,10,-0.222112991875152,37.5,1.0743653549995948,-1.0
GBPNZD,3D,ALL,H4,H4,15,8,7,0.2894063340489594,53.333333333333336,1.1451711730880432,-0.6886106248528506
GBPUSD,3D,ALL,H4,H4,11,6,5,0.1033008473495425,54.54545454545454,1.0227182201408278,-1.0
NZDCAD,3D,ALL,H4,H4,12,7,5,0.21971384613628708,58.333333333333336,1.0909380219479208,-1.0
NZDCHF,3D,ALL,H4,H4,18,9,9,0.24823085497821148,50.0,1.1184827235485624,-0.6220210135921396
NZDJPY,3D,ALL,H4,H4,14,8,6,0.17837812574793496,57.14285714285714,1.062161720058886,-1.0
NZDUSD,3D,ALL,H4,H4,13,5,8,-0.21476805872302926,38.46153846153847,1.0416030473201239,-1.0
USDCAD,3D,ALL,H4,H4,17,7,10,-0.13685099734898773,41.17647058823529,1.0962190064381727,-1.0
USDCHF,3D,ALL,H4,H4,13,7,6,0.08142443705747168,53.84615384615385,1.0083596688210188,-1.0
USDJPY,3D,ALL,H4,H4,17,7,10,-0.15221295479432703,41.17647058823529,1.0589113954994915,-1.0
ALL,ALL,ALL,ALL,ALL,446,224,222,0.07828718442044272,50.224215246636774,1.0621199863833939,-0.9144089761187513
PEAK,PEAK_CONCURRENCY,,,,8,,,,,,2024-05-14 17:00:00
