mode,wd_variant,wd_source_ltf,entry_ltf,pair,direction,pivot_first_time,pivot_second_time,pivot_low,pivot_high,pivot_range,wd_first_time,wd_second_time,wd_low,wd_high,entry_time,entry_price,tp_price,sl_price,exit_time,exit_price,result,rr_signed,exit_reason,wickdiff_file,dyn_min_sl_pips,VOL,wd_special,active_trades_at_entry
M,ALL,H4,H4,EURAUD,long,2022-03-01,2022-04-01,1.4321,1.47888,0.046780000000000044,2022-04-28 05:00:00,2022-04-28 09:00:00,1.47286,1.47362,2022-05-03 01:00:00,1.47902,1.52566,1.427422,2022-05-09 21:00:00,1.52566,win,0.903911004302492,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,153.6242424242426,1.0,,1
M,ALL,H4,H4,AUDCAD,long,2022-06-01,2022-07-01,0.87359,0.8889,0.015310000000000046,2022-07-21 13:00:00,2022-07-21 17:00:00,0.8877,0.88796,2022-08-02 21:00:00,0.88826,0.9042100000000001,0.8720589999999999,2022-08-10 09:00:00,0.9042100000000001,win,0.9845071291895494,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,79.5969696969696,1.0,,1
M,ALL,H4,H4,EURCAD,long,2022-07-01,2022-08-01,1.28761,1.30875,0.02114000000000016,2022-08-31 05:00:00,2022-08-31 09:00:00,1.30748,1.308,2022-09-01 13:00:00,1.30866,1.3298900000000002,1.285496,2022-09-16 13:00:00,1.3298900000000002,win,0.9165083750647702,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,109.3136363636364,1.0,,1
M,ALL,H4,H4,EURCHF,long,2022-11-01,2022-12-01,0.9715,0.98382,0.012319999999999998,2022-12-29 10:00:00,2022-12-29 14:00:00,0.98247,0.98346,2023-01-04 06:00:00,0.98387,0.99614,0.970268,2023-01-11 10:00:00,0.99614,win,0.9020732245258051,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,63.51060606060607,1.0,,1
M,ALL,H4,H4,GBPJPY,long,2022-12-01,2023-01-02,155.356,158.578,3.2220000000000084,2023-01-19 02:00:00,2023-01-19 06:00:00,157.575,157.662,2023-02-02 10:00:00,157.976,161.8,155.03379999999999,2023-02-14 14:00:00,161.8,win,1.2997077017197995,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,194.0469696969696,1.0,,1
M,ALL,H4,H4,CHFJPY,long,2022-12-01,2023-01-02,137.437,141.824,4.3870000000000005,2023-01-30 10:00:00,2023-01-30 14:00:00,140.962,140.976,2023-02-02 10:00:00,141.078,146.211,136.9983,2023-02-28 14:00:00,146.211,win,1.2581807485844563,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,170.1090909090907,1.0,,2
M,ALL,H4,H4,AUDCHF,short,2023-06-01,2023-07-03,0.59614,0.61691,0.020769999999999955,2023-07-06 05:00:00,2023-07-06 09:00:00,0.59899,0.60001,2024-04-04 09:00:00,0.5986,0.57537,0.618987,2024-04-19 01:00:00,0.57537,win,1.1394516113209423,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,37.12878787878784,1.0,,1
M,ALL,H4,H4,GBPCHF,short,2024-05-01,2024-06-03,1.1497,1.1678,0.018100000000000005,2024-05-31 05:00:00,2024-05-31 09:00:00,1.15232,1.15336,2024-07-04 05:00:00,1.14972,1.1316,1.16961,2024-07-25 09:00:00,1.1316,win,0.9110105580693901,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,64.34393939393935,1.0,,1
M,ALL,H4,H4,AUDCHF,short,2025-01-01,2025-02-03,0.56383,0.57628,0.012449999999999961,2025-02-26 14:00:00,2025-02-26 18:00:00,0.56492,0.56544,2025-03-05 18:00:00,0.56438,0.5513800000000001,0.5775250000000001,2025-03-10 21:00:00,0.5513800000000001,win,0.9889691898059968,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,44.0560606060606,1.0,,1
M,ALL,H4,H4,GBPNZD,short,2015-11-02,2015-12-01,2.287195,2.36523,0.07803499999999985,2015-11-23 06:00:00,2015-11-23 10:00:00,2.332185,2.33222,2025-04-06 21:00:00,2.32438,2.2091600000000002,2.4017088590604025,2025-05-06 21:00:00,2.22525,time_exit,1.2819276167332097,TIME_STOP_30D,wickdiffs_M_H4_ALL_20260121_202249.csv,156.7303030303027,1.0,,1
M,ALL,H4,H4,GBPNZD,long,2025-04-01,2025-05-01,2.21379,2.24698,0.033190000000000275,2025-05-14 01:00:00,2025-05-14 05:00:00,2.23625,2.23682,2025-06-10 01:00:00,2.23791,2.2801700000000005,2.209547583892617,2025-07-10 01:00:00,2.26602,time_exit,0.9911003312825326,TIME_STOP_30D,wickdiffs_M_H4_ALL_20260121_202249.csv,196.8909090909089,1.0,,1
M,ALL,H4,H4,GBPCAD,long,2025-04-01,2025-05-01,1.79829,1.83868,0.04039000000000015,2025-05-05 13:00:00,2025-05-05 17:00:00,1.8332,1.83322,2025-06-17 13:00:00,1.83377,1.8790700000000002,1.794251,2025-06-26 01:00:00,1.8790700000000002,win,1.1462840658923683,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,124.6848484848485,1.0,WD-INV-VAL,2
M,ALL,H4,H4,GBPJPY,long,2025-08-01,2025-09-01,195.032,198.432,3.3999999999999773,2025-08-20 13:00:00,2025-08-20 17:00:00,197.862,197.932,2025-10-01 09:00:00,198.364,201.83199999999997,194.692,2025-10-06 01:00:00,201.83199999999997,win,0.9444444444444345,TP,wickdiffs_M_H4_ALL_20260121_202249.csv,120.018181818182,1.0,,1
