pair,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCHF,19,6,13,-0.2345799429835933,31.57894736842105,1.4238301805519544,-1.0
AUDJPY,28,13,15,0.1047379282851598,46.42857142857143,1.3794355378449596,-1.0
AUDNZD,14,6,8,0.043948338320997746,42.857142857142854,1.435879456082328,-1.0
AUDUSD,10,2,8,-0.579709991158267,20.0,1.101450044208665,-1.0
CADCHF,14,5,9,-0.17595652173912807,35.714285714285715,1.3073217391304417,-1.0
CADJPY,14,10,4,0.72650659856243,71.42857142857143,1.4171092379874017,-1.0
CHFJPY,16,8,8,0.1603157844162083,50.0,1.3206315688324168,-1.0
EURAUD,18,11,7,0.43868634232656223,61.111111111111114,1.3542140147161927,-1.0
EURCAD,13,8,5,0.46195524167660174,61.53846153846154,1.375677267724478,-1.0
EURCHF,12,5,7,-0.06487737737737552,41.66666666666667,1.2442942942942987,-1.0
EURGBP,14,6,8,-0.036428571428572,42.857142857142854,1.248333333333332,-1.0
EURJPY,21,7,14,-0.19632145874268034,33.33333333333333,1.411035623771959,-1.0
EURNZD,21,15,6,0.7467114275100845,71.42857142857143,1.445395998514118,-1.0
EURUSD,19,8,11,-0.046795054654713834,42.10526315789473,1.2638617451950547,-1.0
GBPAUD,28,12,16,-0.009514593468144348,42.857142857142854,1.3111326152409966,-1.0
GBPCAD,18,7,11,-0.06065817372153612,38.88888888888889,1.4154504104303356,-1.0
GBPCHF,18,10,8,0.3537113418670078,55.55555555555556,1.4366804153606139,-1.0
GBPJPY,25,10,15,-0.043122927453526964,40.0,1.3921926813661827,-1.0
GBPNZD,26,11,15,0.03982085060894646,42.30769230769231,1.4577583741666005,-1.0
GBPUSD,17,6,11,-0.2052471103193312,35.294117647058826,1.2517998540952282,-1.0
NZDCAD,16,7,9,0.013149039228019785,43.75,1.315769232521188,-1.0
NZDCHF,19,9,10,0.12564117476010514,47.368421052631575,1.376353591160222,-1.0
NZDJPY,17,7,10,-0.02372761817905345,41.17647058823529,1.3709472129937272,-1.0
NZDUSD,15,8,7,0.2111083699166418,53.333333333333336,1.2708281935937036,-1.0
USDCAD,8,3,5,-0.17512338944035755,37.5,1.19967096149238,-1.0
USDCHF,11,5,6,0.007981185316007323,45.45454545454545,1.217558607695216,-1.0
USDJPY,27,16,11,0.40603680794365965,59.25925925925925,1.3726871134049254,-1.0
ALL,478,221,257,0.090661380326399,46.23430962343097,1.3589870579005374,-1.0
