pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,D1,H4,7,3,4,0.0012357611322057086,42.857142857142854,1.3362167759751467,-1.0
AUDCHF,M,ALL,D1,H4,9,7,2,0.8206993241797309,77.77777777777779,1.3408991310882254,-1.0
AUDJPY,M,ALL,D1,H4,7,3,4,0.06714285714285717,42.857142857142854,1.49,-1.0
AUDNZD,M,ALL,D1,H4,7,2,5,-0.31728609944427344,28.57142857142857,1.389498651945043,-1.0
AUDUSD,M,ALL,D1,H4,4,1,3,-0.3775,25.0,1.49,-1.0
CADCHF,M,ALL,D1,H4,9,7,2,0.8410251748493929,77.77777777777779,1.3670323676635052,-1.0
CADJPY,M,ALL,D1,H4,4,3,1,0.6934289088840182,75.0,1.2579052118453575,-1.0
CHFJPY,M,ALL,D1,H4,3,2,1,0.5562851636954603,66.66666666666666,1.3344277455431905,-1.0
EURAUD,M,ALL,D1,H4,7,4,3,0.3039657627992759,57.14285714285714,1.2819400848987328,-1.0
EURCAD,M,ALL,D1,H4,12,4,8,-0.22295151127960533,33.33333333333333,1.3311454661611841,-1.0
EURCHF,M,ALL,D1,H4,7,3,4,0.0018898367833784274,42.857142857142854,1.3377429524945494,-1.0
EURGBP,M,ALL,D1,H4,9,5,4,0.33855072463768227,55.55555555555556,1.4093913043478281,-1.0
EURJPY,M,ALL,D1,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
EURNZD,M,ALL,D1,H4,12,9,3,0.7441188434556135,75.0,1.325491791274151,-1.0
EURUSD,M,ALL,D1,H4,3,1,2,-0.3154450261780078,33.33333333333333,1.0536649214659766,-1.0
NZDCAD,M,ALL,D1,H4,8,4,4,0.19026289362461477,50.0,1.3805257872492296,-1.0
NZDCHF,M,ALL,D1,H4,8,4,4,0.245,50.0,1.49,-1.0
NZDJPY,M,ALL,D1,H4,12,6,6,0.12759602830938702,50.0,1.255192056618774,-1.0
NZDUSD,M,ALL,D1,H4,7,2,5,-0.28857142857142865,28.57142857142857,1.4899999999999998,-1.0
USDCAD,M,ALL,D1,H4,5,3,2,0.49399999999999994,60.0,1.49,-1.0
USDCHF,M,ALL,D1,H4,5,4,1,0.9411482889733858,80.0,1.4264353612167322,-1.0
USDJPY,M,ALL,D1,H4,15,3,12,-0.502,20.0,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,166,81,85,0.15524310126308666,48.795180722891565,1.3675352445638564,-1.0
