pair,pivot_type,htf_first_candle_time,htf_second_candle_time,htf_gap_low,htf_gap_high,htf_gap_width,htf_wick_diff_low,htf_wick_diff_high,ltf,wd_first_candle_time,wd_second_candle_time,wd_zone_low,wd_zone_high,wd_zone_width,wd_zone_pct_of_htf_gap,htf_first_touch_time,pending_until_htf_touch,inside_or_outside
NZDJPY,short,2015-07-20 00:00,2015-08-03 00:00,81.644,83.2965,1.6524999999999892,82.649,83.2965,D1,2015-08-10 00:00,2015-08-11 00:00,82.546,82.649,0.10299999999999443,0.062329803328287504,2015-08-17 00:00,False,OUTSIDE
NZDJPY,short,2015-07-20 00:00,2015-08-03 00:00,81.644,83.2965,1.6524999999999892,82.649,83.2965,D1,2015-08-12 00:00,2015-08-13 00:00,82.351,82.516,0.16500000000000625,0.09984871406959596,2015-08-17 00:00,False,OUTSIDE
NZDJPY,long,2015-08-31 00:00,2015-09-14 00:00,74.4585,76.163,1.704499999999996,74.4585,74.8855,D1,2015-09-23 00:00,2015-09-24 00:00,74.8855,74.955,0.069500000000005,0.040774420651220396,2015-09-28 00:00,False,OUTSIDE
NZDJPY,short,2015-10-12 00:00,2015-10-26 00:00,82.0115,82.6935,0.6820000000000022,82.2705,82.6935,D1,2015-10-26 00:00,2015-10-27 00:00,82.216,82.2705,0.054500000000004434,0.0799120234604168,2015-11-23 00:00,False,OUTSIDE
NZDJPY,long,2016-06-06 00:00,2016-06-20 00:00,69.211,73.521,4.310000000000002,69.211,72.317,D1,2016-07-01 00:00,2016-07-04 00:00,73.2715,73.4505,0.17900000000000205,0.04153132250580092,2016-07-04 00:00,False,OUTSIDE
NZDJPY,short,2016-07-04 00:00,2016-07-18 00:00,74.608,76.848,2.239999999999995,75.7915,76.848,D1,2016-07-18 00:00,2016-07-19 00:00,75.545,75.7915,0.2464999999999975,0.110044642857142,2016-08-29 00:00,False,OUTSIDE
NZDJPY,short,2016-07-04 00:00,2016-07-18 00:00,74.608,76.848,2.239999999999995,75.7915,76.848,D1,2016-07-20 00:00,2016-07-21 00:00,75.1,75.2355,0.1355000000000075,0.06049107142857492,2016-08-29 00:00,False,OUTSIDE
NZDJPY,long,2016-09-12 00:00,2016-09-26 00:00,72.658,73.176,0.5180000000000007,72.658,72.9785,D1,2016-09-29 00:00,2016-09-30 00:00,72.9795,73.0465,0.06699999999999307,0.1293436293436158,2016-10-10 00:00,False,OUTSIDE
NZDJPY,long,2016-12-19 00:00,2017-01-02 00:00,80.459,81.044,0.5849999999999937,80.459,80.726,D1,2017-01-10 00:00,2017-01-11 00:00,80.726,80.768,0.04200000000000159,0.07179487179487529,2017-01-16 00:00,False,OUTSIDE
NZDJPY,short,2018-11-19 00:00,2018-12-03 00:00,77.98,78.864,0.8840000000000003,78.176,78.864,D1,2018-12-13 00:00,2018-12-14 00:00,78.002,78.036,0.034000000000006025,0.038461538461545264,2021-02-15 00:00,False,OUTSIDE
NZDJPY,short,2019-03-04 00:00,2019-03-18 00:00,76.32,76.784,0.46400000000001285,76.595,76.784,D1,2019-03-26 00:00,2019-03-27 00:00,76.489,76.499,0.009999999999990905,0.021551724137910837,2021-02-15 00:00,False,OUTSIDE
NZDJPY,long,2019-03-18 00:00,2019-04-01 00:00,74.744,75.428,0.6839999999999975,74.744,74.78,D1,2019-04-09 00:00,2019-04-10 00:00,74.78,74.872,0.09199999999999875,0.13450292397660685,2019-04-15 00:00,False,OUTSIDE
NZDJPY,long,2020-01-20 00:00,2020-02-03 00:00,69.95,70.068,0.117999999999995,69.95,69.999,D1,2020-02-10 00:00,2020-02-11 00:00,70.0,70.005,0.0049999999999954525,0.04237288135589546,2020-02-17 00:00,False,OUTSIDE
NZDJPY,long,2020-03-16 00:00,2020-03-30 00:00,59.502,65.136,5.633999999999993,59.502,63.084,D1,2020-04-01 00:00,2020-04-02 00:00,63.084,63.226,0.1419999999999959,0.02520411785587435,2020-04-13 00:00,False,OUTSIDE
NZDJPY,long,2020-03-16 00:00,2020-03-30 00:00,59.502,65.136,5.633999999999993,59.502,63.084,D1,2020-04-03 00:00,2020-04-06 00:00,63.35,63.504,0.15399999999999636,0.02733404330848359,2020-04-13 00:00,False,OUTSIDE
NZDJPY,short,2020-07-20 00:00,2020-08-03 00:00,70.188,71.676,1.4879999999999995,70.618,71.676,D1,2020-08-06 00:00,2020-08-07 00:00,70.602,70.618,0.015999999999991132,0.010752688172037055,2020-08-17 00:00,False,OUTSIDE
