time,open,high,low,close
2004-05-31T11:00:00+02:00,78.34,78.34,78.34,78.34
2004-06-01T11:00:00+02:00,78.34,78.34,78.26,78.26
2004-06-02T11:00:00+02:00,78.26,78.26,76.49,76.49
2004-06-03T11:00:00+02:00,76.49,76.49,76.275,76.275
2004-06-04T11:00:00+02:00,76.275,77.275,76.275,77.275
2004-06-07T11:00:00+02:00,77.275,77.46,77.275,77.46
2004-06-08T11:00:00+02:00,77.46,77.46,76.845,76.845
2004-06-09T11:00:00+02:00,76.845,76.845,76.2,76.2
2004-06-10T11:00:00+02:00,76.2,76.205,76.2,76.205
2004-06-11T11:00:00+02:00,76.205,76.205,76.135,76.135
2004-06-14T11:00:00+02:00,76.275,76.34,76.275,76.34
2004-06-15T11:00:00+02:00,76.34,76.395,76.34,76.395
2004-06-16T11:00:00+02:00,76.395,76.395,75.895,75.895
2004-06-17T11:00:00+02:00,75.895,75.895,74.79,74.79
2004-06-18T11:00:00+02:00,74.79,74.995,74.79,74.995
2004-06-21T11:00:00+02:00,74.985,75.17,74.985,75.17
2004-06-22T11:00:00+02:00,75.17,75.17,75.15,75.15
2004-06-23T11:00:00+02:00,75.15,75.15,74.655,74.655
2004-06-24T11:00:00+02:00,74.655,74.98,74.655,74.98
2004-06-25T11:00:00+02:00,74.98,75.355,74.98,75.355
2004-06-28T11:00:00+02:00,75.335,75.51,75.335,75.51
2004-06-29T11:00:00+02:00,75.51,75.51,74.7,74.7
2004-06-30T11:00:00+02:00,74.7,76.055,74.7,76.055
2004-07-01T11:00:00+02:00,76.055,76.42,76.055,76.42
2004-07-02T11:00:00+02:00,76.42,77.265,76.42,77.265
2004-07-05T11:00:00+02:00,77.255,77.615,77.255,77.615
2004-07-06T11:00:00+02:00,77.615,78.075,77.615,78.075
2004-07-07T11:00:00+02:00,78.075,78.56,78.075,78.56
2004-07-08T11:00:00+02:00,78.56,78.56,78.475,78.475
2004-07-09T11:00:00+02:00,78.475,78.475,78.105,78.105
2004-07-12T11:00:00+02:00,78.065,78.755,78.065,78.755
2004-07-13T11:00:00+02:00,78.755,78.775,78.755,78.775
2004-07-14T11:00:00+02:00,78.775,79,78.775,79
2004-07-15T11:00:00+02:00,79,79.335,79,79.335
2004-07-16T11:00:00+02:00,79.335,79.565,79.335,79.565
2004-07-19T11:00:00+02:00,79.625,79.625,79.24,79.24
2004-07-20T11:00:00+02:00,79.24,79.24,79.09,79.09
2004-07-21T11:00:00+02:00,79.09,79.09,78.54,78.54
2004-07-22T11:00:00+02:00,78.54,78.54,78.48,78.48
2004-07-23T11:00:00+02:00,78.48,78.48,78.145,78.145
2004-07-26T11:00:00+02:00,78.095,78.095,78,78
2004-07-27T11:00:00+02:00,78,78,77.58,77.58
